"title","abstract","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Fitness consequences of pheromone production and host selection strategies in a tree-killing bark beetle (Coleoptera : Curculionidae : Scolytinae)","Timing of arrival at a resource often determines an individual's reproductive success. Tree-killing bark beetles can reproduce in healthy trees by attacking in adequate numbers to overcome host defences that could otherwise be lethal. This process is mediated by aggregation and antiaggregation pheromones. Beetles that arrive early in such a ``mass attack{''} must contend with undiminished tree defences, and produce enough pheromones to attract more beetles, but have a head start on gallery construction and egg-laying. Beetles that arrive late may be impeded by competition and diminishing availability of phloem, but should experience fewer costs associated with pheromone production and battling tree defences. We investigated relationships between timing of arrival, body size, pheromone production and fitness in the southern pine beetle, Dendroctonus frontalis. In field experiments, we captured beetles that arrived early (pioneers) and late on slash pine trees, Pinus elliottii, and measured pheromone amounts in their hindguts. We marked gallery entrances of beetles as they landed on a tree and measured their reproductive success after the attack terminated. We found no difference in body size or pheromone amounts between early and late arrivers. Most beetles arrived at the middle of the attack sequence, and excavated longer galleries per day than early arrivers. The number of offspring produced per day by beetles that established galleries midway through mass attack was higher than those that arrived early or very late in the sequence. Our results suggest that beetles do not exhibit adaptive phenotypic plasticity in pre-landing pheromone production, depending on the extent of previous colonisation of a host. Rather, it appears that stabilising selection favours beetles that attack in the middle of the sequence, and contributes to attack synchrony. Synchronous attack on trees is essential before population booms characteristic of tree-killing bark beetles can occur in nature.","MA148","","","",""
"Large-scale regional variation in cooperation and conflict among queens of the desert ant Messor pergandei","To determine the extent and geographical distribution of alternative social systems in the desert ant Messor pergandei, we conducted a large-scale study within the species' range in the United States. We found that that queen social behaviours are extraordinarily diverse, resulting in three distinct colony social systems distributed in different geographical regions. Experiments show that these differences arise from variation in queen behaviours at two distinct times in the colony life cycle, and are likely to result from underlying genetic differences between regions. Results from our population genetics analyses and the biogeography of the Mojave and Sonoran Deserts suggest that the different queen social behaviours may have evolved in previously isolated populations, with their current distributions explained in part by subsequent range expansions rather than local adaptation in situ. However, regions with alternative social forms currently meet in contact zones where gene flow and natural selection on alternative social systems should occur. The degree of geographical variation in social behaviours exhibited by M. pergandei results in an opportunity to study the role that gene flow, local adaptation, genetic drift and past history can play in the evolution of behaviour.  2012 The Association for the Study of Animal Behaviour.","MA228","","","",""
"Ontogenetic shifts in a freshwater cleaning symbiosis: consequences for hosts and their symbionts","Animal fitness is influenced by diverse assemblages of internal and external symbionts. These assemblages often change throughout host ontogeny, but the mechanisms that underlie these changes and their consequences for host fitness are seldom revealed. Here we examine a cleaning symbiosis between crayfish and an assemblage of ectosymbiotic branchiobdellidan worms to uncover what mechanisms drive changes in symbiont composition during host ontogeny and the consequences of these changes for both the host and symbionts. In surveys of a North Carolina river, the dominant worm species shifted from Cambarincola philadelphicus to Cambarincola ingens as crayfish (Cambarus bartonii) increased in size. We demonstrate that this shift is a function of host regulation by small crayfish and exclusion by a dominant symbiont on large crayfish. In a controlled lab experiment, small crayfish often removed their symbionts but C. ingens was removed at a higher rate than C. philadelphicus. In contrast, C. ingens had higher survivorship and reproduction than C. philadelphicus on large crayfish. We also measured the effect of each worm species on crayfish growth through ontogeny; neither worm species had an effect on small crayfish but both species had similar positive effects on the growth of large crayfish relative to controls. Evidence from another experiment suggested that intraguild predation by C. ingens caused a decline in C. philadelphicus on large crayfish. We have shown that shifts in partner fitness are a function of host size and that these shifts can involve the succession of symbionts. Further, our results suggest that changes in the outcome of symbioses can remain robust throughout host ontogeny despite interactive mechanisms that lead to shifts in symbiont community structure.","MA264","","","",""
"Coflowering Community Context Influences Female Fitness and Alters the Adaptive Value of Flower Longevity in Mimulus guttatus","A major goal in evolutionary biology is to incorporate the complexity of multispecies interactions into our understanding of microevolutionary processes within populations. Although considerable work has been done on antagonistic interactions (e.g., plant-herbivore), little attention has been paid to the evolutionary implications of context dependency in mutualistic interactions (e.g., plant-pollinator). In this study, we use seep communities to evaluate how coflowering species richness affects key aspects of pollination (visitation rate and conspecific and heterospecific pollen receipt) of Mimulus guttatus. We assessed the importance of coflowering diversity in mediating floral evolution by determining whether species richness was associated with variation in flower size, longevity, and stigma-anther distance and by conducting a reciprocal transplant experiment in two contrasting pollination environments. We found lower visitation rates and higher heterospecific pollen transfer to M. guttatus growing in high-diversity coflowering communities compared to low-diversity coflowering communities. We found a positive correlation between flower longevity and coflowering species richness. Furthermore, our reciprocal transplant experiment showed that extended flower longevity was advantageous only in high-diversity seeps and identified coflowering diversity as the most likely selective agent. Our results suggest that coflowering diversity can promote floral trait differentiation among populations, in this case, flower longevity.","MA50","","","",""
"Population-specific responses to an invasive species","Predicting the impacts of non-native species remains a challenge. As populations of a species are genetically and phenotypically variable, the impact of non-native species on local taxa could crucially depend on populations-pecific traits and adaptations of both native and non-native species. Bitterling fishes are brood parasites of unionid mussels and unionid mussels produce larvae that parasitize fishes. We used common garden experiments to measure three key elements in the bitterlingmussel association among two populations of an invasive mussel (Anodonta woodiana) and four populations of European bitterling (Rhodeus amarus). The impact of the invasive mussel varied between geographically distinct R. amarus lineages and between local populations within lineages. The capacity of parasitic larvae of the invasive mussel to exploit R. amarus was higher in a Danubian than in a Baltic R. amarus lineage and in allopatric than in sympatric R. amarus populations. Maladaptive oviposition by R. amarus into A. woodiana varied among populations, with significant population-specific consequences for R. amarus recruitment. We suggest that variation in coevolutionary states may predispose different populations to divergent responses. Given that coevolutionary relationships are ubiquitous, population-specific attributes of invasive and native populations may play a critical role in the outcome of invasion. We argue for a shift from a species-centred to population-centred perspective of the impacts of invasions.  2015 The Author(s) Published by the Royal Society. All rights reserved.","MA290","","","",""
"Personality and density affect nest defence and nest survival in the great tit","Recent studies suggest that individual variation in behaviour of prey individuals may cause distinctive responses to nest predators and cooperation with conspecifics. We assessed individual differences during a novel object test and whether these responses were related to nest failure and survival of females during incubation. We additionally carried out experimental trials in natural field conditions using a stuffed pine marten, a principal nest predator, to test for a relationship between neophobia and mobbing predators. Our results show that antipredator responses of breeding great tits are dependent on their personality and personality type of neighbouring conspecifics. We found that neophilic individuals (those that rapidly resumed feeding of nestlings in the presence of a novel object) have an advantage over neophobic individuals (those that slowly resumed feeding of nestlings in the presence of a novel object) in their reproductive success, as measured in numbers of successful nests and of females that survived. Furthermore, neophilic-neophilic pairs exhibited stronger antipredator mobbing responses than neophobic-neophobic pairs. Results show that consistent individual differences in response against novel objects and antipredator behaviour are related, and that these responses are important predictors of nest failure in breeding great tits.  2014, Springer-Verlag Berlin Heidelberg and ISPA.","MA275","","","",""
"Wolbachia requirement for oogenesis: occurrence within the genus Asobara (Hymenoptera, Braconidae) and evidence for intraspecific variation in A-tabida","Wolbachia are symbiotic bacteria that induce a diversity of phenotypes on their numerous invertebrate host species. In the wasp Asobara tabida (Braconidae), each individual harbours three Wolbachia strains: wAtab3, which is required for host oogenesis, and wAtab1 and wAtab2, that do not have this function but induce cytoplasmic incompatibility. In this study, we surveyed and identified Wolbachia strains in four additional Asobara species. We detected Wolbachia in one of these species, but both the identity ( based on wsp gene) and prevalence of the Wolbachia detected in natural population indicate that this host species is not dependent on Wolbachia for oogenesis. We also compared A. tabida lines of different geographical origin for their dependence on Wolbachia. All individuals from 16 A. tabida lines proved to be infected by the three Wolbachia strains wAtab1, wAtab2 and wAtab3, but, interestingly, we found variation among lines in the degree to which females were dependent on Wolbachia to produce their oocytes. In three lines, aposymbiotic females ( cured from the three Wolbachia strains by antibiotics) can produce some oocytes. However, these aposymbiotic females produce fewer and smaller oocytes than symbiotic ones, and the larvae they produce die before full development. Thus, depending on which nuclear genotype they have, A. tabida females depend on Wolbachia either because they fail to produce any oocyte or because the few oocytes they do produce generate unviable offspring. We discuss the implications of these findings for the understanding of the physiological and genetic deficiency of aposymbiotic females.","MA411","","","",""
"From pattern to process: Species and functional diversity in fungal endophytes of Abies beshanzuensis","The biodiversity-functional relationship in fungal ecology was recently developed and debated, but has rarely been addressed in endophytes. In this study, an integrative culture system was designed to capture a rich fungal consortium from the conifer Abies beshanzuensis. Results indicate an impressive diversity of fungal lineages (a total of 84 taxa classified in Dikarya) and a relatively high proportion of hitherto unknown species (27.4. %). The laccase gene was used as a functional marker due to its involvement in lignocellulose degradation. Remarkable diversity of laccase genes was found across a wide range of taxa, with at least 35 and 19 distinct sequences in ascomycetes and basidiomycetes respectively, were revealed. Many groups displayed variable ability to decompose needles. Furthermore, many ascomycetes, including three volatile-producing Muscodor species (Xylariaceae), showed the ability to inhibit pathogens. Notably, most laccase-producing species showed little or no antibiosis and vice versa. Clavicipitalean and ustilaginomycetous fungi, specifically toxic to insects, were inferred from taxonomic information. Intra-specific physiological variation in Pezicula sporulosa, a second dominant species, was clearly high. We conclude that a suite of defensive characteristics in endophytes contributes to improving host fitness under various stresses and that a diversity of laccase genes confers an ecological advantage in competition for nutrients. Intra-specific diversity may be of great ecological significance for ecotypic adaptation. These findings suggest a fair degree of functional complementarity rather than redundancy among endemic symbionts of natural plant populations.  2010 The British Mycological Society.","MA157","","","",""
"Feeding repellence in Antarctic bryozoans","The Antarctic sea star Odontaster validus and the amphipod Cheirimedon femoratus are important predators in benthic communities. Some bryozoans are part of the diet of the asteroid and represent both potential host biosubstrata and prey for this omnivorous lysianassid amphipod. In response to such ecological pressure, bryozoans are expected to develop strategies to deter potential predators, ranging from physical to chemical mechanisms. However, the chemical ecology of Antarctic bryozoans has been scarcely studied. In this study we evaluated the presence of defenses against predation in selected species of Antarctic bryozoans. The sympatric omnivorous consumers O. validus and C. femoratus were selected to perform feeding assays with 16 ether extracts (EE) and 16 butanol extracts (BE) obtained from 16 samples that belonged to 13 different bryozoan species. Most species (9) were active (12 EE and 1 BE) in sea star bioassays. Only 1 BE displayed repellence, indicating that repellents against the sea star are mainly lipophilic. Repellence toward C. femoratus was found in all species in different extracts (10 EE and 12 BE), suggesting that defenses against the amphipod might be both lipophilic and hydrophilic. Interspecific and intraspecific variability of bioactivity was occasionally detected, suggesting possible environmental inductive responses, symbiotic associations, and/or genetic variability. Multivariate analysis revealed similarities among species in relation to bioactivities of EE and/or BE. These findings support the hypothesis that, while in some cases alternative chemical or physical mechanisms may also provide protection, repellent compounds play an important role in Antarctic bryozoans as defenses against predators.  2013 Springer-Verlag Berlin Heidelberg.","MA145","","","",""
"Concordance of bacterial communities of two tick species and blood of their shared rodent host","High-throughput sequencing is revealing that most macro-organisms house diverse microbial communities. Of particular interest are disease vectors whose microbiome could potentially affect pathogen transmission and vector competence. We investigated bacterial community composition and diversity of the ticks Dermacentor variabilis (n = 68) and Ixodes scapularis (n = 15) and blood of their shared rodent host, Peromyscus leucopus (n = 45) to quantify bacterial diversity and concordance. The 16S rRNA gene was amplified from genomic DNA from field-collected tick and rodent blood samples, and 454 pyrosequencing was used to elucidate their bacterial communities. After quality control, over 300 000 sequences were obtained and classified into 118 operational taxonomic units (OTUs, clustered at 97% similarity). Analysis of rarefied communities revealed that the most abundant OTUs were tick species-specific endosymbionts, Francisella and Rickettsia, and the commonly flea-associated bacterium Bartonella in rodent blood. An Arsenophonus and additional Francisella endosymbiont were also present in D. variabilis samples. Rickettsia was found in both tick species but not in rodent blood, suggesting that it is not transmitted during feeding. Bartonella was present in larvae and nymphs of both tick species, even those scored as unengorged. Relatively, few OTUs (e.g. Bartonella, Lactobacillus) were found in all sample types. Overall, bacterial communities from each sample type were significantly different and highly structured, independent of their dominant OTUs. Our results point to complex microbial assemblages inhabiting ticks and host blood including infectious agents, tick-specific endosymbionts and environmental bacteria that could potentially affect arthropod-vectored disease dynamics.  2015 John Wiley & Sons Ltd.","MA69","","","",""
"Male monkeys fight in between-group conflicts as protective parents and reluctant recruits","In many social species, group members cooperate to defend a communal home range. Fighting in between-group conflicts carries an opportunity cost, a risk of injury or death, and the possibility of exploitation by free-riding group members. As a result, it is rare that all group members fight in a given between-group conflict, and individual participation in range defence is often highly variable. Thus, to understand the patterns of behaviour observed at the group level, we must first understand the causes of within- and between-individual variability. Although sex differences have been well studied, our understanding of the relative importance of the various mechanisms promoting between-group aggression within a sex is limited. We observed the participation of 22 male vervet monkeys, Chlorocebus aethiops pygerythrus, in 126 between-group conflicts, and then partitioned aggressive acts according to the context in which they occurred. Using this approach, we found evidence that two mechanisms drive male between-group aggression and, therefore, that individual variability is in part driven by the multiple selective benefits of participation. First, males that were likely to have sired offspring tended to exhibit defensive aggression and were more active when infants were present in the group, suggesting they fight to defend probable offspring. Second, males were more likely to support females in initiating between-group aggression just prior to, and during, the mating season. Female vervet monkeys are able to exert female choice, and males that frequently supported female instigators tended to enjoy the highest mating success. These results indicate that males probably use between-group aggression to improve their reputation with choosy females and subsequently maximize their mating success. Our findings indicate that a greater understanding of the evolutionary mechanisms promoting cooperative home range defence can be gained if we consider the context in which acts of between-group aggression occur. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA235","","","",""
"Playing styles and possible causative factors in dogs' behaviour when playing with humans","Individual differences and causative factors could modify the behaviour of dogs in object related games played with a human partner. In a two-by-two within-subject design we observed 68 family dogs' behaviour when playing two different types of games (ball game and tugging) with two different play partners (owner or unfamiliar experimenter) ill order to categorize each dog's playing style. In all four conditions we have measured the following behavioural variables: tendency for possession, willingness to retrieve, behaviours related to fear/avoidance and aggression, and occurrence of play bows. We also calculated the relative duration of time when the dogs oriented ``outwards{''} from the play situation to the other non-interacting person (owner or ex peri me titer) during a session. Than we examined the effect of six factors on dog-human play behaviour: the familiarity of the play partner, the type of the game, the dogs' gender, age and breed, and the duration of daily active interaction between dog and owner. We used factor analysis to unfold the relationship among the recorded variables and revealed three factors that accounted for 63\% of the total variance. On Factor I variables measured in tugging with both the experimenter and owner had high loadings (labelled ``Motivation for tugging{''}). Factor 2 contained all variables measuring fear and avoidance (Fear/Avoidance), and Factor 3 consisted of variables measured ill ball game (Motivation for ball game). The cluster analysis of the dogs' individual factor scores classified them into 5 significantly different groups on the basis of their tendency to be involved in playing with a ball, a rag and to show fear/avoidance during the tests. Moreover, the gender (but not the age or breed) of the dogs and the duration of the daily active interaction with the owner had significant effects oil the distribution of dogs between the cluster groups. These results suggest that in play situations the behaviour of well socialized family dogs is influenced more by their motivation to play and to a certain extent by the level of fear than by the familiarity of the play partner or their possible general tendencies for cooperative or competitive behaviours. (C) 2008 Elsevier B.V. All rights reserved.","MA285","","","",""
"Reproductive control via eviction (but not the threat of eviction) in banded mongooses","Considerable research has focused on understanding variation in reproductive skew in cooperative animal societies, but the pace of theoretical development has far outstripped empirical testing of the models. One major class of model suggests that dominant individuals can use the threat of eviction to deter subordinate reproduction (the `restraint' model), but this idea remains untested. Here, we use long-term behavioural and genetic data to test the assumptions of the restraint model in banded mongooses (Mungos mungo), a species in which subordinates breed regularly and evictions are common. We found that dominant females suffer reproductive costs when subordinates breed, and respond to these costs by evicting breeding subordinates from the group en masse, in agreement with the assumptions of the model. We found no evidence, however, that subordinate females exercise reproductive restraint to avoid being evicted in the first place. This means that the pattern of reproduction is not the result of a reproductive `transaction' to avert the threat of eviction. We present a simple game theoretical analysis that suggests that eviction threats may often be ineffective to induce pre-emptive restraint among multiple subordinates and predicts that threats of eviction (or departure) will be much more effective in dyadic relationships and linear hierarchies. Transactional models may be more applicable to these systems. Greater focus on testing the assumptions rather than predictions of skew models can lead to a better understanding of how animals control each other's reproduction, and the extent to which behaviour is shaped by overt acts versus hidden threats.","MA305","","","",""
"Leaf domatia and mites on Australasian plants: ecological and evolutionary implications","Leaf domatia, specialized chambers in the vein axils on the underside of leaves of many plant species, have remained an enigma for over a century. In this study we show a strong association between foliar domatia and mites in 37 plant species in Australasia. Overall, mites accounted for 91% of the arthropods observed in domatia. Across all species, a median of 51% of domatia were occupied and 71% of leaves showed mite evidence in domatia. The level of mite association did not depend on domatia type (pit, pouch, pocket, or tuft) or provenance (Papua New Guinea, Queensland, Victoria, or New Zealand). Mite association with domatia commonly varied between plant species, between individuals within species, and between shoots within individuals. The leaf developmental stage probably explains much of the variation in association for many of these species. The presence of a variety of life history stages of mites within domatia indicates that these structures act as shelters for development and reproduction. Furthermore, in 12 of 13 plant species examined, domatia concentrate mites in particular locations on the leaf. Mite taxa that we classify as largely predaceous (e.g. phytoseiids, stigmaeids and tydeids) or fungivorous (e.g. acarids and oribatids) were most common in domatia and dominated the association in 21 of 24 plant species in which the relative abundance of herbivorous, fungivorous and predaceous groups was quantified. We evaluate hypotheses that explain the role of leaf domatia, including nonfunctional hypotheses (e.g. architectural constraints), physiological function (e.g. gas exchange and water uptake), bacterial symbiosis and antagonistic and mutualistic associations with mites. Our quantitative results confirm anecdotal accounts of mite association with leaf domatia and are most consistent with Lundstrem's centuryold hypothesis of plantmite mutualism in which leaf domatia billet predaceous and fungivorous mites that prey on plant enemies. Leaf domatia are widespread among woody angiosperms and abundant in many temperate and tropical regions of Australasia. Mites, an ancient group of arthropods whose diversity and abundance parallels that of insects, are likely to be important selective agents on terrestrial plants. Our results (1) indicate that mitedomatia association represents a relationship of comparable scope to plantant associations mediated by specialized plant structures such as extrafloral nectaries, food bodies and specialized domatia; (2) suggest that sociality is not a necessary prerequisite for widespread and diverse mutualisms between arthropods and plants; and, (3) extend the diversity of organisms that produce specialized mite houses from lizards, and wasps and bees to woody angiosperms. 1989 The Linnean Society","MA230","","","",""
"No evidence for host specialization or host-race formation in the European bitterling (Rhodeus amarus), a fish that parasitizes freshwater mussels","Coevolutionary relationships between parasites and hosts can elevate the rate of evolutionary changes owing to reciprocal adaptations between coevolving partners. Such relationships can result in the evolution of host specificity. Recent methodological advances have permitted the recognition of cryptic lineages, with important consequences for our understanding of biological diversity. We used the European bitterling (Rhodeus amarus), a freshwater fish that parasitizes unionid mussels, to investigate host specialization across regions of recent and ancient sympatry between coevolving partners. We combined genetic data (12 microsatellite and 2 mitochondrial markers) from five populations with experimental data for possible mechanisms of host species recognition (imprinting and conditioning). We found no strong evidence for the existence of cryptic lineages in R. amarus, though a small proportion of variation among individuals in an area of recent bitterling-mussel association was statistically significant in explaining host specificity. No other measures supported the existence of host-specific lineages. Behavioural data revealed a weak effect of conditioning that biased behavioural preferences towards specific host species. Host imprinting had no effect on oviposition behaviour. Overall, we established that populations of R. amarus show limited potential for specialization, manifested as weak effects of host conditioning and genetic within-population structure. Rhodeus amarus is the only species of mussel-parasitizing fish in Europe, which contrasts with the species-rich communities of bitterling in eastern Asia where several host-specific bitterling occur. We discuss costs and constraints on the evolution of host-specific lineages in our study system and more generally.  2011 Blackwell Publishing Ltd.","MA257","","","",""
"Small and variable sperm sizes suggest low sperm competition despite multiple paternity in a lekking suboscine bird","Sperm competition, whereby sperm from multiple males compete to fertilize an egg, selects for adaptations that increase fertilization success. Because fertilization success is related to sperm number, size, and quality, both interspecific and intraspecific variation in these traits are predicted to correlate with the level of sperm competition. Specifically, species and individuals that experience high sperm competition are predicted to produce more sperm per ejaculate, produce longer sperm, and exert higher quality control, resulting in reduced numbers of morphologically abnormal sperm and reduced size variation via selection for the most successful sperm phenotype. However, the causes of sperm morphological and size variation and its consequences for sperm competition remain poorly understood, especially within species. We quantified variation in sperm morphology, size, and number in the Lancetailed Manakin (Chiroxiphia lanceolata), a Neotropical suboscine passerine with a cooperative lek mating system. Although alpha-status males sire almost all chicks, the numbers of sperm produced per ejaculate by betas, nonterritorial adults, and subadult males were similar to those produced by alphas. Sperm counts declined with age in alphas, which may explain the decreased siring success of older alphas. Most ejaculates contained both normal helical sperm and abnormal sperm with rounded heads. The proportion of morphologically normal sperm per ejaculate was unrelated to social status or age. The coefficients of variation in sperm component length (head, tail, and total) both between and within alpha males were comparable to variation reported in passerines with low sperm competition. Total sperm length was shorter than in the majority of avian species studied to date, and cloacal protuberance and relative testis size were small. These results indicate low sperm competition, despite evidence for multiple paternity, or that sperm number rather than sperm morphology may be a major postcopulatory mediator of male reproductive success in this species. This work represents the first thorough quantification of intraspecific sperm variability in a suboscine passerine. Copyright  2014 American Ornithologists' Union.","MA325","","","",""
"Social cohesion in yellow-bellied marmots is established through age and kin structuring","Individual characteristics and choices can influence social structure in animal groups. Social behaviour is likely to change throughout an individual's life, resulting in different social roles at different ages. Individuals may also choose to interact differently with others based on their age, sex or kinship. We used social network analysis to examine biological correlates of individual social variation in free-living groups of yellow-bellied marmots, Marmota flaviventris. To measure social variation, we chose network measures that reflect an individual's tendency to initiate or receive both direct and indirect interactions. We asked how age, sex and kinship influenced patterns of affiliative ( socially cohesive) and agonistic ( socially competitive) interactions. Specifically, we predicted that individuals would vary in their tendency to initiate and receive interactions according to these characteristics, and that they would be more likely to interact affiliatively with more similar individuals and to interact agonistically with more dissimilar individuals. We found that patterns of direct and indirect interactions changed significantly with age, with younger animals being more involved in affiliative interactions and older animals initiating more agonistic ones. Furthermore, affiliative networks tended to be structured by age and kinship. Our results suggest that yearling yellow-bellied marmots are more important for maintaining social cohesion than has previously been recognized, and that marmot colonies are largely organized based on age group and kinship. (C) 2010 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA331","","","",""
"Individual variation behind the evolution of cooperation","Life on Earth has two remarkable properties. The first is variation: even apart from the vast number of extant species, there are considerable differences between individuals within a single species. The second property is cooperation. It is surprising that until recently the interactions between these two properties have rarely been addressed from an evolutionary point of view. Here, I concentrate on how inter-individual differences influence the evolution of cooperation. First, I deal with cases where individuality is maintained by random processes like mutation or phenotypic noise. Second, I examine when differences in state cause differences in behaviour. Finally, I investigate the effects of individual role specialization. Variation can be important in several ways. Increased random variation can change the expectation about cooperativeness of future partners, altering behaviour in a current relationship. Differences in state may serve as a book-keeping mechanism that is necessary for the evolution of reciprocity. If the cost of cooperation can depend on state then strategic regulation of state makes it possible to coerce partners to cooperate. If conditions force individuals to specialize, cooperation becomes more valuable. My review of theoretical models suggests that variation plays an important role in the evolution of cooperation.","MA201","","","",""
"Chilli-briquettes modify the temporal behaviour of elephants, but not their numbers","Crop loss to foraging elephants is one of the most significant causes of conflict between people and elephants in areas where wild elephants share resources with people. Effective solutions to reduce the effects of human-elephant conflict on local livelihoods are thus essential to foster coexistence between elephants and people. We assessed the effectiveness of chilli-briquettes (bricks made of dry chilli, elephant dung and water) in altering elephants use of space in the eastern Okavango Panhandle, Botswana. We burned > 600 briquettes during the night over a 2-month period to test five treatments: Frequent burning of (1) chilli and (2) chilli-free briquettes, occasional burning of (3) chilli and (4) chilli-free briquettes, and (5) a control treatment. Using camera traps and footprint surveys we assessed the number of elephants that used experimental sites, and the times at which they did so. We found elephants changed their movement behaviour from predominantly nocturnal to diurnal in areas where chilli-briquettes were burned throughout the night; however, there was no difference in the mean numbers of individuals between treatments with and without chillies. In other words, chilli-briquettes had a repellent but not a deterrent effect on elephants, keeping them away only at times when chilli-briquettes were smouldering. Based on these findings we recommend the use of chilli-briquettes as a method to deter elephants in the short term. In the long term, chilli-briquettes should be applied in combination with other larger-scale mitigation approaches, such as land management and cooperative community-based tools.  2017 Fauna and Flora International.","MA45","","","",""
"Gender- and sequence-dependent predation within group colonizers of defended plants: a constraint on cheating among bark beetles?","Bark beetles engage in one of the most pronounced examples of group procurement of defended plants. Their aggregation pheromones attract both sexes and are essential to overcome constitutive and rapidly inducible lethal defenses. The relative benefits to senders versus receivers of these signals are only partly understood. Because the initial stage of host entry can be hazardous, there may be benefit to a cheating strategy, whose practitioners respond to pheromones but do not engage in host searching. Several disadvantages to cheating have been proposed, but the role of predators has not been considered. Predators exploit bark beetle pheromones to locate prey, accumulate at the breeding site, and consume adult bark beetles before they enter the tree. Preliminary experiments quantified arrival patterns in the field. We used a laboratory assay to investigate relative predation on pioneers (those that initially select and enter hosts) and responders (those that arrive at a host in response to pheromones) during host colonization. Our model system utilized the pine engraver, Ips pini, which exhibits male harem polygamy. We allowed male I. pini to colonize host tissue and added females 1 day later. Also 1 day later, we variably added additional males and predacious checkered beetles, Thanasimus dubius. These treatments included two densities of males and three densities of predators that were selected to emulate field conditions. Responding males experienced higher predation than pioneers. T. dubius ate more males than females, independent of the presence or absence of responding males. T. dubius affected the distribution of females per male, although the number of females that survived to construct ovipositional galleries was constant. We discuss the viability of cheating, implications for biological control, and predator-prey coevolution in this cooperative, group-colonizing herbivore.","MA162","","","",""
"Competitive outcomes depend on host genotype, but not clavicipitaceous fungal endophytes, in Lolium perenne (Poaceae)","Premise of the study: Cool-season grasses infected by endophytic fungal symbionts sometimes show improved tolerance of herbivory and abiotic stresses, but the potential effects of endophytes on host competitive ability are unclear. This study examined intraspecific competition among variable genotypes of Lolium perenne with and without the endophyte Epichlo festucae var. lolii (Clavicipitaceae, Ascomycota) to assess the effect of infection on competitive outcomes. Methods: Eleven host genotypes distributed among infected plants of four cultivars of L. perenne were used for two pairwise competition experiments. In the greenhouse, an infected or uninfected ramet of each genotype was grown alone and paired in competition with a ramet of an uninfected genotype of a native accession of L. perenne. Tiller numbers and root and shoot dry mass were determined for targets and competitor plants after 15 wk. Key results: Competition and host genotype had highly significant effects on all measured variables. However, endophyte-mediated effects on hosts were minor, and those that occurred depended on genotype. In addition, endophytic status of target plants did not influence tiller number or dry mass in 10 of 11 competitor genotypes, although these native genotypes did significantly vary in their competitive performance. Conclusions: Genotypic variation among cultivars and accessions from native populations of L. perenne determines the effect of both intraspecific competition and infection by a fungal endophyte. However, in the absence of herbivory, asexual clavicipi-taceous endophytes may not be as important to host success in competitive environments as previously thought in this globally important grass species.  2014 Botanical Society of America.","MA64","","","",""
"Reconciling with Valuable Partners by Longtailed Macaques","In primates and other social mammals, opponents in aggressive conflicts have been reported to seek one another out after fights for various types of friendly interaction. In longtailed macaques, these friendly reunions have been shown to restore aspects of the social relationship of the opponents to their preconflict state, and they have thus been interpreted as reconciliations. Although postconflict reconciliation would seem to be adaptive to gregarious animals that establish individualized social relationships, its occurrence is variable among species, groups and dyads. Some of this variation probably reflects costs and benefits of reconciling in different situations. One factor that might influence the benefit of reconciliation and hence its occurrence is the value of the social partner as a social or ecological resource: reconciliation should occur more often after fights with valuable social partners. We conducted an experiment to test this hypothesis using pairs of monkeys (Macaca fascicularis) as their own controls. First, baseline rates of reconciliation after experimenterinduced conflict were measured. Then, the value of the relationship, at least in the test context, was increased by training each pair of monkeys to perform a simple cooperative task in which each got access to food only if the partner fed nearby simultaneously. Finally, the reconciliation rate was measured again after training and compared to its baseline value. In 6 of 7 dyads, the reconciliation rate increased after training, and the median reconciliation rate after training was 3 times higher than at baseline. While the results are consistent with the value hypothesis, there are other potential explanations. Comparison of friendly behavior when there had been no prior aggression in baseline and posttraining phases, however, suggested that the increase in reconciliation rate was neither the result of a general increase in compatibility nor the result of anticipated conflict in the cofeeding context. 1993 Blackwell Verlag GmbH","MA301","","","",""
"Molecular evidence for multiple infections of a new subgroup of Wolbachia in the European raspberry beetle Byturus tomentosus","Wolbachia, a group of maternally inherited intracellular parasitic bacteria, alter host reproduction, including the induction of thelytokous parthenogenesis, feminization of genetic males, son killing and, most commonly, the induction of cytoplasmic incompatibility (CI), in a diverse array of arthropods. CI can result in infertility and has attracted attention because of its potential in biological control and as an agent in speciation. Although there has been some analysis of overall infection rates in arthropods and within individual insect orders, there has been little exploration of within-species variation. In this study, primers specific for the ftsZ gene of Wolbachia were used to amplify it from different geographical samples of the European raspberry beetle (Byturus tomentosus), confirming the presence of Wolbachia. More than 99% of UK individuals were found to be infected with Wolbachia and 97% of these B. tomentosus beetles harboured multiple infections. Preliminary analysis of B. tomentosus beetles from continental European populations revealed a lower level of infection (24%) than those from the UK. Phylogenetic analysis using the ftsZ DNA sequences places Wolbachia from B. tomentosus into a new clade (Abt) within the A division, with some revisions to the existing Wolbachia phylogeny.","MA248","","","",""
