"title","abstract","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Antagonistic evolution in an aposematic predator-prey signaling system","Warning signals within species, such as the bright colors of chemically defended animals, are usually considered mutualistic, monomorphic traits. Such a view is however increasingly at odds with the growing empirical literature, showing nontrivial levels of signal variation within prey populations. Key to understanding this variation, we argue, could be a recognition that toxicity levels frequently vary within populations because of environmental heterogeneity. Inequalities in defense may undermine mutualistic monomorphic signaling, causing evolutionary antagonism between loci that determine appearance of less well-defended and better defended prey forms within species. In this article, we apply a stochastic model of evolved phenotypic plasticity to the evolution of prey signals. We show that when toxicity levels vary, then antagonistic interactions can lead to evolutionary conflict between alleles at different signaling loci, causing signal evolution, ``red queen-like{''} evolutionary chase, and one or more forms of signaling equilibria. A key prediction is that variation in the way that predators use information about toxicity levels in their attack behaviors profoundly affects the evolutionary characteristics of the prey signaling systems. Environmental variation is known to cause variation in many qualities that organisms signal; our approach may therefore have application to other signaling systems.","MA18","","","",""
"Effects of temperature and pCO 2 on population regulation of Symbiodinium spp. In a tropical reef coral","This study tested the bleaching response of the Pacific coral Seriatopora caliendrum to short-term exposure to high temperature and elevated partial pressure of carbon dioxide (pCO 2 ). Juvenile colonies collected from Nanwan Bay, Taiwan, were used in a factorial experimental design in which 2 temperatures (27.6 C and 30.4 C) and 2 pCO 2 values (47.2 Pa and 90.7 Pa) were crossed to evaluate, over 12 days, the effects on the densities and physiology of the symbiotic dinoflagellates (Symbiodinium) in the corals. Thermal bleaching, as defined by a reduction of Symbiodinium densities at high temperature, was unaffected by high pCO 2 . The division, or mitotic index (MI), of Symbiodinium remaining in thermally bleached corals was about 35% lower than in control colonies, but they contained about 53% more chlorophyll. Bleaching was highly variable among colonies, but the differences were unrelated to MI or pigment content of Symbiodinium remaining in the coral host. At the end of the study, all of the corals contained clade C Symbiodinium (either C1d or C15), and the genetic variation of symbionts did not account for among-colony bleaching differences. These results showed that high temperature causes coral bleaching independent of pCO 2 , and underscores the potential role of the coral host in driving intraspecific variation in coral bleaching.  2017 The University of Chicago.","MA116","","","",""
"Feather mite abundance varies but symbiotic nature of mite-host relationship does not differ between two ecologically dissimilar warblers","Feather mites are obligatory ectosymbionts of birds that primarily feed on the oily secretions from the uropygial gland. Feather mite abundance varies within and among host species and has various effects on host condition and fitness, but there is little consensus on factors that drive variation of this symbiotic system. We tested hypotheses regarding how within-species and among-species traits explain variation in both (1) mite abundance and (2) relationships between mite abundance and host body condition and components of host fitness (reproductive performance and apparent annual survival). We focused on two closely related (Parulidae), but ecologically distinct, species: Setophaga cerulea (Cerulean Warbler), a canopy dwelling open-cup nester, and Protonotaria citrea (Prothonotary Warbler), an understory dwelling, cavity nester. We predicted that feather mites would be more abundant on and have a more parasitic relationship with P.citrea, and within P.citrea, females and older individuals would harbor greater mite abundances. We captured, took body measurements, quantified feather mite abundance on individuals primaries and rectrices, and monitored individuals and their nests to estimate fitness. Feather mite abundance differed by species, but in the opposite direction of our prediction. There was no relationship between mite abundance and any measure of body condition or fitness for either species or sex (also contrary to our predictions). Our results suggest that species biology and ecological context may influence mite abundance on hosts. However, this pattern does not extend to differential effects of mites on measures of host body condition or fitness.  2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","MA143","","","",""
"Decomposer diversity and identity influence plant diversity effects on ecosystem functioning","Plant productivity and other ecosystem functions often increase with plant diversity at a local scale. Alongside various plant-centered explanations for this pattern, there is accumulating evidence that multi-trophic interactions shape this relationship. Here, we investigated for the first time if plant diversity effects on ecosystem functioning are mediated or driven by decomposer animal diversity and identity using a double-diversity microcosm experiment. We show that many ecosystem processes and ecosystem multifunctionality (herbaceous shoot biomass production, litter removal, and N uptake) were affected by both plant and decomposer diversity, with ecosystem process rates often being maximal at intermediate to high plant and decomposer diversity and minimal at both low plant and decomposer diversity. Decomposers relaxed interspecific plant competition by enlarging chemical (increased N uptake and surface-litter decomposition) and spatial (increasing deep-root biomass) habitat space and by promoting plant complementarity. Anecic earthworms and isopods functioned as key decomposers; although decomposer diversity effects did not solely rely on these two decomposer species, positive plant net biodiversity and complementarity effects only occurred in the absence of isopods and the presence of anecic earthworms. Using a structural equation model, we explained 76\% of the variance in plant complementarity, identified direct and indirect effect paths, and showed that the presence of key decomposers accounted for approximately three-quarters of the explained variance. We conclude that decomposer animals have been underappreciated as contributing agents of plant diversity-ecosystem functioning relationships. Elevated decomposer performance at high plant diversity found in previous experiments likely positively feeds back to plant performance, thus contributing to the positive relationship between plant diversity and ecosystem functioning.","MA87","","","",""
"Genetic evidence confirms polygamous mating system in a crustacean parasite with multiple hosts","Mating systems are diverse in animals, notably in crustaceans, but can be inferred from a limited set of parameters. Baeza and Thiel (2007) proposed a model predicting mating systems of symbiotic crustaceans with three host characteristics and the risk of predation. These authors proposed five mating systems, ranging from monogamy to polygynandry (where multiple mating occurs for both genders). Using microsatellite loci, we tested the putatively mating system of the ectoparasite crab Dissodactylus primitivus. We determined the mating frequencies of males and females, parentage assignment (COLONY &GERUD software) as well as the contents of female spermathecae. Our results are globally consistent with the model of Baeza and Thiel and showed, together with previous aquarium experiments, that this ectoparasite evolved a polygamous mating system where males and females move between hosts for mate search. Parentage analyses revealed that polyandry is frequent and concerns more than 60% of clutches, with clutches being fertilized by up to 6 different fathers. Polygyny is supported by the detection of eight males having sired two different broods. We also detected a significant paternity skew in 92% of the multipaternal broods. Moreover, this skew is probably higher than the estimation from the brood because additional alleles were detected in most of spermathecae. This high skew could be explained by several factors as sperm competition or cryptic female choice. Our genetic data, combined with previous anatomic analyses, provide consistent arguments to suggest sperm precedence in D. primitivus.  2014 Jossart et al.","MA165","","","",""
"Comparative evolution of flower and fruit morphology","Angiosperm diversification has resulted in a vast array of plant morphologies. Only recently has it been appreciated that diversification might have proceeded quite differently for the two key diagnostic structures of this clade, flowers and fruits. These structures are hypothesized to have experienced different selective pressures via their interactions with animals in dispersal mutualisms, resulting in a greater amount of morphological diversification in animal-pollinated flowers than in animal-dispersed fruits. I tested this idea using size and colour traits for the flowers and fruits of 472 species occurring in three floras (St John, Hawaii and the Great Plains). Phylogenetically controlled analyses of nearest-neighbour distances in multidimensional trait space matched the predicted pattern: in each of the three floras, flowers were more divergent from one another than were fruits. In addition, the spacing of species clusters differed for flowers versus fruits in the flora of St John, with clusters in flower space more divergent than those in fruit space. The results are consistent with the idea that a major driver of angiosperm diversification has been stronger selection for divergent floral morphology than for divergent fruit morphology, although genetic, physiological and ecological constraints may also play a role.","MA57","","","",""
"Comparative Genomics of a Plant-Parasitic Nematode Endosymbiont Suggest a Role in Nutritional Symbiosis","Bacterial mutualists can modulate the biochemical capacity of animals. Highly coevolved nutritional mutualists do this by synthesizing nutrients missing from the host's diet. Genomics tools have advanced the study of these partnerships. Here we examined the endosymbiont Xiphinematobacter (phylum Verrucomicrobia) from the dagger nematode Xiphinema americanum, a migratory ectoparasite of numerous crops that also vectors nepovirus. Previously, this endosymbiont was identified in the gut, ovaries, and eggs, but its role was unknown. We explored the potential role of this symbiont using fluorescence in situ hybridization, genome sequencing, and comparative functional genomics. We report the first genome of an intracellular Verrucomicrobium and the first exclusively intracellular non-Woibachia nematode symbiont. Results revealed that Xiphinematobacter had a small 0.916-Mb genome with only 817 predicted proteins, resembling genomes of other mutualist endosymbionts. Compared with free-living relatives, conserved proteins were shorter on average, and there was large-scale loss of regulatory pathways. Despite massive gene loss, more genes were retained for biosynthesis of amino acids predicted to be essential to the host. Gene ontology enrichment tests showed enrichment for biosynthesis of arginine, histidine, and aromatic amino acids, as well as thiamine and coenzyme A, diverging from the profiles of relatives Akkermansia muciniphilia (in the human colon), Methylacidiphilum infemorum, and the mutualist Wolbachia from filarial nematodes. Together, these features and the location in the gut suggest that Xiphinematobacter functions as a nutritional mutualist, supplementing essential nutrients that are depleted in the nematode diet. This pattern points to evolutionary convergence with endosymbionts found in sap-feeding insects.","MA58","","","",""
"Host-pathogen interaction as a special case of interrelations between organisms","Plants are open systems and therefore maintain a vast number of complex relationships with the environment. Among these are: 1. Dependencies upon the external environment. 2. Strong influences on the environment. 3. Diverse interrelations with other organisms at different levels, of plant species among each other, and of plants with animals including human beings. According to the nature of the interaction various types of interrelations can be distinguished: (a) neutral relations (e.g. epiphytes), (b) mutualistic relations (fertilization, symbiosis), and (c) parasitic relations (incompatibility, the phytopathological host-parasite interactions). Pathogens can be defined as organisms out of place. As a result of special conditions defense reactions are observed in the stricken individuals such as irregular reactions on the metabolic level, formation of phytoalexins, competition for food, space, etc., involving also genetic interrelationships between hosts and their parasites. Such interrelations occurring on the cellular level include the problems of cell recognition, adherence of the cell surfaces to each other, and intercellular bridging. Interactions on the individual population and ecosystem levels can be reduced to aspects of the interactions, which involve mutual gene regulation.  1968 Koninklijke Nederlandse Planteziektenkundige Vereniging.","MA184","","","",""
"Intra- and Intersexual Conflicts and Cooperation in the Evolution of Mating Strategies: Lessons Learnt From Ungulates","The traditional narrow focus on male mate competition in studies of mammalian mating strategies has been successful in explaining many conspicuous outcomes of sexual selection. However, focusing on ungulates, I here review increasing evidence that a comprehensive understanding of sexually selected adaptations requires consideration of a broader range of sex roles, particularly those relating to female behaviour. I show how mate competition and mate choice in both sexes can interact and often lead to intra- and intersexual conflicts and sometimes also cooperation. By causing phenotypic selection, these behavioural interactions can shape evolution although the outcome depends on genetic constraints. I conclude that to advance the understanding of mammalian mating systems we must broaden our conceptual framework from being largely focused on male competitive strategies to encompass coevolutionary dynamics between the mating strategies of both sexes. Future challenges include clarifying (1) the ecological basis for the inter- and intraspecific diversity in sex roles, (2) the condition-dependence of female mating strategies, and (3) the ultimate causes of mate competition and promiscuity in females.  2010 Springer Science+Business Media, LLC.","MA215","","","",""
"Evidence for personality conformity, not social niche specialization in social jays","Animal personality traits are defined as consistent individual differences in behavior over time and across contexts. Occasionally this inflexibility results in maladaptive behavioral responses to external stimuli. However, in social groups inflexible behavioral phenotypes might be favored as this could lead to more predictable social interactions. Two hypotheses seek to describe the optimal distribution of personality types within groups. The social niche specialization hypothesis states that individuals within groups should partition social roles, like personality types, to avoid conflict; whereas the conformity hypothesis states that individuals should assort with conspecifics of similar personality. However, no research so far has compared these hypotheses using data from wild animal systems. We tested boldness in the wild on 2 species with different social systems, the Mexican Jay and California Scrub-Jay. We found support for the conformity hypothesis over the social niche specialization hypothesis because individuals within groups of the social species had more similar personalities, and consequently there was a statistically significant group effect. The most likely mechanism for this conformity is social learning of behaviors through development, but more explicit research on this is needed.","MA122","","","",""
"Sex-dependent implications of primary productivity and conspecific density on geographical body size variation in a newt: disentangling local, large scale and genetic factors","Aim: Geographical body size variation has interested biologists since the 19th century. However, there is no consensus regarding the mechanisms involved, especially in amphibians. At the intraspecific level, different approximations and hypotheses have addressed this problem, but no study has integrated information at different spatio-temporal ecological and (phylo)genetic scales whilst considering differences between sexes. We investigated the mechanisms involved in geographical body size variation in the Iberian newt (Lissotriton boscai), accounting for the main hypotheses potentially explaining variation in this phenotypic trait in amphibians. Location: Iberian Peninsula. Methods: We used a novel multivariate technique (partial least squares regression) that accounts for interdependence amongst variables whilst allowing for the inclusion of multiple local and macroscale predictors. We considered intraspecific genetic differentiation including information from the mitochondrial and nuclear genomes in populations representative of the species distribution. We addressed causal hypotheses of heat conservation, temperature-related development, water and food availability, seasonality, competition and predation. Results: Annual primary productivity and intraspecific competition were of greatest relevance to explain body size variation in females, whilst seasonality of primary productivity was more important in males. Differences between sexes are interpreted based on previous experiments on the behavioural ecology of this species. Main conclusions: This study shows that sex-dependent implications of competition for food drive geographical body size variation in an urodele amphibian, supporting the density-resource hypothesis. Our results suggest that food availability, conspecific density and competition are important in explaining intraspecific body size variation in amphibians. This study highlights how selecting model species with an experimental background can help interpret geographical variation in phenotypic traits. We emphasize the value of simultaneously considering alternative hypotheses of phenotypic variation at different ecological and (phylo)genetic spatio-temporal scales in revealing potentially hidden relationships.  2017 John Wiley & Sons Ltd","MA316","","","",""
"Sexual and Social Behavior of Crustacea","The Crustacea represents one of the major branches in the tree of animal life, displaying diversity in form and lifestyle that rival those of the vertebrates and insects. But perhaps because of the primarily aquatic habits of crustaceans, they have received much less attention in evolutionary ecology than mostly terrestrial taxa. The chapters in this book make clear the richness of adaptations of crustaceans to social and sexual life, and their still largely untapped potential to test fundamental theory in behavioral ecology and evolution. Kinship, cooperation, and conflict play an important role in social evolution, modulated by extrinsic factors (resource competition, predation or parasitism), some of which have only recently begun to be studied. There are rich opportunities awaiting the student willing to pursue them, both in clarifying the social and sexual biology of individual crustacean species and in exploiting the Crustacea in broad comparative approaches to testing evolutionary theory.  Oxford University Press, 2013.","MA318","","","",""
"Individual variation in resource use by opossums leading to nested fruit consumption","Despite recent findings on the ecological relevance of within population diet variation far less attention has been devoted to the role diet variation for ecological services. Seed dispersal is a key ecological service, affecting plant fitness and regeneration based on foraging by fruit-eating vertebrates. Here we used a network approach, widely used to understand how seed-dispersal is organized at the species level, to gain insights into the patterns that emerge at the individual-level. We studied the individual fruit consumption behavior of a South American didelphid Didelphis albiventris, during the cool-dry and warm-wet seasons. In species-species networks the heterogeneity in specialization levels generates patterns such as nestedness and asymmetry. Because generalist populations may be comprised of specialized individuals, we hypo thesized that network structural properties, such as nestedness, should also emerge at the individual level. We detected variation in fruit consumption that was not related to resource availability, ontogenetic or sexual factors or sampling biases. Such variation resulted in the structural patterns often found in species-species seed-dispersal networks: low connectance, a high degree of nestedness and the absence of modules. Moreover structure varied between the warm-wet and cool-dry seasons, presumably as a consequence of seasonal fluctuation in fruit availability. Our findings suggest individuals may differ in selectivity causing asymmetries in seed dispersal efficiency within the population. In this sense the realized dispersal would differ from the expected dispersal estimated from their average dispersal potential. Additionally the results suggest possible frequency-dependent effects on seed dispersal that might affect individual plant performance and plant community composition.","MA202","","","",""
"Traps of carnivorous pitcher plants as a habitat: Composition of the fluid, biodiversity and mutualistic activities"," Background: Carnivorous pitcher plants (CPPs) use cone-shaped leaves to trap animals for nutrient supply but are not able to kill all intruders of their traps. Numerous species, ranging from bacteria to vertrebrates, survive and propagate in the otherwise deadly traps. This paper reviews the literature on phytotelmata of CPPs.  Pitcher Fluid as a Habitat: The volumes of pitchers range from 02 mL to 15 L. In Nepenthes and Cephalotus, the fluid is secreted by the trap; the other genera collect rain water. The fluid is usually acidic, rich in O2 and contains digestive enzymes. In some taxa, toxins or detergents are found, or the fluid is extremely viscous. In Heliamphora or Sarracenia, the fluid differs little from pure water.  Inquiline Diversity: Pitcher inquilines comprise bacteria, protozoa, algae, fungi, rotifers, crustaceans, arachnids, insects and amphibia. The dominant groups are protists and Dipteran larvae. The various species of CPPs host different sets of inquilines. Sarracenia purpurea hosts up to 165 species of inquilines, followed by Nepenthes ampullaria with 59 species, compared with only three species from Brocchinia reducta. Reasons for these differences include size, the life span of the pitcher as well as its fluid.  Mutualistic Activities: Inquilines closely interact with their host. Some live as parasites, but the vast majority are mutualists. Beneficial activities include secretion of enzymes, feeding on the plants prey and successive excretion of inorganic nutrients, mechanical break up of the prey, removal of excessive prey and assimilation of atmospheric N2.  Conclusions: There is strong evidence that CPPs influence their phytotelm. Two strategies can be distinguished: (1) Nepenthes and Cephalotus produce acidic, toxic or digestive fluids and host a limited diversity of inquilines. (2) Genera without efficient enzymes such as Sarracenia or Heliamphora host diverse organisms and depend to a large extent on their symbionts for prey utilization.  The Author 2010. Published by Oxford University Press on behalf of the Annals of Botany Company. All rights reserved.","MA396","","","",""
"Competing for seed dispersal: evidence for the role of avian seed hoarders in mediating apparent predation among oaks","In communities of large-seeded tree species, generalist seed hoarders often link the temporally variable dynamics of various species in ways that can result in indirect ecological interactions. A special case of such interactions is apparent predation' - when variation in seed production of one tree species changes the outcome of the interaction between seed hoarders and another tree species from seed dispersal mutualism to predation. We investigated how two species of avian hoarders responded to differences in acorn availability among individual valley oaks (Quercus lobata) and across a landscape dominated by blue oaks (Q.douglasii) to determine whether seed dispersal and predation dynamics result in apparent predation between these oak species. California scrub-jays (Aphelocoma californica), high-quality seed dispersers with large spatial scales of resource perception, showed strong numerical and functional responses to individually large Q.lobata acorn crops when landscape-level acorn crops were low, but the numerical response was not observed when Q.douglasii produced a good acorn crop the subsequent year. In contrast, acorn woodpeckers (Melanerpes formicivorus), which are significant acorn predators, exhibited a consistent functional response to individual Q.lobata acorn crops independent of landscape-wide availability. Consequently, Q.lobata experienced increased predation and a near absence of high-quality seed dispersal when Q.douglasii acorns were abundant. Our results suggest that apparent predation among oak species can arise from contrasting responses of generalist seed predators and dispersers to acorn availability on different spatial scales. Thus, the spatial scale of resource perception, which can differ greatly among generalist seed hoarders, may provide a proximate mechanism underlying indirect, temporally variable ecological affects such as apparent predation among sympatric species of large-seeded trees.","MA60","","","",""
"The bitterling-mussel interaction as a test case for co-evolution","The European bitterling Rhodeus sericeus (Cyprinidae) spawns in the gills of freshwater mussels (Unionidae) and shows some obvious adaptations to this type of spawning, such as the development of an ovipositor. Furthermore, recent studies have shown that the fish avoid species of mussels that have a high likelihood of ejecting their eggs prematurely. This leads to the question of whether the interaction between bitterling and mussels could represent a case of co-evolution, involving evolutionary responses by both species to selection imposed by the other. The evidence for and against co-evolution is reviewed, incorporating new results from two sets of experiments designed to test for adaptive choices by bitterling according to the mussels' sex and reproductive state, as well as a preliminary study of potential benefits for mussels from exposure to bitterling. Host preferences by bitterling, both among and within mussel species, may indeed have evolved in response to differences in benefits for offspring survival. There is no evidence yet for any benefits to mussels from receiving eggs, whereas there are costs due to reduced ventilation rates when the gills contain bitterling eggs. While there are differences among mussel species and individuals in their tendency to reject bitterling embryos, these differences do not provide strong evidence for co-evolution. For example, they may reflect differences in host physiology such as ventilation rate and generalized responses to expelling objects from their gills. Therefore, while bitterling are well adapted for their obligate spawning relationship with mussels, it has been much more difficult to find evidence for adaptations by mussels for dealing with bitterling. This suggests that any co-evolutionary dynamics between bitterling and mussels may be asymmetric, with stronger responses to selection by the fish than by mussels.  2003 The Fisheries Society of the British Isles.","MA364","","","",""
"Information use and resource competition: An integrative framework","Organisms may reduce uncertainty regarding how best to exploit their environment by collecting information about resource distribution. We develop a model to demonstrate how competition can facilitate or constrain an individuals ability to use information when acquiring resources. As resource distribution underpins both selection on information use and the strength and nature of competition between individuals, we demonstrate interdependencies between the two that should be common in nature. Individuals in our model can search for resources either personally or by using social information. We explore selection on social information use across a comprehensive range of ecological conditions, generalizing the producerscrounger framework to a wide diversity of taxa and resources. We show that resource ecologydefined by scarcity, depletion rate and monopolizabilitydetermines patterns of individual differences in social information use. These differences suggest coevolutionary processes linking dominance systems and social information use, with implications for the evolutionary demography of populations.  2016 The Author(s) Published by the Royal Society. All rights reserved.","MA205","","","",""
"Factors affecting individual participation in group-level aggression among non-human primates","Group members do not always act cohesively when facing extra-group rivals. When benefits such as group-defence are not monopolizable, it poses an economics problem: who should contribute to public goods and who should freeload? A collective action framework compliments existing theoretical explanations for cooperation, and provides testable hypotheses about group-level behaviour based on individual costs and benefits. Using this approach, we review research on intergroup encounters in non-human primates published over the last 20 years, focusing on participation by different classes of individuals. While food- and mate-defence explain much between-sex variation in participation, rank and reproductive access frequently explain within-sex variation. In some species, individuals may use intergroup interactions to survey potential transfer locations and mating options, which might coincidently intimidate rivals. Experimental evidence suggests that when intergroup dominance is based on relative number of fighters, individual participation still varies with sex, rank, companion behaviour and dependent offspring presence. Relatively few studies have examined how factors such as relationships within and between groups or individual temperament mediate aggression. Long-term studies of multiple habituated groups and methodological advances (e.g., playback experiments) will continue to improve our understanding of how complex group-level patterns are predictable when viewed from an individual perspective.  2007 Brill Academic Publishers.","MA138","","","",""
"Phylosymbiosis: Relationships and Functional Effects of Microbial Communities across Host Evolutionary History","Phylosymbiosis was recently proposed to describe the eco-evolutionary pattern, whereby the ecological relatedness of host-associated microbial communities parallels the phylogeny of related host species. Here, we test the prevalence of phylosymbiosis and its functional significance under highly controlled conditions by characterizing the microbiota of 24 animal species from four different groups (Peromyscus deer mice, Drosophila flies, mosquitoes, and Nasonia wasps), and we reevaluate the phylosymbiotic relationships of seven species of wild hominids. We demonstrate three key findings. First, intraspecific microbiota variation is consistently less than interspecific microbiota variation, and microbiota-based models predict host species origin with high accuracy across the dataset. Interestingly, the age of host clade divergence positively associates with the degree of microbial community distinguishability between species within the host clades, spanning recent host speciation events (~1 million y ago) to more distantly related host genera (~108 million y ago). Second, topological congruence analyses of each group's complete phylogeny and microbiota dendrogram reveal significant degrees of phylosymbiosis, irrespective of host clade age or taxonomy. Third, consistent with selection on hostmicrobiota interactions driving phylosymbiosis, there are survival and performance reductions when interspecific microbiota transplants are conducted between closely related and divergent host species pairs. Overall, these findings indicate that the composition and functional effects of an animal's microbial community can be closely allied with host evolution, even across wide-ranging timescales and diverse animal systems reared under controlled conditions.  2016 Brooks et al.","MA278","","","",""
"Microbiology is the basis of sustainable agriculture: An opinion","Agricultural microbiology is presented as a synthetic research field responsible for knowledge transfer from general microbiology and microbial ecology to the agricultural biotechnologies. The major goal of agricultural microbiology is a comprehensive analysis of symbiotic micro-organisms (bacteria, fungi) interacting with agriculturally important plants and animals: here we have focussed on plants. In plants, interactions with micro-organisms are diverse, ranging from two-partite symbioses (e.g. legume-rhizobia N 2-fixing nodular symbioses or arbuscular mycorrhiza) to multipartite endophytic and epiphytic (root-associated, phyllosphere) communities. Two-partite symbioses provide the clearest models for addressing genetic cooperation between partners, resulting in the formation of super-organism genetic systems, which are responsible for host productivity. Analysis of these systems has now been extended considerably by using the approaches of metagenomics, which allow the dissection of taxonomic/population structures and the metabolic/ecological functions of microbial communities, which have resulted from the adaptation of free-living, soil microflora in the endosymbiotic niches. Both beneficial (nutritional, defensive, regulatory) and antagonistic (biocontrol) functions expressed by symbiotic microbes towards their hosts are the potential subjects of effective agronomic use. A fundamental knowledge of the genetics, molecular biology, ecology and evolution of symbiotic interactions could enable the development of microbe-based sustainable agriculture. This could achieve: (a) an improvement of major adaptive functions and productivity in crop plants by manipulating their microbial cohabitants; (b) partial or even full substitution of ecologically hazardous agrochemicals (mineral fertilizers, pesticides) by microbial preparations; (c) a decrease in the cost and an improvement of the quality of agricultural products.  2011 Association of Applied Biologists.","MA243","","","",""
"Do newborn domestic rabbits Oryctolagus cuniculus compete for thermally advantageous positions in the litter huddle?","Competition among mammalian siblings for scarce resources can be severe. Whereas research to date has focused on competition for the mother's milk, the young of many ( particularly altricial) species might also be expected to compete for thermally favorable positions within the nest, den, or litter huddle. We investigated this in newborn pups of the European rabbit Oryctolagus cuniculus, a species in which the altricial young are not brooded by the mother, and in which competition for milk is severe. In eight unculled litters (N=86 pups) of a domestic chinchilla strain, we calculated huddling indexes for individual pups on postnatal days 2-5 as a measure of the degree of insulation they received from littermates. Pups maintained almost constant physical contact with the litter huddle. They performed brief but frequent rooting and climbing behaviors, which usually improved their huddling index, interspersed with longer periods of quiescence during which their huddling index declined. As expected, we found a significant positive relation between pups' mean huddling index and body temperature. Unexpectedly, however, we did not find a relation between huddling index and pups' birth weight, survival, milk intake, or efficiency of converting milk to body mass. We conclude that rather than competing for thermally advantageous positions within the huddle newborn rabbits share out thermally advantageous positions as they move in a continual dynamic flow through it. Thus, in newborn rabbits, competition for the mother's milk exists alongside mutual ``cooperative{''} benefits of littermate presence.","MA98","","","",""
"Individual and genetic task specialization in policing behaviour in the European honeybee","Cooperation in biological systems is frequently maintained by social enforcement mechanisms, where individually egoistic and group-costly behaviour is mutually suppressed by other group members. One of the best examples in nature is worker policing in the honeybee, Apis mellifera, where workers selectively remove or police eggs laid by workers that egoistically try to produce their own offspring instead of working for the good of the colony. It has long been suggested that worker policing behaviour should be genetically determined, as theory has shown that queen polyandry in the honeybee would be expected to give rise to clear indirect genetic or inclusive fitness benefits of worker policing, thereby causing genes for policing to spread in the population. In the present study, we tested the theory that worker policing should have a genetic component by determining whether workers belonging to different patrilines, derived from different fathers, differ in their tendency to police eggs. This analysis showed that variation in policing behaviour indeed has a genetic basis, with the trait having an estimated broad-sense heritability of 0.25 ([0.0130.46] 95% confidence limits). In addition, there was clear individual specialization in policing, as just a few individuals within each patriline were observed to police. Remarkably though, there was no evidence for age specialization, as workers of all ages, except those younger than 10 days and older than ca. 40 days, engaged in policing. This contrasts with most other behaviours in the honeybee, which usually follow a strict age-linked pattern of division of labour. Overall, we conclude that worker policing behaviour in the honeybee is genetically heritable and that workers of all ages engage in policing to help maintain the social order in the colony.  2017 The Association for the Study of Animal Behaviour","MA197","","","",""
"Ecological characteristics of insects that affect symbiotic relationships with mites","Parasites and pathogens that begin as symbionts, i.e., organisms living together in the same habitat, are some of the most promising drivers of species evolution. Because insects are highly diverse and important as ecosystem service agents and because mites can exert large effects on insect populations (capable of killing at least juveniles), insect-mite interactions have been analyzed from various perspectives, including evolutionary, ecological and pest-management perspectives. Here, I review and examine insect-mite symbiotic associations to develop hypotheses concerning the factors that maintain and develop their relationships. Previous studies have hypothesized that insect sociality and mite richness and specificity affect insect-mite interactions. I found that both solitary and social insects, including parasocial and subsocial insects, harbor numbers of symbionts including species-specific ones but few dangerous mite symbionts in their nests or habitats under natural conditions. Nest size or the amount of food resources in a nest may affect mite richness. On the basis of this review, I hypothesize that the insect characteristics relevant for mite symbiotic hosting are sharing the same habitat with mites and living in a nutrient-rich habitat. I also suggest that many cases of species-specific symbiosis began with phoresy. To test these hypotheses, phylogenetic information on mites living with insect groups and quantitative analysis to characterize each insect-mite relationship are necessary.  2013 The Entomological Society of Japan.","MA110","","","",""
"The Ecological Perspective of Microbial Communities in Two Pairs of Competitive Hawaiian Native and Invasive Macroalgae","Marine macroalgae are known to harbor large populations of microbial symbionts, and yet, microbe symbiosis in invasive macroalgae remains largely unknown. In this study, we applied molecular methods to study microbial communities associated with two invasive algae Acanthophora spicifera and Gracilaria salicornia and the two native algae Gracilaria coronopifolia and Laurencia nidifica at spatial and temporal scales in Hawaiian coral reef ecosystems. Bacterial communities of both the invasive and native macroalgae displayed little spatial and temporal variations, suggesting consistent and stable bacterial associations with these macroalgae. Results of this study identified three types of bacterial populations: nonspecific (present in both algal and water samples); algae-specific (found in all algal species); and species-specific (only found in individual species). The bacterial diversity of invasive algae was lower than that of their native counterparts at phylum and species levels. Notably, the vast majority (71 %) of bacterial communities associated with the invasive algae G. salicornia were representatives of Cyanobacteria, suggesting a potential ecological significance of symbiotic Cyanobacteria.  2012 Springer Science+Business Media New York.","MA368","","","",""
"The nested assembly of individual-resource networks","P>1. Much of the current understanding of ecological systems is based on theory that does not explicitly take into account individual variation within natural populations. However, individuals may show substantial variation in resource use. This variation in turn may be translated into topological properties of networks that depict interactions among individuals and the food resources they consume (individual-resource networks). 2. Different models derived from optimal diet theory (ODT) predict highly distinct patterns of trophic interactions at the individual level that should translate into distinct network topologies. As a consequence, individual-resource networks can be useful tools in revealing the incidence of different patterns of resource use by individuals and suggesting their mechanistic basis. 3. In the present study, using data from several dietary studies, we assembled individual-resource networks of 10 vertebrate species, previously reported to show interindividual diet variation, and used a network-based approach to investigate their structure. 4. We found significant nestedness, but no modularity, in all empirical networks, indicating that (i) these populations are composed of both opportunistic and selective individuals and (ii) the diets of the latter are ordered as predictable subsets of the diets of the more opportunistic individuals. 5. Nested patterns are a common feature of species networks, and our results extend its generality to trophic interactions at the individual level. This pattern is consistent with a recently proposed ODT model, in which individuals show similar rank preferences but differ in their acceptance rate for alternative resources. Our findings therefore suggest a common mechanism underlying interindividual variation in resource use in disparate taxa.","MA382","","","",""
