title,abstract,abstract.id,screener.id,decision,scale,topic
Dynamics of populations with individual variation in dispersal on bounded domains,"Most classical models for the movement of organisms assume that all individuals have the same patterns and rates of movement (for example, diffusion with a fixed diffusion coefficient) but there is empirical evidence that movement rates and patterns may vary among different individuals. A simple way to capture variation in dispersal that has been suggested in the ecological literature is to allow individuals to switch between two distinct dispersal modes. We study models for populations whose members can switch between two different nonzero rates of diffusion and whose local population dynamics are subject to density dependence of logistic type. The resulting models are reaction-diffusion systems that can be cooperative at some population densities and competitive at others. We assume that the focal population inhabits a bounded region and study how its overall dynamics depend on the parameters describing switching rates and local population dynamics. (Traveling waves and spread rates have been studied for similar models in the context of biological invasions.) The analytic methods include ideas and results from reaction-diffusion theory, semi-dynamical systems, and bifurcation/continuation theory.",MA109,NM,include,intraspecific,theoretical/modelling; competition-cooperation
Ecological characteristics of insects that affect symbiotic relationships with mites,"Parasites and pathogens that begin as symbionts, i.e., organisms living together in the same habitat, are some of the most promising drivers of species evolution. Because insects are highly diverse and important as ecosystem service agents and because mites can exert large effects on insect populations (capable of killing at least juveniles), insect-mite interactions have been analyzed from various perspectives, including evolutionary, ecological and pest-management perspectives. Here, I review and examine insect-mite symbiotic associations to develop hypotheses concerning the factors that maintain and develop their relationships. Previous studies have hypothesized that insect sociality and mite richness and specificity affect insect-mite interactions. I found that both solitary and social insects, including parasocial and subsocial insects, harbor numbers of symbionts including species-specific ones but few dangerous mite symbionts in their nests or habitats under natural conditions. Nest size or the amount of food resources in a nest may affect mite richness. On the basis of this review, I hypothesize that the insect characteristics relevant for mite symbiotic hosting are sharing the same habitat with mites and living in a nutrient-rich habitat. I also suggest that many cases of species-specific symbiosis began with phoresy. To test these hypotheses, phylogenetic information on mites living with insect groups and quantitative analysis to characterize each insect-mite relationship are necessary.  2013 The Entomological Society of Japan.",MA110,NM,include,interspecific,parasite-host
Effects of competitive and cooperative interaction among neighboring trees on tree growth in a naturally regenerated even-aged Larix sibirica stand in considering height stratification,"This study attempted to explain the variation in growth of individual trees in a naturally regenerated, even-aged Larix sibirica stand using indices that represented the competitive and cooperative interactions among neighboring trees. These interaction indices and DBH were used in stepwise multiple regression procedures to model the growth of individual trees. However, when the data from all trees were used, DBH was the only factor accepted in the growth model. Since DBH can be influenced by the cumulative effect of past interaction and other environmental factors, we stratified the stand into three height strata and repeated the stepwise procedure for each stratum to remove the cumulative effect represented by DBH. Several competition and/or cooperation indices were accepted in growth models of the lower, middle and upper strata. In each stratum, the residual mean square of the growth model was smaller than that of all strata. These facts suggested that height stratification was generally successful in reducing the cumulative effect of past interaction and other factors. The cooperation indices that suggested protection from wind stress by neighboring trees was a significant variable in the growth models of all three strata. This demonstrated that cooperative interaction should be considered in the explanation of variation in tree growth in dry and windy climates such as the present study region.",MA114,NM,include,intraspecific,competition-cooperation; plants
"Elephants, donuts and hamburgers: Young children co-operating to co-operate and co-operating to compete in two primary schools","Abstract A total of 152 5-6-year-old schoolchildren worked alone or in groups, cooperatively within groups or competing against another group, over 4 weeks. New measures allowed us to consider their preferences for collective or individualistic styles. Three factors: individualism/collectivism, sociability and altruism were identified. The first two were found to be stable over time; the third changed and was related to whether the children worked co-operatively or competitively. Differences were found in collectivism/individualism. Girls (particularly older girls) preferred working co-operatively significantly more than boys at Time 1; however, this decreased over time for girls, whilst boys became less individualistic over time. Younger children scored significantly less than older children on a sociability factor, but this increased significantly over time compared to the older children--artificially in the group co-operative condition. Findings are discussed in light of curriculum and pedagogy of primary schools and social psychological research with children.  1999, Taylor & Francis Group, LLC.",MA117,NM,include,intraspecific,competition-cooperation; human behaviour
Emergence of ratio-dependent and predator-dependent functional responses for pollination mutualism and seed parasitism,"Prey (N) dependence {[}g(N)], predator (P) dependence {[}g(P) or g(N,P)], and ratio dependence {[}f(P/N)] are often seen as contrasting forms of the predator's functional response describing predator consumption rates on prey resources in predator-prey and parasitoid-host interactions. Analogously, prey-, predator-, and ratio-dependent functional responses are apparently alternative functional responses for other types of consumer-resource interactions. These include, for example, the fraction of flowers pollinated or seeds parasitized in pollination (pre-dispersal) seed-parasitism mutualisms, such as those between fig wasps and fig trees or yucca moths and yucca plants. Here we examine the appropriate functional responses for how the fraction of flowers pollinated and seeds parasitized vary with the density of pollinators (predator dependence) or the ratio of pollinator and flower densities (ratio dependence). We show that both types of functional responses can emerge from minor, but biologically important variations on a single model. An individual-based model was first used to describe plant-pollinator interactions. Conditional upon on whether the number of flowers visited by the pollinator was limited by factors other than search time (e.g., by the number of eggs it had to lay, if it was also a seed parasite), and on whether the pollinator could directly find flowers on a plant, or had to search, the simulation results lead to either a predator-dependent or a ratio-dependent functional response. An analytic model was then used to show mathematically how these two cases can arise. (c) 2005 Published by Elsevier B.V.",MA118,NM,include,interspecific,theoretical/modelling; parasite-host; pollinator-plant
Endocrinology of sociality: Comparisons between sociable and solitary individuals within the same population of African striped mice,"The social organization of species ranges from solitary-living to complex social groups. While the evolutionary reasons of group-living are well studied, the physiological mechanisms underlying alternative social systems are poorly understood. By studying group-living and solitary individuals of the same species, we can determine hormonal correlates of sociality without the problem of confounding phylogenetic factors. The African striped mouse (Rhabdomys pumilio) is a socially flexible species, which can be solitary or alternatively form complex family groups, depending on population density and the extent of reproductive competition. We predicted group-living striped mice to show signs of reproductive suppression and social stress, resulting in higher corticosterone but lower testosterone levels when compared to solitary-living individuals. To determine whether differences in social organization correlated with hormonal differences, we collected blood samples from free-living striped mice during four breeding seasons when we experimentally induced solitary-living in philopatric individuals by locally reducing population density. Striped mice that were group-living did not change their corticosterone or estosterone levels during the study, indicating that there was no temporal effect during the breeding season. Striped mice of both sexes had significantly lower corticosterone levels after switching from group- to solitary-living. Solitary males - but not solitary females - had higher testosterone levels than group-living conspecifics. Our results suggest that group-living results in physiological stress and can induce reproductive suppression, at least in philopatric males. The switch to solitary-living may thus be a tactic to avoid reproductive competition within groups, and is associated with decreased stress hormone levels and onset of independent reproduction. (C) 2013 Elsevier Inc. All rights reserved.",MA120,NM,include,intraspecific,competition-cooperation; hormonal traits
Evolution Of Helping And Harming In Heterogeneous Groups,"Social groups are often composed of individuals who differ in many respects. Theoretical studies on the evolution of helping and harming behaviors have largely focused upon genetic differences between individuals. However, nongenetic variation between group members is widespread in natural populations, and may mediate differences in individuals' social behavior. Here, we develop a framework to study how variation in individual quality mediates the evolution of unconditional and conditional social traits. We investigate the scope for the evolution of social traits that are conditional on the quality of the actor and/or recipients. We find that asymmetries in individual quality can lead to the evolution of plastic traits with different individuals expressing helping and harming traits within the same group. In this context, population viscosity can mediate the evolution of social traits, and local competition can promote both helping and harming behaviors. Furthermore, asymmetries in individual quality can lead to the evolution of competition-like traits between clonal individuals. Overall, we highlight the importance of asymmetries in individual quality, including differences in reproductive value and the ability to engage in successful social interactions, in mediating the evolution of helping and harming behaviors  2013 The Society for the Study of Evolution.",MA127,NM,include,intraspecific,competition-cooperation; social hierarchies/networks
Evolution of the individual,"This article studies the transition in evolution from single cells to multicellular organisms as a case study in the origin of individuality. The issues considered are applicable to all major transitions in the units of selection that involve the emergence of cooperation and the regulation of conflict. Explicit genetic models of mutation and selection both within and between organisms are studied. Cooperation among cells increases when the fitness covariance at the level of the organism overcomes within-organism change toward defection. Selection and mutation during development generate significant levels of within-organism variation and lead to variation in organism fitness at equilibrium. This variation selects for germ-line modifiers and other mediators of within-organism conflict, increasing the heritability of fitness at the organism level. The evolution of these modifiers is the first new function at the emerging organism level and a necessary component of the evolution of individuality.",MA129,NM,exclude,,
"Evolution, adaptation, and host selection by plant viruses: Current understanding and future perspectives","Plant viruses are the most abundant and genetically diverse biological entities. They are infectious agents with small genome sizes and require living host cells to complete their life cycles. So far, the origin and evolution of plant viruses is mystery, but several experimental and molecular evidences indicate that plant viruses have been evolved as a result of symbiogenesis or through competition. Different selection pressures in different hosts will result in fitness trade-offs across hosts, leading to specialization. Newly emerged viruses have their origin in host species or populations in which they are well established and their emergence get influenced by various factors viz. alternation in the host plant and/or virus ecology, changes in genetic composition of the host and virus population, and in the case of vectored viruses, changes in the ecology or genetic composition of the vector. Like other living entities, viruses substantially resemble the parent during their replication, but can change to give rise to new type strains. This inherent variation enables viruses to adapt to new and changing situations. However, the complete picture of virus-virus and virus-host interactions is much more complex, since the viral populations constantly evolves and adapt to their new hosts and vectors and ultimately affects ecosystem dynamics. Considering these points, this chapter provides deep insights into the current understanding and future perspectives of evolution, adaptation, and host selection by plant viruses.  2017 by Apple Academic Press, Inc.",MA131,NM,exclude,,
Experimental demonstration of no effect by the cleaner wrasse Labroides dimidiatus (Cuvier and Valenciennes) on the host fish Pomacentrus moluccensis (Bleeker),"To date, the benefits of cleaner fish to host fish have not been clearly identified. This study investigates the effect of the cleaner wrasse Labroides dimidiatus (Cuvier and Valenciennes) on the host damselfish Pomacentrus moluccensis (Bleeker) by excluding all cleaner fish from 8 reefs for 6 months at Lizard Island, Great Barrier Reef. The subsequent effect of cleaner removal on parasites (total number, number per category of parasite, and size of parasite) and host abundance was estimated and compared to control reefs where L. dimidiatus were not removed. Parasite loads of P. moluccensis were low (usually 0-3 per fish) on all reefs after the experiment, and were dominated by small copepod larvae (260-1370 mu m). The removal of L. dimidiatus had no detectable effect on the mean number of parasites per host, either across all parasite taxa combined or by each parasite taxon individually. Nor did I detect a difference in the mean size of the most abundant copepod species. There was, however, a significant difference in the mean number of parasites (combining all species) per fish among reefs irrespective of the presence of L. dimidiatus. This difference was not correlated with P. moluccensis abundance. The abundance of P. moluccensis declined during the experiment (7-33\%) but the decline did not differ among reefs with and without L. dimidiatus. This result suggests that P. moluccensis did not leave reefs and seek cleaning elsewhere, nor did this host suffer increased mortality in the absence of L. dimidiatus. The absence of any detectable effect of L. dimidiatus on the parasites of P. moluccensis is compatible with the selective feeding habits of L. dimidiatus. It is likely that factors other than ectoparasite removal motivate P. moluccensis to seek cleaning.",MA134,NM,exclude,,
Experimental evolution of multicellularity using microbial pseudo-organisms,"In a major evolutionary transition to a new level of organization, internal conflicts must be controlled before the transition can truly be successful. One such transition is that from single cells to multicellularity. Conflicts among cells in multicellular organisms can be greatly reduced if they consist of genetically identical clones. However, mutations to cheaters that experience one round of within-individual selection could still be a problem, particularly for certain life cycles. We propose an experimental evolution method to investigate this issue, using micro-organisms to construct multicellular pseudo-organisms, which can be evolved under different artificial life cycles. These experiments can be used to test the importance of various life cycle features in maintaining cooperation. They include structured reproduction, in which small propagule size reduces within-individual genetic variation. They also include structured growth, which increases local relatedness within individual bodies. Our method provides a novel way to test how different life cycles favour cooperation, even for life cycles that do not exist.  2012 The Author(s) Published by the Royal Society. All rights reserved.",MA135,NM,exclude,,
"Exploration is dependent on reproductive state, not social state, in a cooperatively breeding bird","Personality is an intriguing phenomenon in populations because it constrains behavioral flexibility. One theory suggests that personality could be generated and maintained if dependent on asset protection. It is predicted that trade-offs with fitness expectations and survival probability encourage consistent behavioral differences among individuals (personality). Although not mutually exclusive, the social niche specialization hypothesis suggests that a group of individuals that repeatedly interact will develop personality to avoid costly social conflict. The point at which behavioral consistency originates in the social niche hypothesis is still unclear, with predictions for development after a change in social status. In the facultative cooperatively breeding Seychelles warbler (Acrocephalus sechellensis), residing on Cousin Island, breeding vacancies are limited and this forces individuals into different social roles. We used this system to test whether reproductive and social state predicted among-individual differences in exploration. We had 2 predictions. First, that an individual's start in life can predict personality, whereby young individuals with a good start to life (associated with early age reproduction and earlier onset survival senescence) are fast explorers, suggesting reproductive state-dependence. Second, that an individual's social status can predict personality, whereby dominant individuals will be fast explorers, suggesting that the behavior is social state-dependent. Neither of the behaviors was associated with social state and social state did not affect behavioral consistency. However, novel object exploration was associated with a proxy of reproductive state. Our results provide further support for state being a mechanism for generating individual differences in behavior.",MA136,NM,exclude,,
Facial identity and emotional expression as predictors during economic decisions,"Two sources of information most relevant to guide social decision making are the cooperative tendencies associated with different people and their facial emotional displays. This electrophysiological experiment aimed to study how the use of personal identity and emotional expressions as cues impacts different stages of face processing and their potential isolated or interactive processing. Participants played a modified trust game with 8 different alleged partners, and in separate blocks either the identity or the emotions carried information regarding potential trial outcomes (win or loss). Behaviorally, participants were faster to make decisions based on identity compared to emotional expressions. Also, ignored (nonpredictive) emotions interfered with decisions based on identity in trials where these sources of information conflicted. Electrophysiological results showed that expectations based on emotions modulated processing earlier in time than those based on identity. Whereas emotion modulated the central N1 and VPP potentials, identity judgments heightened the amplitude of the N2 and P3b. In addition, the conflict that ignored emotions generated was reflected on the N170 and P3b potentials. Overall, our results indicate that using identity or emotional cues to predict cooperation tendencies recruits dissociable neural circuits from an early point in time, and that both sources of information generate early and late interactive patterns.",MA137,NM,include,intraspecific,competition-cooperation; human behaviour
Facultative sex ratio adjustment by western bluebird mothers with stay-at-home helpers-at-the-nest,"Although population sex ratios rarely deviate from unity, the sex ratio of individual mothers should be labile, allowing them to bias their sex ratios in favour of the more successful sex when they can expect a difference in the mean reproductive value of their daughters and sons. just how mothers should bias sex allocation is particularly complicated in cooperative breeders, because the adaptive sex ratio may be influenced by conflicting impacts of helpers on their parents' fitness via `local resource enhancement' and `local resource competition'. In western bluebirds, Sialia mexicana, breeding-age helpers-at-the-nest are exclusively male and increase their parents' nesting success in the current year. As such, they are viewed as helpers, not hinderers, even though by failing to gain a breeding position they reduce their parents' annual inclusive fitness below that of parents with a breeding son. In this study, I tested the hypothesis that nonbreeding, stay-at-home helpers indicate poor breeding prospects for locally competing sons, and investigated one prediction of this hypothesis that such helpers also indicate a tendency for parents to produce substandard sons. A female removal experiment showed that female mates were in short supply. Pairs had daughter-biased broods when they had a stay-at-home helper son that failed to get a mate in the first place, but not when they had a helper that had been breeding on his own, but returned home to help sometime after his mother finished laying her eggs. Stay-at-home sons were not developmentally delayed relative to breeders of the same cohort, suggesting that helpers may not be inferior to breeders. Although the population sex ratio fluctuates about unity, a multiyear data set showed a negative relationship between the frequency of helping and the annual brood sex ratio for the population. These results suggest that local resource competition outweighs local resource enhancement in driving individual and population sex ratio variation in western bluebirds, a pattern that would not be predicted based on the simple question of whether helpers help or hinder at the nest. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",MA141,NM,exclude,,
Favouritism or intrabrood competition? Access to food and the benefits of philopatry for red-cockaded woodpeckers,"In species showing delayed natal dispersal, broodmates vary in natal dispersal timing and strategy, where some choose to disperse early while others delay. In the cooperatively breeding red-cockaded woodpecker, Picoides borealis, typically only one juvenile male per brood delays dispersal despite the lifetime fitness benefits associated with delayed dispersal. We sought to determine whether adult favouritism or intrabrood competition over the distribution of natal food resources provides a mechanism for the persistence of individual variation in natal dispersal strategies. We show that fledgling red-cockaded woodpeckers form male-biased, linear dominance hierarchies as a result of frequent aggressive conflicts. For males, high nestling condition relative to male broodmates was a strong predictor of future dominance, and this condition-rank relationship persisted after individuals reached nutritional independence. Adults were never observed interfering with broodmate conflicts, and were only rarely aggressive towards fledglings. Adults showed no overt favouritism towards offspring when targeting individual fledglings during provisioning early in the postfledging period. However, conflict rates increased with decreasing targeted-feeding rates, suggesting that access to resources is an important function of dominance hierarchies. After fledglings were developmentally able to compete for positions near foraging adults, first-and second-ranking males were fed more often than subordinate females. Of the juvenile males surviving to spring, subordinates were more likely to disperse during their first year than were their dominant broodmates. Together, our findings suggest that for young red-cockaded woodpeckers, intrabrood social rank provides a mechanism for prioritized access to natal resources and variation in natal dispersal strategy. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",MA142,NM,exclude,,
Feather mite abundance varies but symbiotic nature of mite-host relationship does not differ between two ecologically dissimilar warblers,"Feather mites are obligatory ectosymbionts of birds that primarily feed on the oily secretions from the uropygial gland. Feather mite abundance varies within and among host species and has various effects on host condition and fitness, but there is little consensus on factors that drive variation of this symbiotic system. We tested hypotheses regarding how within-species and among-species traits explain variation in both (1) mite abundance and (2) relationships between mite abundance and host body condition and components of host fitness (reproductive performance and apparent annual survival). We focused on two closely related (Parulidae), but ecologically distinct, species: Setophaga cerulea (Cerulean Warbler), a canopy dwelling open-cup nester, and Protonotaria citrea (Prothonotary Warbler), an understory dwelling, cavity nester. We predicted that feather mites would be more abundant on and have a more parasitic relationship with P.citrea, and within P.citrea, females and older individuals would harbor greater mite abundances. We captured, took body measurements, quantified feather mite abundance on individuals primaries and rectrices, and monitored individuals and their nests to estimate fitness. Feather mite abundance differed by species, but in the opposite direction of our prediction. There was no relationship between mite abundance and any measure of body condition or fitness for either species or sex (also contrary to our predictions). Our results suggest that species biology and ecological context may influence mite abundance on hosts. However, this pattern does not extend to differential effects of mites on measures of host body condition or fitness.  2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",MA143,NM,include,interspecific,parasite-host
Forest pathogens: Friend or foe to biodiversity?,"Biological diversity in forest ecosystems results from evolutionary processes driven by ecological imperatives linked to pathogens, symbionts, fire, climate, and competition or impacts from other agents of disturbance. To understand the behavior of microorganisms and microbial pathogens, it is necessary to have a comprehensive appreciation for the diversity of their functional attributes in their natural habitats. Where niches are complex, evolution is guided by more than simple host-pathogen relationships. Moreover, the negative attributes of a pathosystem are not always obvious at different scales or in different contexts. Deleterious impacts on one species (e.g., mortality, parasitism) may benefit another species through reduced competition or enhanced nutrient cycling. Species with pathogenic behavior also display mutualistic and symbiotic benefits (e.g., mycorrhizal fungi and endophytic antagonists found in grasses) or useful attributes as biological control agents. Preserving the diversity of natural areas while controlling forest pests is both a challenge and an opportunity. The challenge is to understand pest niches more thoroughly, while the opportunity is to have a wiser use of both timber and nontimber forest resources.",MA154,NM,exclude,,
From pattern to process: Species and functional diversity in fungal endophytes of Abies beshanzuensis,"The biodiversity-functional relationship in fungal ecology was recently developed and debated, but has rarely been addressed in endophytes. In this study, an integrative culture system was designed to capture a rich fungal consortium from the conifer Abies beshanzuensis. Results indicate an impressive diversity of fungal lineages (a total of 84 taxa classified in Dikarya) and a relatively high proportion of hitherto unknown species (27.4. %). The laccase gene was used as a functional marker due to its involvement in lignocellulose degradation. Remarkable diversity of laccase genes was found across a wide range of taxa, with at least 35 and 19 distinct sequences in ascomycetes and basidiomycetes respectively, were revealed. Many groups displayed variable ability to decompose needles. Furthermore, many ascomycetes, including three volatile-producing Muscodor species (Xylariaceae), showed the ability to inhibit pathogens. Notably, most laccase-producing species showed little or no antibiosis and vice versa. Clavicipitalean and ustilaginomycetous fungi, specifically toxic to insects, were inferred from taxonomic information. Intra-specific physiological variation in Pezicula sporulosa, a second dominant species, was clearly high. We conclude that a suite of defensive characteristics in endophytes contributes to improving host fitness under various stresses and that a diversity of laccase genes confers an ecological advantage in competition for nutrients. Intra-specific diversity may be of great ecological significance for ecotypic adaptation. These findings suggest a fair degree of functional complementarity rather than redundancy among endemic symbionts of natural plant populations.  2010 The British Mycological Society.",MA157,NM,exclude,,
Functional consequences of plant-animal interactions along the mutualism-antagonism gradient,"Plant-animal interactions are pivotal for ecosystem functioning, and usually form complex networks involving multiple species of mutualists as well as antagonists. The costs and benefits of these interactions show a strong context-dependency directly related to individual variation in partner identity and differential strength. Yet understanding the context-dependency and functional consequences of mutualistic and antagonistic interactions on individuals remains a lasting challenge. We use a network approach to characterize the individual, plant-based pollination interaction networks of the Canarian Isoplexis canariensis (Plantaginaceae) with a mixed assemblage of vertebrate mutualists (birds and lizards) and invertebrate antagonists (florivores, nectar larcenists, and predispersal seed predators). We identify and quantify interaction typologies based on the sign (mutualistic vs. antagonistic) and strength (weak vs. strong) of animal-mediated pollination and test the relationship with individual female reproductive success (FRS). In addition, we document pollinator movement patterns among individual plants to infer events of pollen transfer/receipt that define the plant mating networks and test the relationship with FRS. We identify six interaction typologies along a mutualism-antagonism gradient, with two typologies being over-represented involving both mutualists and antagonists and influencing FRS. Plants showing strong mutualistic interactions, but also (weak or strong) interactions with antagonists are relatively better connected in the mating network (i.e., with higher potential to transfer or receive pollen). Thus, mixed flower visitor assemblages with mutualists and antagonists give plants increased their importance in the mating networks, promote outcrossing and increasing both female and male fitness. Our approach helps characterize plant-animal interaction typologies, the context-specificity of diversified mutualisms, and a better forecasting of their functional consequences.  2017 by the Ecological Society of America",MA160,NM,include,interspecific,theoretical/modelling; plant-animal
Genetic and genomic evidence of niche partitioning and adaptive radiation in mountain pine beetle fungal symbionts,"Bark beetles form multipartite symbiotic associations with blue stain fungi (Ophiostomatales, Ascomycota). These fungal symbionts play an important role during the beetle's life cycle by providing nutritional supplementation, overcoming tree defences and modifying host tissues to favour brood development. The maintenance of stable multipartite symbioses with seemingly less competitive symbionts in similar habitats is of fundamental interest to ecology and evolution. We tested the hypothesis that the coexistence of three fungal species associated with the mountain pine beetle is the result of niche partitioning and adaptive radiation using SNP genotyping coupled with genotype-environment association analysis and phenotypic characterization of growth rate under different temperatures. We found that genetic variation and population structure within each species is best explained by distinct spatial and environmental variables. We observed both common (temperature seasonality and the host species) and distinct (drought, cold stress, precipitation) environmental and spatial factors that shaped the genomes of these fungi resulting in contrasting outcomes. Phenotypic intraspecific variations in Grosmannia clavigera and Leptographium longiclavatum, together with high heritability, suggest potential for adaptive selection in these species. By contrast, Ophiostoma montium displayed narrower intraspecific variation but greater tolerance to extreme high temperatures. Our study highlights unique phenotypic and genotypic characteristics in these symbionts that are consistent with our hypothesis. By maintaining this multipartite relationship, the bark beetles have a greater likelihood of obtaining the benefits afforded by the fungi and reduce the risk of being left aposymbiotic. Complementarity among species could facilitate colonization of new habitats and survival under adverse conditions.",MA163,NM,include,interspecific,parasite-host
Good Daphnia parents do not control the offspring microbiome,"In Focus: Mushegian, A. A., Walser, J. -C., Sullam, K. E., & Ebert, D. (2018). The microbiota of diapause: How hostmicrobe associations are formed after dormancy in an aquatic crustacean. Journal of Animal Ecology, 87, 400413. https://doi.org/10.1111/1365-2656.12709. All animals are colonized by micro-organisms, most of which are benign or beneficial. Where do these micro-organisms come from? Theory predicts that micro-organisms which are transmitted vertically from parent to offspring are especially likely to be beneficial to the host, while horizontally acquired micro-organisms are opportunistic and more variable in their impact on host performance. In this issue, Mushegian etal. () investigate the source of bacteria that are required for the growth and development of Daphnia water fleas to reproductive adults. They find that, although vertically transmitted bacteria can occur in the capsule enclosing the Daphnia eggs, the micro-organisms that promote Daphnia performance are associated with the external surface of the capsule and are of likely environmental origin. This mode of transmission may be adaptive for Daphnia because, linked to the longevity and capacity for long-distance dispersal of these eggs, the environmental circumstances encountered by parent and offspring may be different; with the implication, the parental micro-organisms may not be optimal for the offspring. This study demonstrates that, although some animals require symbioses with specific coevolved, vertically transmitted microbial symbionts, other animals have evolved dependence on taxonomically variable micro-organisms of environmental origin.  2018 The Author. Journal of Animal Ecology  2018 British Ecological Society",MA169,NM,exclude,,
Harsh childhood environmental characteristics predict exploitation and retaliation in humans,"Across andwithin societies,people vary intheirpropensities towards exploitative and retaliatory defection in potentially cooperative interaction.We hypothesized that this variation reflects adaptive responses to variation in cues during childhood that life will be harsh, unstable and short-cues that probabilistically indicate that it is in one's fitness interests to exploit co-operators and to retaliate quickly against defectors. Here, we show that childhood exposure to family neglect, conflict and violence, and to neighbourhood crime, were positively associated for men (but not women) with exploitation of an interaction partner and retaliatory defection after that partner began to defect. The associations between childhood environment and both forms of defection for men appeared to be mediated by participants' endorsement of a 'code of honour'. These results suggest that individual differences in mutual benefit cooperation are not merely due to genetic noise, random developmental variation or the operation of domain-general cultural learning mechanisms, but rather, might reflect the adaptive calibration of social strategies to local social-ecological conditions.  2012 The Author(s) Published by the Royal Society. All rights reserved.",MA173,NM,include,intraspecific,competition-cooperation; human behaviour
Heritable variation in prey defence provides refuge for subdominant predators,"Generalist predators with broadly overlapping niches commonly coexist on seemingly identical sets of prey. Here, we provide empirical demonstration that predators can differentially exploit fine-grained niches generated by variable, heritable and selective defences within a single prey species. Some, but not all, clones of the aphid Aphis craccivora are toxic towards the dominant invasive predatory ladybeetle, Harmonia axyridis. However, other less competitive ladybeetle species are not affected by the aphid's toxic trait. In laboratory and open field experiments, we show: (i) that subdominant ladybeetle species were able to exploit the toxic aphids, benefitting from the suppression of the dominant predator; and (ii) that this narrow-spectrum toxicity can function as an anti-predator defence for the aphid, but depends on enemy community context. Our results demonstrate that niche differentiation among generalist predators may hinge upon previously underappreciated heritable variation in prey defence, which, in turn, may promote diversity and stability of enemy communities invaded by a dominant predator.",MA175,NM,include,intraspecific,predator-prey; predator defence behaviour
Hormonal underpinnings of status conflict: Testosterone and cortisol are related to decisions and satisfaction in the hawk-dove game,"A contribution to a special issue on Hormones and Human Competition. Testosterone is theorized to influence status-seeking behaviors such as social dominance and competitive behavior, but supporting evidence is mixed. The present study tested the roles of testosterone and cortisol in the hawk dove game, a dyadic economic decision-making paradigm in which earnings depend on one's own and the other player's choices. If one person selects the hawk strategy and the other person selects the dove strategy, the player who selected hawk attains a greater financial pay-off (status differentiation). The worst financial outcome occurs when both players choose the hawk strategy (status confrontation). Ninety-eight undergraduate students (42 men) provided saliva samples and played ten rounds of the hawk-dove game with another same-sex participant. In support of the hypothesis that testosterone is related to status concern, individuals higher in basal testosterone made more hawk decisions decisions that harmed the other player. Acute decreases in cortisol were also associated with more hawk decisions. There was some empirical support for the dual-hormone hypothesis as well: basal testosterone was positively related to satisfaction in the game among low basal-cortisol individuals but not among high basal-cortisol individuals. There were no significant sex differences in these hormonal effects. The present findings align with theories of hormones and status-seeking behavior at the individual level, but they also open up new avenues for research on hormone profiles at the collective level. Our results suggest that the presence of two or more high-testosterone members increases the likelihood of status confrontations over a limited resource that can undermine collective outcomes. (C) 2017 Elsevier Inc. All rights reserved.",MA180,NM,include,intraspecific,competition-cooperation; human behaviour
Host-pathogen interaction as a special case of interrelations between organisms,"Plants are open systems and therefore maintain a vast number of complex relationships with the environment. Among these are: 1. Dependencies upon the external environment. 2. Strong influences on the environment. 3. Diverse interrelations with other organisms at different levels, of plant species among each other, and of plants with animals including human beings. According to the nature of the interaction various types of interrelations can be distinguished: (a) neutral relations (e.g. epiphytes), (b) mutualistic relations (fertilization, symbiosis), and (c) parasitic relations (incompatibility, the phytopathological host-parasite interactions). Pathogens can be defined as organisms out of place. As a result of special conditions defense reactions are observed in the stricken individuals such as irregular reactions on the metabolic level, formation of phytoalexins, competition for food, space, etc., involving also genetic interrelationships between hosts and their parasites. Such interrelations occurring on the cellular level include the problems of cell recognition, adherence of the cell surfaces to each other, and intercellular bridging. Interactions on the individual population and ecosystem levels can be reduced to aspects of the interactions, which involve mutual gene regulation.  1968 Koninklijke Nederlandse Planteziektenkundige Vereniging.",MA184,NM,include,interspecific,theory; parasite-host
Hotspots of damage by antagonists shape the spatial structure of plant-pollinator interactions,"The balance between mutualistic and antagonistic plant-animal interactions and their spatial variation results in a highly dynamic mosaic of reproductive success within plant populations. Yet, the ecological drivers of this small-scale heterogeneity of interaction patterns and their outcomes remain virtually unexplored. We analyzed spatial structure in the frequency and intensity of interactions that vertebrate pollinators (birds and lizards) and invertebrate antagonists (florivores, nectar larcenists, and seed predators) had when interacting with the insular plant Isoplexis canariensis, and their effect on plant fitness. Spatially autocorrelated variation in plant reproductive success (fruit and viable seed set) emerged from the combined action of mutualists and antagonists, rather than reflecting the spatial pattern of any specific animal group. However, the influence of antagonists on plant fitness was stronger primarily due to the florivores' action on earlier reproductive stages, consuming and damaging floral structures before the arrival of pollinators. Our results indicate that the early action of antagonists creates hotspots of increased plant damage, where the effects of later acting mutualists are not translated into increased reproductive benefits. We foresee the potential for antagonists to shape the intra-population mosaics of plant fitness in situations where antagonists outnumber mutualists, when their interactions occur before those of mutualists, and when mutualists can detect and avoid damaged plants while foraging. Severely damaged plants in antagonistic hotspots might be excluded from the mating network and render a limited production of viable seeds, reducing both the growth rate of the plant population and the effective population size.",MA187,NM,include,interspecific,plant-animal interaction; pollinator-host
