title,abstract,abstract.id,screener.id,decision,scale,topic
"Spider mite (Acari: Tetranychidae) mitochondrial COI phylogeny reviewed: Host plant relationships, phylogeography, reproductive parasites and barcoding","The past 15 years have witnessed a number of molecular studies that aimed to resolve issues of species delineation and phylogeny of mites in the family Tetranychidae. The central part of the mitochondrial COI region has frequently been used for investigating intra- and interspecific variation. All these studies combined yield an extensive database of sequence information of the family Tetranychidae. We assembled this information in a single alignment and performed an overall phylogenetic analysis. The resulting phylogeny shows that important patterns have been overlooked in previous studies, whereas others disappear. It also reveals that mistakes were made in submitting the data to GenBank, which further disturbed interpretation of the data. Our total analysis clearly shows three clades that most likely correspond to the species T. urticae, T. kanzawai and T. truncatus. Intraspecific variation is very high, possibly due to selective sweeps caused by reproductive parasites. We found no evidence for host plant associations and phylogeographic patterns in T. urticae are absent. Finally we evaluate the application of DNA barcoding.  2007 Springer Science+Business Media B.V.",MA349,MW,exclude,,
Models of density-dependent genic selection and a new rock-paper-scissors social system,"We describe new ESS models of density regulation driven by genic selection to explain the cyclical dynamics of a social system that exhibits a rock-paper-scissors (RPS) set of three alternative strategies. We tracked changes in morph frequency and fitness of Lacerta vivipara and found conspicuous RPS cycles. Morphs of Uta and Lacerta exhibited parallel survival-performance trade-offs. Frequency cycles in both species of lizards are driven by genic selection. In Lacerta, frequency of each allele in adult cohorts had significant impacts on juvenile recruitment, similar to mutualistic, altruistic, and antagonistic relations of RPS alleles in Uta. We constructed evolutionarily stable strategy (ESS) models in which adults impact juvenile recruitment as a function of self versus nonself color recognition. ESS models suggest that the rapid 4-year RPS cycles exhibited by Lacerta are not possible unless three factors are present: behaviors evolve that discriminate self versus nonself morphs at higher rates than random, self- versus non-self-recognition contributes to density regulation, and context-dependent mate choice evolves in females, which choose sire genotypes to enhance progeny survival. We suggest genic selection coupled to density regulation is widespread and thus fundamental to theories of social system evolution as well as theories of population regulation in diverse animal taxa.",MA246,MW,include,intraspecific,various interactions
"Metabolic diversity and niche structure in sponges from the Miskito Cays, Honduras","Hosting symbionts provides many eukaryotes with access to the products of microbial metabolism that are crucial for host performance. On tropical coral reefs, many (High Microbial Abundance [HMA]) but not all (Low Microbial Abundance [LMA]) marine sponges host abundant symbiont communities. Although recent research has revealed substantial variation in these sponge-microbe associations (termed holobionts), little is known about the ecological implications of this diversity. We investigated the expansion of diverse sponge species across isotopic niche space by calculating niche size (as standard ellipse area [SEA<inf>c</inf>]) and assessing the relative placement of common sponge species in bivariate (13C and 15N) plots. Sponges for this study were collected from the relatively isolated reefs within the Miskito Cays of Honduras. These reefs support diverse communities of HMA and LMA species that together span a gradient of photosymbiont abundance, as revealed by chlorophyll a analysis. HMA sponges occupied unique niche space compared to LMA species, but the placement of some HMA sponges was driven by photosymbiont abundance. In addition, photosymbiont abundance explained a significant portion of the variation in isotope values, suggesting that access to autotrophic metabolism provided by photosymbionts is an important predictor in the location of species within isotopic space. Host identity accounted for over 70% of the variation in isotope values within the Miskito Cays and there was substantial variation in the placement of individual species within isotopic niche space, suggesting that holobiont metabolic diversity may allow taxonomically diverse sponge species to utilize unique sources of nutrients within a reef system. This study provides initial evidence that microbial symbionts allow sponges to expand into novel physiochemical niche space. This expansion may reduce competitive interactions within coral reefs and promote diversification of these communities.  2014 Freeman et al.",MA242,MW,exclude,,
Social cohesion in yellow-bellied marmots is established through age and kin structuring,"Individual characteristics and choices can influence social structure in animal groups. Social behaviour is likely to change throughout an individual's life, resulting in different social roles at different ages. Individuals may also choose to interact differently with others based on their age, sex or kinship. We used social network analysis to examine biological correlates of individual social variation in free-living groups of yellow-bellied marmots, Marmota flaviventris. To measure social variation, we chose network measures that reflect an individual's tendency to initiate or receive both direct and indirect interactions. We asked how age, sex and kinship influenced patterns of affiliative ( socially cohesive) and agonistic ( socially competitive) interactions. Specifically, we predicted that individuals would vary in their tendency to initiate and receive interactions according to these characteristics, and that they would be more likely to interact affiliatively with more similar individuals and to interact agonistically with more dissimilar individuals. We found that patterns of direct and indirect interactions changed significantly with age, with younger animals being more involved in affiliative interactions and older animals initiating more agonistic ones. Furthermore, affiliative networks tended to be structured by age and kinship. Our results suggest that yearling yellow-bellied marmots are more important for maintaining social cohesion than has previously been recognized, and that marmot colonies are largely organized based on age group and kinship. (C) 2010 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",MA331,MW,include,intraspecific,affiliative/agonistic
"Symbiosis, Introduction to","Symbiosis is the persistent association of two or more dissimilar species. This phenomenon is widespread in nature and has contributed to major transitions in the evolution of life on Earth. Symbiosis can serve as a source of evolutionary innovation. Diverse plant and animal species harbor microbial symbionts that aid their hosts in resource acquisition and defense. Symbioses can originate from diverse interaction types, and can be maintained or broken down through a variety of mechanisms. Understanding and manipulating symbioses may provide direct benefits to human health and agricultural systems.  2016 Elsevier Inc. All rights reserved.",MA358,MW,include,intraspecific,"Host-symbiont, review"
Foraging strategy predicts foraging economy in a facultative secondary nectar robber,"In mutualistic interactions, the decision whether to cooperate or cheat depends on the relative costs and benefits of each strategy. In pollination mutualisms, secondary nectar robbing is a facultative behavior employed by a diverse array of nectar-feeding organisms, and is thought to be a form of cheating. Primary robbers create holes in floral tissue through which they feed on nectar, whereas secondary robbers, which often lack chewing mouthparts, feed on nectar through existing holes. Because primary robbers make nectar more readily available to secondary robbers, primary robbers facilitate the behaviors of secondary robbers. However, the net effect of facilitation on secondary robber fitness has not been empirically tested: it is unknown whether the benefit secondary robbers receive is strong enough to overcome the cost of competing with primary robbers for a shared resource. We conducted foraging experiments using the bumble bee Bombus bifarius, which can alternatively forage legitimately' (from the floral opening) or secondary-rob. We measured the relative foraging efficiencies (handling time per flower, flowers visited per minute, proportion of foraging bout spent consuming nectar) of these alternative behaviors, and tested whether the frequency of primary robbing and nectar standing crop in primary-robbed flowers of Linaria vulgaris (Plantaginaceae) affected foraging efficiency. Surprisingly, there was no effect of primary robbing frequency on the foraging efficiency of secondary-robbing B. bifarius. Instead, foraging strategy was a major predictor of foraging efficiency, with legitimate foraging being significantly more efficient than secondary robbing. Legitimate foraging was the more common strategy used by B. bifarius in our study; however, it is rarely used by B. bifarius foraging on L. vulgaris in nature, despite indications that it is more efficient. Our results suggest the need for deeper investigations into why bees adopt secondary robbing as a foraging strategy, specifically, the environmental contexts that promote the behavior.",MA153,MW,include,interspecific,Plant-pollinator
Plant geographic phenotypic variation drives diversification in its associated community of a phytophagous insect and its parasitoids,"Background: While the communities constituted by phytophageous insects and their parasites may represent half of all terrestrial animal species, understanding their diversification remains a major challenge. A neglected idea is that geographic phenotypic variation in a host plant may lead to heterogeneous evolutionary responses of the different members of the associated communities. This could result in diversification on a host plant by ecological speciation in some species, leading to geographic variation in community composition. In this study we investigated geographic variation of inflorescence receptacle size in a plant, Ficus hirta, and how the hymenopteran community feeding in the inflorescences has responded. Our predictions were: 1) Inflorescence size variation affects wasp species differently depending on how they access oviposition sites. 2) In some affected lineages of wasps, we may observe vicariant, parapatric species adapted to different inflorescence sizes. Results: We show that fig (the enclosed inflorescence of Ficus) wall thickness varies geographically. The fig entering pollinating wasp was not affected, while the parasites ovipositing through the fig wall were. Two parapatric species of Philotrypesis, exhibiting strikingly different ovipositor lengths, were recorded. One species of Sycoscapter was also present, and it was restricted, like the shorter-ovipositor Philotrypesis, to the geographic zone where fig walls were thinner. Conclusions: Previous work on fig wasps suggested that parapatric geographic ranges among congenerics were due to adaptation to variation in abiotic factors, complemented by interspecific competition. Our results show that parapatric ranges may also result from adaptation to variation in biotic factors. Within an insect community, differences among species in their response to geographic phenotypic variation of their host plant may result in geographically heterogeneous community structure. Such heterogeneity leads to heterogeneous interaction networks among sites. Our results support the hypothesis that plant geographic phenotypic variation can be a driver of diversification in associated insect communities, and can complement other diversification processes.",MA282,MW,exclude,,
Policing and punishment across the domains of social evolution,"Several decades of research in humans, other vertebrates, and social insects have offered fascinating insights into the dynamics of punishment (and its subset, policing), but authors have only rarely addressed whether there are fundamental joint principles underlying the maintenance of these behaviors. Here we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punishing roles in animal societies. We apply our scheme to societies of eusocial Hymenoptera and nonhuman vertebrate social breeders, and we outline potential extensions for understanding conflict regulation among cells in metazoan bodies and unrelated individuals in human societies. We highlight that: 1) no social unit is expected to express punishment behavior unless it collects positive inclusive fitness benefits that surpass alternative benefits of bystanding; 2) punishment with public good benefits can be maintained through either direct fitness benefits (coercion) or indirect fitness benefits (correction) or both; 3) differences across social systems in the distributions of power, relatedness, and reproductive options drive variation in the extent to which individuals actively punish; and 4) inclusive fitness logic captures many punishment-relevant evolutionary and ecological variables in a single framework that appears to apply across very different types of social arrangements. Synthesis Researchers have long observed that individuals in animal societies punish (and by extension, police) each other, but they have rarely investigated whether general principles underlie this behavior across social arrangements. In this paper, we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punisher roles in animal societies. We apply the approach to eusocial insects and cooperatively breeding vertebrates and outline extensions towards the control of cancer cell lineages and punishment in human groups. We highlight how variation in specific social variables may drive differences in punishing/policing across the social domains.  2015 The Authors.",MA287,MW,include,intraspecific,punishment
Isolation of naturally associated bacteria of necromenic Pristionchus nematodes and fitness consequences,"Nematodes and bacteria are major components of the soil ecosystem. Many nematodes use bacteria for food, whereas others evolved specialized bacterial interactions ranging from mutualism to parasitism. Little is known about the biological mechanisms by which nematode - bacterial interactions are achieved, largely because in the laboratory nematodes are often cultured under artificial conditions. We investigated the bacterial interactions of nematodes from the genus Pristionchus that have a strong association with scarab beetles. Pristionchus has a different feeding strategy than Caenorhabditis and meta-genomic 16S sequence analysis of Pristionchus individuals showed a diversity of living bacteria within the nematode gut and on the nematode cuticle. Twenty-three different bacterial strains were isolated from three Pristionchus - beetle associations and were used to study nematode - bacterial interactions under controlled laboratory conditions. We show a continuum of bacterial interactions from dissemination, to reduction in brood size and nematode mortality caused by bacteria derived from insect hosts. Olfactory discrimination experiments show distinct chemoattraction and fitness profiles of Pristionchus nematodes when exposed to different bacteria. For example, Pristionchus pacificus avoids Serratia marcescens possibly because of pathogenicity. Also, P. pacificus avoids Bacillus thuringiensis and insect pathogenic bacteria but is resistant to the human pathogens Staphylococcus aureus and Pseudomonas aeruginosa, unlike Caenorhabditis elegans. Pristionchus specifically recognize and respond to bacteria that cause ill health. Bringing the nematode - bacterial interaction into the laboratory allows detailed functional studies, including the genetic manipulation of the interaction in both nematodes and bacteria.",MA226,MW,exclude,,
How individual and relative size affect participation in territorial defense and cortisol levels in a social fish,"For many species, behaviors such as territory defense and parental care are energetically costly, but are nonetheless can provide substantial fitness gains. In systems in which both parents provide parental care, each of the parents benefits from exhibiting (or having their partner exhibit) these behaviors. However, in many cases, costs and benefits differ between parents due to factors such as size or sex. Different intruder types may also impose different costs on parents. Predatory intruders might consume offspring, whereas conspecifics might threaten the social status of a parent, or provide benefits as a potential group joiner or mate. Responses to these intrusions may also be associated with variation in individual stress responses. We investigated associations among male and female sizes, and the interaction between these, with defense against conspecific and heterospecific territorial intruders by members of successfully breeding pairs in the cichlid fish Neolamprologus pulcher. We also investigated whether cortisol levels were associated with size or participation in territory defense because each may be a cause or consequence of individual variation in the stress response. We found that females paired with large males performed fewer defensive behaviors than females paired with smaller males. Males paired with relatively large females had higher baseline cortisol levels than those paired with smaller females. Collectively, individual characteristics such as size have consequences for each individual's behavior, and also influence the behavior, and endocrine state of social partners.",MA188,MW,include,intraspecific,Male-female
Ant stoichiometry: elemental homeostasis in stage-structured colonies,"1. Organisms facing variation in food quality maintain elemental composition within limited bounds. Such stoichiometric homeostasis has often been considered a species-specific parameter, but stoichiometry can also vary intraspecifically across life stages, sexes and sizes. In colonial organisms with overlapping generations, stoichiometric variation among stages could lead to flexibility in colony-level elemental composition due to changes in internal demography 2. We examine how the balance of energy (sucrose) and nutrients (prey) affects growth rate and carbon : nitrogen : phosphorus (C : N : P) homeostasis in a eusocial insect, the pavement ant Tetramorium caespitum. 3. Colony growth depended heavily on prey availability. However, sucrose scarcity led to higher worker mortality and production of smaller workers, suggesting sucrose availability will affect colony-level performance in a competitive environment. 4. In contrast, C : N : P stoichiometry of larvae, pupae, and workers varied mostly with sucrose availability. Biomass P content within life stages was lower in colonies receiving less access to sucrose. We suggest this difference arose primarily from shifts in individual ant mass coupled with negative P-body mass relationships. 5. Life stages differed considerably in elemental composition, and resource conditions affected colony stage structure. Nevertheless, variation in colony-level stoichiometry primarily reflected compositional differences within stages rather than shifts in internal demography.",MA17,MW,exclude,,
PHYSIOLOGICAL VARIATION IN ANIMALS,"Numerous examples are cited of physiological characters which, like morphological characters, vary genotypically, ontogenetically or phenotypically. Physiological variation is useful in describing interspecific relations, intraspecific variation and the limits of ecological range. Physiological variation of a character permits the establishment of populations at environmental limits and thus predisposes a race for genetic fixation of a character (Baldwin effect). Such variation is primary in providing one mechanism of reproductive isolation. Secondary physiological variation functions in habitat selection, particularly after reproductive isolation. Criteria for physiological variation are given by measurement of internal state in relation to environmental stress. In regulators a criterion is the point of failure of homeostatic mechanisms; in adjusters a criterion is the limit of tolerance after maximum acclimation. Both regulation and adjustment are adaptive to environmental change; in both types, phenotypic variation must be distinguished from genotypic variation. Examples of physiological variation in osmotic adaptation, in different populations of the same species, are given for species of Paramecium, Euplotes, Asterias, Gammarus, Callinectes, Anopheles, Onchorhynchus and Gasterosteus. Genetically different races have been established for Gasterosteus aculeatus and Euplotes vassus. Ionic balance has been little studied as a basis for variation of populations but specific requirements for some elements, such as copper and calcium, may have led to local differences. Stress of temperature extremes has induced many physiological variants. Closely related large homoiotherms differ in insulating capacity, smaller species differ also in metabolic response, particularly to cold. Poikilotherms differ in tolerance limits after acclimation, in selected temperatures, in metabolic level according to their temperature history, in Q 10 , in critical temperatures for reproduction and development. Physiological races with respect to temperature tolerance or selection are cited for species of Notropis, Micropterus, Gambusia, Pandalus and Carabus. Examples of metabolic differences in populations are found in aquatic but not terrestrial poikilotherms. Examples of races with respect to optimal temperature of development are found in species of Paramecium, Crassostrea, Urosalpinx, Daphnia, Drosophila, Lymantria and Rana. Criteria of variation with respect to oxygen are the halfsaturation value of transport pigments, the critical oxygen concentration, metabolic level, tolerance of products of anaerobiosis, auxiliary breathing mechanisms and stimulation of pigment development by hypoxia. Correlations of these functions with history of oxygen availability are cited, but data are inadequate to establish genetic races. Selection of specific food plants depends on secondary products, not primary food; many subspecies and races are known by food plant selection, especially among bugs, gall flies and butterflies. Preference can be transferred from one plant to another by forcedfeeding habituation; a food habit can be transmitted by behaviour from one generation to the next, or it may be fixed by genetic differences. Many genetic strains resistant to natural and artificial poisons are known. Light is an isolating mechanism for cave animals, for races differing in phototaxes, for races and related species differing in pigmentation and in establishing photoperiodic cycles. Variation in tolerance of type of substratum, of stream and of wind velocity isolates in some species. Examples of isolation by reproductive behaviour are given in crickets, Drosophila, birds and other groups. Selection of host by parasites and symbionts is a subtle isolating mechanism, probably based largely on chemical specificity. Serological incompatibility is a secondary mechanism in maintaining genetic intersterility. Physiological variation is usually accompanied by detectable morphological variation which may or may not be adaptive. Reproductive isolation may exist with slight physiological or morphological variation or conversely interbreeding may occur among very different populations. Need for physiological study of intraspecific variation according to history and distribution of natural populations is stressed. Copyright  1955, Wiley Blackwell. All rights reserved",MA279,MW,exclude,,
Transitivity and structural balance in marmot social networks,"Social relationships are composed of both positive (affiliative) and negative (agonistic) interactions, representing opposing effects. Social network theory predicts that positive relationships should be transitive; thus, the friend of a friend is more likely to be a friend. Further, when considering both positive and negative relationships jointly, structural balance theory predicts that certain configurations of positive and negative relationships in a triad are inherently less stable (unbalanced) and should tend to be eliminated. However, structural balance has been rarely examined in nonhuman social systems. We tested for transitivity and structural balance in social networks of socially flexible yellow-bellied marmots (Marmota flaviventer) and asked if group size, network density, or group composition affected the degree of structural balance. We found a consistent pattern of significant transitivity in positive interactions, some transitivity in negative interactions, and some evidence of structural balance. In particular, a weak definition of structural balance is probably more common than strong structural balance, which used a stricter definition of balance. Network size limited the ability to detect these social processes, and smaller networks were less likely to show significant transitivity or structural balance. The proportion of adult females in a group affected the level of transitivity but did not affect the degree of structural balance. Our study suggests that there are intriguing similarities in social processes across diverse animal societies and that studying triads and network motifs may help identify basic social mechanisms linking local to global structure.Significance statementSocial network theory predicts that basic social mechanisms should lead to similar structural properties across different societies. For example, positive relationships should be transitive (a friend of a friend is a friend), and certain combinations of positive and negative relationships represent conflict and should be unstable over time (e.g., a friend of a friend being an enemy is an unstable state). This latter theory, called structural balance, has rarely been examined in nonhuman societies; hence, we tested for transitivity and structural balance in groups of free-living yellow-bellied marmots. Positive interactions were generally transitive, but evidence for structural balance was inconsistent. Furthermore, group composition could affect network transitivity, and small network size (associated with few interactions) limits ability to detect significant patterns. Our results suggest that transitivity is fundamental in structuring positive relationships, while some forms of structural balance are present but not widespread.",MA395,MW,exclude,,
Communal singing in the cooperatively breeding subdesert mesite Monias benschi: Evidence of numerical assessment?,"It has long been suggested that competing groups of social animals assess one another on the basis of communal vocalisations, but so far this has only been demonstrated in mammals. We investigated this idea in the subdesert mesite, a group-living bird that produces communal songs during aggressive territorial interactions with other groups. Where groups compete as units, differences in group size might outweigh inter-individual differences in determining the outcome of contests. Given this species' variable social system, we predicted that the composition of groups would also influence their resource holding potential. Playback experiments showed that the number of simulated intruders significantly influenced the strength of response by defending groups hearing the stimulus: groups were less likely to approach but gave more protracted and more communal vocal responses as the number of vocalising intruders increased. We found that the likelihood of a group approaching playback increased as the ratio between the number of males in the defending group and the number of males in the intruding group increased. Furthermore, the ratio of adult males to females in the defending group significantly affected the probability of approach, with the probability increasing as groups became more male-biased. This finding supports the idea that the social structure of groups may be important in determining the outcome of contests between groups. Overall this study provides some indication in birds of relative numerical assessment based on vocal cues.",MA55,MW,exclude,,
"Linking neuroethology to the chemical biology of natural products: interactions between cone snails and their fish prey, a case study","From a biological perspective, a natural product can be defined as a compound evolved by an organism for chemical interactions with another organism including prey, predator, competitor, pathogen, symbiont or host. Natural products hold tremendous potential as drug leads and have been extensively studied by chemists and biochemists in the pharmaceutical industry. However, the biological purpose for which a natural product evolved is rarely addressed. By focusing on a well-studied group of natural products-venom components from predatory marine cone snails-this review provides a rationale for why a better understanding of the evolution, biology and biochemistry of natural products will facilitate both neuroscience and the potential for drug leads. The larger goal is to establish a new sub-discipline in the broader field of neuroethology that we refer to as ``Chemical Neuroethology{''}, linking the substantial work carried out by chemists on natural products with accelerating advances in neuroethology.",MA233,MW,exclude,,
The extended personality: indirect effects of behavioural syndromes on the behaviour of others in a group-living cichlid,"Consistent individual variation in behaviour is widespread across taxa and behavioural categories. Because social behaviour is often a plastic response to the social environment, consistent variation in social behaviours such as aggression and cooperation may generate consistent variation in the behaviour of social partners and others in the group. In this study, we moved individual subordinate males between groups of a cooperatively breeding cichlid, Neolamprologus pulcher. We found that subordinate males varied consistently in their aggressive interactions with neighbouring fish. The effects of individual subordinate males extended beyond their direct interactions; agonistic interactions between dominant males and dominant females varied consistently with subordinate male identity. We suggest that variation in helping behaviour through territorial defence influences the net fitness effects of subordinate males on dominant males and, thus, the potential for conflict between dominant males and dominant females over subordinate male presence. The existence of indirect phenotypic effects of subordinate males on interactions not directly involving the subordinate male suggests that individual personalities extend into the social environment and may be an important selective influence on social behaviour and on variation among social groups. (C) 2012 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",MA375,MW,include,intraspecific,cooperation/conflict
Subgraphs of functional brain networks identify dynamical constraints of cognitive control,"Brain anatomy and physiology support the human ability to navigate a complex space of perceptions and actions. To maneuver across an ever-changing landscape of mental states, the brain invokes cognitive controla set of dynamic processes that engage and disengage different groups of brain regions to modulate attention, switch between tasks, and inhibit prepotent responses. Current theory posits that correlated and anticorrelated brain activity may signify cooperative and competitive interactions between brain areas that subserve adaptive behavior. In this study, we use a quantitative approach to identify distinct topological motifs of functional interactions and examine how their expression relates to cognitive control processes and behavior. In particular, we acquire fMRI BOLD signal in twenty-eight healthy subjects as they perform two cognitive control tasksa Stroop interference task and a local-global perception switching task using Navon figureseach with low and high cognitive control demand conditions. Based on these data, we construct dynamic functional brain networks and use a parts-based, network decomposition technique called non-negative matrix factorization to identify putative cognitive control subgraphs whose temporal expression captures distributed network structures involved in different phases of cooperative and competitive control processes. Our results demonstrate that temporal expression of the subgraphs fluctuate alongside changes in cognitive demand and are associated with individual differences in task performance. These findings offer insight into how coordinated changes in the cooperative and competitive roles of cognitive systems map trajectories between cognitively demanding brain states.  2018 Khambhati et al. http://creativecommons.org/licenses/by/4.0/.",MA356,MW,exclude,,
"Personality and intelligence: Persistence, not self-directedness, cooperativeness or self-transcendence, is related to twins' cognitive abilities","Background. A person-centered approach focusing on the interaction of an individual's temperament-character-life events is essential in the path of individuals' well-being. In this context, three character traits, Self-directedness (e.g., self-acceptance, self-control, goal-directed behavior), Cooperativeness (e.g., social affiliation, social tolerance, empathy and helpfulness) and Self-transcendence (e.g., spiritual acceptance, transpersonal identification), measured using Cloninger's model of personality are suggested to help the individual to regulate and resolve the conflicts derived from her/his temperament combinations as a reaction to life events. However, if character is related to the individual's cognitive ability, then this association might limit any intervention that focuses on character development. We used data from the Child and Adolescent Twin Study in Sweden (CATSS) to investigate the relationship between personality and cognitive ability. Method. The sample consisted of 370 15-year-old twins (159 girls/211 boys), 192 of whomscreen-positive with various types of mental health problems. We used the Temperament and Character Inventory to measure personality and the Wechsler Intelligence Scales for Children (WISC-IV) to measure intelligence. The relationship was investigated using correlation analyses using random-selected twins from each dyad and separately for monozygotic and dizygotic twins. Additional analyses investigated the genetic and environmental effects on personality and cognitive ability in this specific sample. Results. There were no significant correlations between the WISC-IV indices and any of the character traits (i.e., Self-directedness, Cooperativeness, and Self-transcendence). Persistence was significantly related, if weak, to four WISC-IV indices: Verbal Comprehension, Perceptual Reasoning, Working Memory, and the Full WISC-IV Scale. Post-hoc cross-twin/cross-trait analyses showed that the Persistence-cognitive ability correlation might depend on common genetic effects. The WISC-IV indices showed a relatively large genetic influence, while earlier findings about the etiology of temperament and character traits using the whole CATSS sample were replicated in this sub-sample of twins. Conclusions. The results indicate that what individuals make of themselves intentionally (i.e., their character) was not associated to intelligence. Persistence, a temperament dimension that measures heritable individual differences in eagerness of effort, ambition, perfectionism, and resistance to discouragement despite frustration and fatigue, was weakly linked to intelligence. Suggesting that, at least during adolescence, interventions targeting character development are not limited by the individual's intelligence.  2015 Mousavi et al.",MA276,MW,exclude,,
Global associations between birds and vane-dwelling feather mites,"Understanding host-symbiont networks is a major question in evolutionary ecology. Birds host a great diversity of endo- and ectosymbiotic organisms, with feather mites (Arachnida: Acariformes: Analgoidea, Pterolichoidea) being among the most diverse of avian symbionts. A global approach to the ecology and evolution of bird-feather-mite associations has been hampered because of the absence of a centralized data repository. Here we present the most extensive data set of associations between feather mites and birds. Data include 12 036 records of 1887 feather mite species located on the flight feathers of 2234 bird species from 147 countries. Feather mites typically located inside quills, on the skin, or on downy body feathers are not included. Data were extracted from 493 published sources dating from 1882 to 2015. Data exploration shows that although most continents and bird families are represented, most bird species remain unexplored for feather mites. Nevertheless, this is the most comprehensive data set available for enabling global macroecological analyses of feather mites and their hosts, such as ecological network analyses. This metadata file outlines the structure of these data and provides primary references for all records used.  2016 Ecological Society of America.",MA168,MW,exclude,,
Cooperation promotes the evolution of separate sexes from hermaphrodites with unitary growth,"Most animals have specialized into separate sexes but most plants remain hermaphroditic. The underlining cause for this is still unclear. Here we address this question by evolutionary stable strategy analysis and exact calculation of frequency-dependent selection and genetic drift in geographically structured populations. Reproductive investments of hermaphrodites are divided into male and female functions, and each sex requires linear investments that increase linearly with successful gamete number and reusable investments (RIs) that increase less than linearly. Individuals specializing into one sex require RIs of only this sex and thus can produce more gametes. However, these gametes suffer strong kin competition as they are of the same sex and gamete number of the other sex decreases. The success of individuals specializing into one sex requires individuals specializing into the other sex to cooperate with them, providing them with more opposite-sex gametes and relaxing them of the same-sex competition. The evolution of this cooperation does not require two rare mutations to happen simultaneously at the same place, because single-sex mutants can sparsely spread in a hermaphroditic population with RIs despite genetic drift and wait for mutants of the other sex to arise. RI resembles fixed cost in previous theories. However, previous theories considered all costs except for costs for gametes as fixed costs and this does not capture an important plant-animal difference; modular growth of sexual organs in most plants and some animals promotes reproductive investments to increase linearly with offspring number, so their investments in sexual organs are linear investments rather than fixed costs. This study shows the evolution of separate sexes from hermaphrodites as an example of the evolution of cooperation and mutualism as in harmony games, and highlights modular growth as an important factor that prevents most plants and some animals from evolving into separate sexes. (C) 2013 Elsevier Ltd. All rights reserved.",MA80,MW,include,intraspecific,Male-female/hermaphrodite
The histone variant H2A.Z and chromatin remodeler BRAHMA act coordinately and antagonistically to regulate transcription and nucleosome dynamics in Arabidopsis,"Plants adapt to environmental changes by regulating transcription and chromatin organization. The histone H2A variant H2A.Z and the SWI2/SNF2 ATPase BRAHMA (BRM) have overlapping roles in positively and negatively regulating environmentally responsive genes in Arabidopsis, but the extent of this overlap was uncharacterized. Both factors have been associated with various changes in nucleosome positioning and stability in different contexts, but their specific roles in transcriptional regulation and chromatin organization need further characterization. We show that H2A.Z and BRM co-localize at thousands of sites, where they interact both cooperatively and antagonistically in transcriptional repression and activation of genes involved in development and responses to environmental stimuli. We identified eight classes of genes that show distinct relationships between H2A.Z and BRM with respect to their roles in transcription. These include activating and silencing transcription both redundantly and antagonistically. We found that H2A.Z contributes to a range of different nucleosome properties, while BRM stabilizes nucleosomes where it binds and destabilizes or repositions flanking nucleosomes. We also found that, at many genes regulated by both BRM and H2A.Z, both factors overlap with binding sites of the light-regulated transcription factor FAR1-Related Sequence 9 (FRS9) and that a subset of these FRS9 binding sites are dependent on H2A.Z and BRM for accessibility. Collectively, we comprehensively characterized the antagonistic and cooperative contributions of H2A.Z and BRM to transcriptional regulation, and illuminated several interrelated roles in chromatin organization. The variability observed in their individual functions implies that both BRM and H2A.Z have more context-dependent roles than previously assumed.  2019 The Authors The Plant Journal  2019 John Wiley & Sons Ltd",MA378,MW,exclude,,
"Host-symbiont-pathogen interactions in blood-feeding parasites: Nutrition, immune cross-talk and gene exchange","Animals are common hosts of mutualistic, commensal and pathogenic microorganisms. Blood-feeding parasites feed on a diet that is nutritionally unbalanced and thus often rely on symbionts to supplement essential nutrients. However, they are also of medical importance as they can be infected by pathogens such as bacteria, protists or viruses that take advantage of the blood-feeding nutritional strategy for own transmission. Since blood-feeding evolved multiple times independently in diverse animals, it showcases a gradient of host-microbe interactions. While some parasitic lineages are possibly asymbiotic and manage to supplement their diet from other food sources, other lineages are either loosely associated with extracellular gut symbionts or harbour intracellular obligate symbionts that are essential for the host development and reproduction. What is perhaps even more diverse are the pathogenic lineages that infect blood-feeding parasites. This microbial diversity not only puts the host into a complicated situation -distinguishing between microorganisms that can greatly decrease or increase its fitness -but also increases opportunity for horizontal gene transfer to occur in this environment. In this review, I first introduce this diversity of mutualistic and pathogenic microorganisms associated with blood-feeding animals and then focus on patterns in their interactions, particularly nutrition, immune cross-talk and gene exchange.  2018 Cambridge University Press.",MA185,MW,exclude,,
