"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"252","X.ISI.000071525700006","Group fission in Barbary macaques (Macaca sylvanus) at Affenberg Salem","Kuester, J and Paul, A","INTERNATIONAL JOURNAL OF PRIMATOLOGY","0164-0291",18,"6","941-966",1997,"10.1023/A:1026396113830","We analyzed eight group fissions occurring during a 20-year period in three groups of a free-ranging provisioned Barbary macaque population. The founder group fissioned four times within 3.5 years after transfer to the enclosure, indicating that external factors-new environment, more space, absence of other groups-facilitated group fissions. Two groups resulting from these fissions split twice within 2.5 and 1 years, respectively, many years later. The process of fissioning lasted from a few months to almost 2 years. Fissions were preceded by peripheralization/subgrouping of mainly young adult males (8-10 years old), suggesting that male competition was the primary force for the fissions. The males were joined by middle-to low-ranking but not the lowest-ranking females. The resulting new groups were usually smaller than the groups in which the former alpha-matriline-old groups-stayed, and they were also more variable in size and sex ratio, suggesting that variable numbers of surplus individuals were expelled during fission. Mean adult sex ratios were similar in both groups after fission, indicating that the competitively superior males in the old groups (groups + alpha-matriline) could not increase their breeding opportunities. Female kin, even of large matrilinies, almost always stayed together during fission. Natal males strongly preferred to join the old groups, and this preference was most pronounced in juveniles and subadults. Hence, most natal males stayed with maternally related females, i.e., remained true natal males, if the females stayed in old groups. They were separated from female kin, i.e., became seminatal, if the females joined the new groups. These seminatal males did not differ from natal males with respect to matrilineal rank, but they had more female relatives, above all more close relatives (sisters).",2,"MA252","","","",""
"112","X.ISI.000330149600013","Under high stakes and uncertainty the rich should lend the poor a helping hand","Abou Chakra, Maria and Traulsen, Arne","JOURNAL OF THEORETICAL BIOLOGY","0022-5193",341,NA,"123-130",2014,"10.1016/j.jtbi.2013.10.004","In social dilemmas, there is tension between individual incentives to optimize personal gain versus social benefits. An additional cause of conflict in such social dilemmas is heterogeneity. Cultural differences or financial inequity often interfere with decision making when a diverse group of individuals interact. We address these issues in situations where individuals are either rich or poor. Often, it is unclear how rich and poor individuals should interact should the poor invest the same as the rich, or should the rich assist the poor? Which distribution of efforts can be considered as fair? To address the effects of heterogeneity on decisions, we model a collective-risk dilemma where players collectively have to invest more than a certain threshold, with heterogeneity and multiple rounds. We aim to understand the natural behavior and to infer which strategies are particularly stable in such asymmetric collective-risk games. Large scale individual based simulations show that when the poor players have half of the wealth the rich players posses, the poor contribute only when early contributions are made by the rich players. The rich contribute on behalf of the poor only when their own external assets are worth protecting. Under a certain degree of uncertainty we observe the rich maintain cooperation by assisting the poor. (C) 2013 Elsevier Ltd. All rights reserved.",2,"MA112","","","",""
"165","X.ISI.000298627000005","Coalitions destabilize dyadic dominance relationships in male Barbary macaques (Macaca sylvanus)","Berghaenel, Andreas and Ostner, Julia and Schuelke, Oliver","BEHAVIOUR","0005-7959",148,"11-13","1257-1275",2011,"10.1163/000579511X600628","Dyadic agonistic dominance relationships are thought to result from asymmetries in both intrinsic and extrinsic power. One form of extrinsic power is the ability to solicit agonistic support from other individuals. In extreme cases extrinsic power differences may override intrinsic power differences so that physically inferior individuals attain rank positions above stronger competitors. In other cases superior extrinsic power in physically inferior individuals may destabilize the otherwise clear dominance relationships. We tested this prediction with observational data on adult males in one of three free-ranging groups of Barbary macaques at Affenberg Salem, Germany. All prime males that were subjects of this study were at least 5-8 years (average 10 years) younger than the old post-prime males that were all subordinate to them. Assuming large age differences to reflect large intrinsic/physical power differences, interactions between these prime and the old males allowed investigation of the separate effects of intrinsic and extrinsic power asymmetries on dominance relationships. We estimated relationship instability using four different estimates (counter aggression, conflicts initiated by aggression from the subordinate, spontaneous submissions by dominants, and decided conflicts won by the subordinate). Relationship instability did not decrease with increasing asymmetry in intrinsic power. Instead, all four measures of relationship instability were positively related to the number of times the dominant in a dyad was target of destabilizing coalitions. Destabilizing coalitions targeted dominant males in old male-prime male dyads more often than in old male-old male dyads. Consequently, old males had less stable relationships with the much stronger prime males than with each other. We conclude that extrinsic power asymmetries predicted the instability of dyadic dominance relationships and may systematically override intrinsic power asymmetries.",2,"MA165","","","",""
"127","X.ISI.000314366900009","The Ecological Perspective of Microbial Communities in Two Pairs of Competitive Hawaiian Native and Invasive Macroalgae","Wang, Xin and Liu, Xianhua and Kono, Shoko and Wang, Guangyi","MICROBIAL ECOLOGY","0095-3628",65,"2","361-370",2013,"10.1007/s00248-012-0144-5","Marine macroalgae are known to harbor large populations of microbial symbionts, and yet, microbe symbiosis in invasive macroalgae remains largely unknown. In this study, we applied molecular methods to study microbial communities associated with two invasive algae Acanthophora spicifera and Gracilaria salicornia and the two native algae Gracilaria coronopifolia and Laurencia nidifica at spatial and temporal scales in Hawaiian coral reef ecosystems. Bacterial communities of both the invasive and native macroalgae displayed little spatial and temporal variations, suggesting consistent and stable bacterial associations with these macroalgae. Results of this study identified three types of bacterial populations: nonspecific (present in both algal and water samples); algae-specific (found in all algal species); and species-specific (only found in individual species). The bacterial diversity of invasive algae was lower than that of their native counterparts at phylum and species levels. Notably, the vast majority (71 \%) of bacterial communities associated with the invasive algae G. salicornia were representatives of Cyanobacteria, suggesting a potential ecological significance of symbiotic Cyanobacteria.",2,"MA127","","","",""
"75","X.ISI.000366731500010","Male monkeys fight in between-group conflicts as protective parents and reluctant recruits","Arseneau, T. Jean M. and Taucher, Anouk-Lisa and van Schaik, Carel P. and Willems, Erik P.","ANIMAL BEHAVIOUR","0003-3472",110,NA,"39-50",2015,"10.1016/j.anbehav.2015.09.006","In many social species, group members cooperate to defend a communal home range. Fighting in between-group conflicts carries an opportunity cost, a risk of injury or death, and the possibility of exploitation by free-riding group members. As a result, it is rare that all group members fight in a given between-group conflict, and individual participation in range defence is often highly variable. Thus, to understand the patterns of behaviour observed at the group level, we must first understand the causes of within- and between-individual variability. Although sex differences have been well studied, our understanding of the relative importance of the various mechanisms promoting between-group aggression within a sex is limited. We observed the participation of 22 male vervet monkeys, Chlorocebus aethiops pygerythrus, in 126 between-group conflicts, and then partitioned aggressive acts according to the context in which they occurred. Using this approach, we found evidence that two mechanisms drive male between-group aggression and, therefore, that individual variability is in part driven by the multiple selective benefits of participation. First, males that were likely to have sired offspring tended to exhibit defensive aggression and were more active when infants were present in the group, suggesting they fight to defend probable offspring. Second, males were more likely to support females in initiating between-group aggression just prior to, and during, the mating season. Female vervet monkeys are able to exert female choice, and males that frequently supported female instigators tended to enjoy the highest mating success. These results indicate that males probably use between-group aggression to improve their reputation with choosy females and subsequently maximize their mating success. Our findings indicate that a greater understanding of the evolutionary mechanisms promoting cooperative home range defence can be gained if we consider the context in which acts of between-group aggression occur. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA75","","","",""
"222","X.ISI.000222716600014","The behavioural ecology of personality: consistent individual differences from an adaptive perspective","Dall, SRX and Houston, AI and McNamara, JM","ECOLOGY LETTERS","1461-023X",7,"8","734-739",2004,"10.1111/j.1461-0248.2004.00618.x","Individual humans, and members of diverse other species, show consistent differences in aggressiveness, shyness, sociability and activity. Such intraspecific differences in behaviour have been widely assumed to be non-adaptive variation surrounding (possibly) adaptive population-average behaviour. Nevertheless, in keeping with recent calls to apply Darwinian reasoning to ever-finer scales of biological variation, we sketch the fundamentals of an adaptive theory of consistent individual differences in behaviour. Our thesis is based on the notion that such `personality differences' can be selected for if fitness payoffs are dependent on both the frequencies with which competing strategies are played and an individual's behavioural history. To this end, we review existing models that illustrate this and propose a game theoretic approach to analyzing personality differences that is both dynamic and state-dependent. Our motivation is to provide insights into the evolution and maintenance of an apparently common animal trait: personality, which has far reaching ecological and evolutionary implications.",2,"MA222","","","",""
"25","X.ISI.000435128300003","Adaptive Divergence in a Defense Symbiosis Driven from the Top Down","Heath, Jeremy J. and Abbot, Patrick and Stireman, III, John O.","AMERICAN NATURALIST","0003-0147",192,"1","E21-E36",2018,"10.1086/697446","Most studies of adaptive radiation in animals focus on resource competition as the primary driver of trait divergence. The roles of other ecological interactions in shaping divergent phenotypes during such radiations have received less attention. We evaluate natural enemies as primary agents of diversifying selection on the phenotypes of an actively diverging lineage of gall midges on tall goldenrod. In this system, the gall of the midge consists of a biotrophic fungal symbiont that develops on host-plant leaves and forms distinctly variable protective carapaces over midge larvae. Through field studies, we show that fungal gall morphology, which is induced by midges (i.e., it is an extended phenotype), is under directional and diversifying selection by parasitoid enemies. Overall, natural enemies disruptively select for either small or large galls, mainly along the axis of gall thickness. These results imply that predators are driving the evolution of phenotypic diversity in symbiotic defense traits in this system and that divergence in defensive morphology may provide ecological opportunities that help to fuel the adaptive radiation of this genus of midges on goldenrods. This enemy-driven phenotypic divergence in a diversifying lineage illustrates the potential importance of consumer-resource and symbiotic species interactions in adaptive radiation.",2,"MA25","","","",""
"7","X.ISI.000460668800007","Evolutionary maintenance of genomic diversity within arbuscular mycorrhizal fungi","Scott, Thomas W. and Kiers, E. Toby and Cooper, Guy A. and dos Santos, Miguel and West, Stuart A.","ECOLOGY AND EVOLUTION","2045-7758",9,"5","2425-2435",2019,"10.1002/ece3.4834","Most organisms are built from a single genome. In striking contrast, arbuscular mycorrhizal fungi appear to maintain genomic variation within an individual fungal network. Arbuscular mycorrhizal fungi dwell in the soil, form mutualistic networks with plants, and bear multiple, potentially genetically diverse nuclei within a network. We explore, from a theoretical perspective, why such genetic diversity might be maintained within individuals. We consider selection acting within and between individual fungal networks. We show that genetic diversity could provide a benefit at the level of the individual, by improving growth in variable environments, and that this can stabilize genetic diversity even in the presence of nuclear conflict. Arbuscular mycorrhizal fungi complicate our understanding of organismality, but our findings offer a way of understanding such biological anomalies.",2,"MA7","","","",""
"209","X.ISI.000244959000001","Evolution and invasion dynamics of multiple infections with Wolbachia investigated using matrix based models","Vautrin, E. and Charles, S. and Genieys, S. and Vavre, F.","JOURNAL OF THEORETICAL BIOLOGY","0022-5193",245,"2","197-209",2007,"10.1016/j.jtbi.2006.09.035","Endosymbiotic bacteria are often transmitted vertically from one host generation to the next via oocytes cytoplasm. The generally small number of colonizing bacteria in the oocytes leads to a bottleneck at each generation, resulting in genetic homogenization of the symbiotic population. Nevertheless, in many of the species infected by Wolbachia (maternally transmitted bacteria), individuals do sometimes simultaneously harbor several bacterial strains, owing to the fact that Wolbachia induces cytoplasmic incompatibility (CI) that maintains multiple infections. CI occurs in crosses in which the male is infected by at least one Wolbachia strain that the female lacks, and consequently it favors individuals with the greatest symbiotic diversity. CI results in death of offspring in diploid species. In haplodiploid individuals, unfertilized eggs hatch normally into mates and fertilized ones, which would lead to females, either die (female mortality type: FM) or develop into males (male development type: MD). Until now, only one theoretical study, restricted to diploid species, has investigated the associations where multiple CI-inducing Wolbachia co-exist, and explored the conditions under which multiple infections can spread. The consequences of double infections on Wolbachia maintenance in host populations, and the selective pressures to which it is subjected have not yet been analysed. Here, we have re-written a model previously developed for single infection in matrix form, which allows easy extension to multiple infections and introduction of mutant strains. We show that (i) the CI type has a strong influence on invasiveness and maintenance of multiple infections; (ii) double infection lowers the invasion threshold of less competitive strains that hitch-hike with their companion strain; (iii) when multiple infections occur, as in single infections, the strains selected are those which maximize the production of infected offspring; and (iv) for the MD CI type, invasion of mutant strains can carry the whole infection to extinction. (c) 2006 Elsevier Ltd. All rights reserved.",2,"MA209","","","",""
"16","X.ISI.000449937900007","Community-wide consequences of sexual dimorphism: evidence from nectar microbes in dioecious plants","Tsuji, Kaoru and Fukami, Tadashi","ECOLOGY","0012-9658",99,"11","2476-2484",2018,"10.1002/ecy.2494","Intraspecific trait variation is receiving renewed interest as a factor affecting the structure of multi-species communities within and across trophic levels. One pervasive form of intraspecific trait variation is sexual dimorphism in animals and plants, which might exert large effects particularly on the communities of host-associated organisms, but the extent of these effects is not well understood. We investigated whether host-associated microbial communities developed differently in the floral nectar of female and male individuals of the dioecious shrubs, Eurya emarginata and E. japonica. We found that nectar-colonizing microbes such as bacteria and fungi were more than twice as prevalent and, overall, more than 10 times as abundant in male flowers as in female flowers. Microbial species composition also differed between flower sexes. To examine potential mechanisms behind these differences, we manipulated the frequency of flower visitation by animals and the order of arrival of microbial species to nectar. Animal visitation frequency affected microbial communities more greatly in male flowers, while arrival order affected them more in female flowers. These sex-specific effects appeared attributable to differences in how animals and microbes altered the chemical characteristics of nectar that limited microbial growth. Taken together, our results provide evidence that sexual dimorphism can have large effects on the structure of host-associated communities.",2,"MA16","","","",""
"42","X.ISI.000410803100005","Linking neuroethology to the chemical biology of natural products: interactions between cone snails and their fish prey, a case study","Olivera, Baldomero M. and Raghuraman, Shrinivasan and Schmidt, Eric W. and Safavi-Hemami, Helena","JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY","0340-7594",203,"9, SI","717-735",2017,"10.1007/s00359-017-1183-7","From a biological perspective, a natural product can be defined as a compound evolved by an organism for chemical interactions with another organism including prey, predator, competitor, pathogen, symbiont or host. Natural products hold tremendous potential as drug leads and have been extensively studied by chemists and biochemists in the pharmaceutical industry. However, the biological purpose for which a natural product evolved is rarely addressed. By focusing on a well-studied group of natural products-venom components from predatory marine cone snails-this review provides a rationale for why a better understanding of the evolution, biology and biochemistry of natural products will facilitate both neuroscience and the potential for drug leads. The larger goal is to establish a new sub-discipline in the broader field of neuroethology that we refer to as ``Chemical Neuroethology{''}, linking the substantial work carried out by chemists on natural products with accelerating advances in neuroethology.",2,"MA42","","","",""
"119","X.ISI.000320618900015","Individual variation in resource use by opossums leading to nested fruit consumption","Cantor, Mauricio and Pires, Mathias Mistretta and Longo, Guilherme Ortigara and Guimaraes, Jr., Paulo Roberto and Freire Setz, Eleonore Zulnara","OIKOS","0030-1299",122,"7","1085-1093",2013,"10.1111/j.1600-0706.2012.00070.x","Despite recent findings on the ecological relevance of within population diet variation far less attention has been devoted to the role diet variation for ecological services. Seed dispersal is a key ecological service, affecting plant fitness and regeneration based on foraging by fruit-eating vertebrates. Here we used a network approach, widely used to understand how seed-dispersal is organized at the species level, to gain insights into the patterns that emerge at the individual-level. We studied the individual fruit consumption behavior of a South American didelphid Didelphis albiventris, during the cool-dry and warm-wet seasons. In species-species networks the heterogeneity in specialization levels generates patterns such as nestedness and asymmetry. Because generalist populations may be comprised of specialized individuals, we hypo thesized that network structural properties, such as nestedness, should also emerge at the individual level. We detected variation in fruit consumption that was not related to resource availability, ontogenetic or sexual factors or sampling biases. Such variation resulted in the structural patterns often found in species-species seed-dispersal networks: low connectance, a high degree of nestedness and the absence of modules. Moreover structure varied between the warm-wet and cool-dry seasons, presumably as a consequence of seasonal fluctuation in fruit availability. Our findings suggest individuals may differ in selectivity causing asymmetries in seed dispersal efficiency within the population. In this sense the realized dispersal would differ from the expected dispersal estimated from their average dispersal potential. Additionally the results suggest possible frequency-dependent effects on seed dispersal that might affect individual plant performance and plant community composition.",2,"MA119","","","",""
"121","X.ISI.000316118400012","Social influences on territorial signaling in male greater sac-winged bats","Eckenweber, Maria and Knoernschild, Mirjam","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",67,"4","639-648",2013,"10.1007/s00265-013-1483-z","Acoustic territorial displays are common among birds but comparatively rare among mammals. An exceptionally vocal mammal well-known for its elaborate territorial displays is the polygynous greater sac-winged bat, Saccopteryx bilineata. Male S. bilineata are often philopatric and establish small territories in their birth colony in which females can roost during the day. During territorial defense, males produce complex territorial songs that are learned through vocal imitation. Territorial songs are mainly produced at dawn and dusk. We studied social influences on male vocal activity and the occurrence of vocal signatures in territorial songs of 27 male S. bilineata from 12 different-sized colonies in Panama. Males produced significantly more territorial songs when they had more territorial neighbors or when they had females roosting in their territories, indicating that male vocal activity rises with increasing male-male competition. Territorial songs are multisyllabic vocalizations with low-frequency buzz syllables being most prominent. We found statistical evidence for a pronounced individual signature encoded in the buzz syllables of territorial songs that could facilitate individual recognition among rival neighbors. Additionally, we found a vocal group signature in territorial songs, suggesting that young males may learn territorial songs from more than one tutor male. Resident male S. bilineata appear to cooperatively defend their colony against male intruders, making a group signature in territorial songs potentially advantageous.",2,"MA121","","","",""
"137","X.ISI.000310563400010","Decomposer diversity and identity influence plant diversity effects on ecosystem functioning","Eisenhauer, Nico and Reich, Peter B. and Isbell, Forest","ECOLOGY","0012-9658",93,"10","2227-2240",2012,"10.1890/11-2266.1","Plant productivity and other ecosystem functions often increase with plant diversity at a local scale. Alongside various plant-centered explanations for this pattern, there is accumulating evidence that multi-trophic interactions shape this relationship. Here, we investigated for the first time if plant diversity effects on ecosystem functioning are mediated or driven by decomposer animal diversity and identity using a double-diversity microcosm experiment. We show that many ecosystem processes and ecosystem multifunctionality (herbaceous shoot biomass production, litter removal, and N uptake) were affected by both plant and decomposer diversity, with ecosystem process rates often being maximal at intermediate to high plant and decomposer diversity and minimal at both low plant and decomposer diversity. Decomposers relaxed interspecific plant competition by enlarging chemical (increased N uptake and surface-litter decomposition) and spatial (increasing deep-root biomass) habitat space and by promoting plant complementarity. Anecic earthworms and isopods functioned as key decomposers; although decomposer diversity effects did not solely rely on these two decomposer species, positive plant net biodiversity and complementarity effects only occurred in the absence of isopods and the presence of anecic earthworms. Using a structural equation model, we explained 76\% of the variance in plant complementarity, identified direct and indirect effect paths, and showed that the presence of key decomposers accounted for approximately three-quarters of the explained variance. We conclude that decomposer animals have been underappreciated as contributing agents of plant diversity-ecosystem functioning relationships. Elevated decomposer performance at high plant diversity found in previous experiments likely positively feeds back to plant performance, thus contributing to the positive relationship between plant diversity and ecosystem functioning.",2,"MA137","","","",""
"242","X.ISI.000168003400001","Cooperation and conflict in the evolution of multicellularity","Michod, RE and Roze, D","HEREDITY","0018-067X",86,"1","1-7",2001,"10.1046/j.1365-2540.2001.00808.x","Multicellular organisms probably originated as groups of cells formed in several ways, including cell proliferation from a group of founder cells and aggregation. Cooperation among cells benefits the group, but may be costly (altruistic) or beneficial (synergistic) to individual cooperating cells. In this paper, we study conflict mediation, the process by which genetic modifiers evolve that enhance cooperation by altering the parameters of development or rules of formation of cell groups. We are particularly interested in the conditions under which these modifiers lead to a new higher-level unit of selection with increased cooperation among group members and heritable variation in fitness at the group level. By sculpting the fitness variation and opportunity for selection at the two levels, conflict modifiers create new functions at the organism level. An organism is more than a group of cooperating cells related by common descent; organisms require adaptations that regulate conflict within. Otherwise their continued evolution is frustrated by the: creation of within-organism variation and conflict between levels of selection. The evolution of conflict modifiers is a necessary prerequisite to the emergence of individuality and the continued well being of the organism. Conflict leads - through the evolution of adaptations that reduce it - to greater individuality and harmony for the organism.",2,"MA242","","","",""
"114","X.ISI.000328329600001","Rethinking Mutualism Stability: Cheaters and the Evolution of Sanctions","Frederickson, Megan E.","QUARTERLY REVIEW OF BIOLOGY","0033-5770",88,"4","269-295",2013,"10.1086/673757","How cooperation originates and persists in diverse species, from bacteria to multicellular organisms to human societies, is a major question in evolutionary biology. A large literature asks: what prevents selection for cheating within cooperative lineages? In mutualisms, or cooperative interactions between species, feedback between partners often aligns their fitness interests, such that cooperative symbionts receive more benefits from their hosts than uncooperative symbionts. But how do these feedbacks evolve? Cheaters might invade symbiont populations and select for hosts that preferentially reward or associate with cooperators (often termed sanctions or partner choice); hosts might adapt to variation in symbiont quality that does not amount to cheating (e.g., environmental variation); or conditional host responses might exist before cheaters do, making mutualisms stable from the outset. I review evidence from yucca-yucca moth, fig-fig wasp, and legume-rhizobium mutualisms, which are commonly cited as mutualisms stabilized by sanctions. Based on the empirical evidence, it is doubtful that cheaters select for host sanctions in these systems; cheaters are too uncommon. Recognizing that sanctions likely evolved for functions other than retaliation against cheaters offers many insights about mutualism coevolution, and about why mutualism evolves in only some lineages of potential hosts.",2,"MA114","","","",""
"74","X.ISI.000363763100009","When cooperation begets cooperation: the role of key individuals in galvanizing support","McAuliffe, Katherine and Wrangham, Richard and Glowacki, Luke and Russell, Andrew F.","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8436",370,"1683",NA,2015,"10.1098/rstb.2015.0012","Life abounds with examples of conspecifics actively cooperating to a common end, despite conflicts of interest being expected concerning how much each individual should contribute. Mathematical models typically find that such conflict can be resolved by partial-response strategies, leading investors to contribute relatively equitably. Using a case study approach, we show that such model expectations can be contradicted in at least four disparate contexts: (i) bi-parental care; (ii) cooperative breeding; (iii) cooperative hunting; and (iv) human cooperation. We highlight that: (a) marked variation in contributions is commonplace; and (b) individuals can often respond positively rather than negatively to the contributions of others. Existing models have surprisingly limited power in explaining these phenomena. Here, we propose that, although among-individual variation in cooperative contributions will be influenced by differential costs and benefits, there is likely to be a strong genetic or epigenetic component. We then suggest that selection can maintain high investors (key individuals) when their contributions promote support by increasing the benefits and/or reducing the costs for others. Our intentions are to raise awareness in-and provide testable hypotheses of-two of the most poorly understood, yet integral, questions regarding cooperative ventures: why do individuals vary in their contributions and when does cooperation beget cooperation?",2,"MA74","","","",""
"173","X.ISI.000279827700001","Viral quasispecies profiles as the result of the interplay of competition cooperation","Arbiza, Juan and Mirazo, Santiago and Fort, Hugo","BMC EVOLUTIONARY BIOLOGY","1471-2148",10,NA,NA,2010,"10.1186/1471-2148-10-137","Background: Viral quasispecies can be regarded as a swarm of genetically related mutants. A common approach employed to describe viral quasispecies is by means of the quasispecies equation (QE). However, a main criticism of QE is its lack of frequency-dependent selection. This can be overcome by an alternative formulation for the evolutionary dynamics: the replicator-mutator equation (RME). In turn, a problem with the RME is how to quantify the interaction coefficients between viral variants. Here, this is addressed by adopting an ecological perspective and resorting to the niche theory of competing communities, which assumes that the utilization of resources primarily determines ecological segregation between competing individuals (the different viral variants that constitute the quasispecies). This provides a theoretical framework to estimate quantitatively the fitness landscape. Results: Using this novel combination of RME plus the ecological concept of niche overlapping for describing a quasispecies we explore the population distributions of viral variants that emerge, as well as the corresponding dynamics. We observe that the population distribution requires very long transients both to A) reach equilibrium and B) to show a clear dominating master sequence. Based on different independent and recent experimental evidence, we find that when some cooperation or facilitation between variants is included in appropriate doses we can solve both A) and B). We show that a useful quantity to calibrate the degree of cooperation is the Shannon entropy. Conclusions: In order to get a typical quasispecies profile, at least within the considered mathematical approach, it seems that pure competition is not enough. Some dose of cooperation among viral variants is needed. This has several biological implications that might contribute to shed light on the mechanisms operating in quasispecies dynamics and to understand the quasispecies as a whole entity.",2,"MA173","","","",""
"83","X.ISI.000358758700013","Building the microbiome in health and disease: niche construction and social conflict in bacteria","McNally, Luke and Brown, Sam P.","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8436",370,"1675",NA,2015,"10.1098/rstb.2014.0298","Microbes collectively shape their environment in remarkable ways via the products of their metabolism. The diverse environmental impacts of macro-organisms have been collated and reviewed under the banner of `niche construction'. Here, we identify and review a series of broad and overlapping classes of bacterial niche construction, ranging from biofilm production to detoxification or release of toxins, enzymes, metabolites and viruses, and review their role in shaping microbiome composition, human health and disease. Some bacterial niche-constructing traits can be seen as extended phenotypes, where individuals actively tailor their environment to their benefit (and potentially to the benefit of others, generating social dilemmas). Other modifications can be viewed as non-adaptive by-products from a producer perspective, yet they may lead to remarkable within-host environmental changes. We illustrate how social evolution and niche construction perspectives offer complementary insights into the dynamics and consequences of these traits across distinct timescales. This review highlights that by understanding the coupled bacterial and biochemical dynamics in human health and disease we can better manage host health.",2,"MA83","","","",""
"255","X.ISI.A1997WM92100001","Cooperation and conflict in the evolution of individuality .1. Multilevel selection of the organism","Michod, RE","AMERICAN NATURALIST","0003-0147",149,"4","607-645",1997,"10.1086/286012","This article studies the transition in evolution from cells to multicellular organisms. The issues considered are applicable to all major transitions in the units of evolution that share two themes: the emergence of cooperation and the regulation of conflict among the lower-level units, in this case, cells. Explicit genetic models of mutation and selection both within and between organisms are studied in sexual and asexual haploid and diploid organisms without a germ line. The results may be understood in terms of the differing opportunities for within-and between-organism selection under the different reproductive modes and parameter values. Cooperation among cells increases when the fitness covariance at the level of the organism overcomes within-organism change toward defecting cells. Selection and mutation during development generate significant levels of within-organism variation and lead to significant variation in organism fitness at equilibrium. The levels of cooperativity attained can be low, even with reproduction passing through a single-cell zygote stage and the high kinship that entails. Sex serves to maintain higher levels of cooperation and lower levels of within-organism change. Fixed size may help organisms reduce conflict among cells.",2,"MA255","","","",""
"143","X.ISI.000302779600008","Individual variation and the resolution of conflict over parental care in penduline tits","van Dijk, Rene E. and Szekely, Tamas and Komdeur, Jan and Pogany, Akos and Fawcett, Tim W. and Weissing, Franz J.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",279,"1735","1927-1936",2012,"10.1098/rspb.2011.2297","Eurasian penduline tits (Remiz pendulinus) have an unusually diverse breeding system consisting of frequent male and female polygamy, and uniparental care by the male or the female. Intriguingly, 30 to 40 per cent of all nests are deserted by both parents. To understand the evolution of this diverse breeding system and frequent clutch desertion, we use 6 years of field data to derive fitness expectations for males and females depending on whether or not they care for their offspring. The resulting payoff matrix corresponds to an asymmetric Snowdrift Game with two alternative evolutionarily stable strategies (ESSs): female-only and male-only care. This, however, does not explain the polymorphism in care strategies and frequent biparental desertion, because theory predicts that one of the two ESSs should have spread to fixation. Using a bootstrapping approach, we demonstrate that taking account of individual variation in payoffs explains the patterns of care better than a model based on the average population payoff matrix. In particular, a model incorporating differences in male attractiveness closely predicts the observed frequencies of male and female desertion. Our work highlights the need for a new generation of individual-based evolutionary game-theoretic models.",2,"MA143","","","",""
"45","X.ISI.000407391900010","Small-scale spatial variability in the distribution of ectomycorrhizal fungi affects plant performance and fungal diversity","Livne-Luzon, Stav and Ovadia, Ofer and Weber, Gil and Avidan, Yael and Migael, Hen and Glassman, Sydney I. and Bruns, Thomas D. and Shemesh, Hagai","ECOLOGY LETTERS","1461-023X",20,"9","1192-1202",2017,"10.1111/ele.12816","The effects of spatial heterogeneity in negative biological interactions on individual performance and species diversity have been studied extensively. However, little is known about the respective effects involving positive biological interactions, including the symbiosis between plants and ectomycorrhizal (EM) fungi. Using a greenhouse bioassay, we explored how spatial heterogeneity of natural soil inoculum influences the performance of pine seedlings and composition of their root-associated EM fungi. When the inoculum was homogenously distributed, a single EM fungal taxon dominated the roots of most pine seedlings, reducing the diversity of EM fungi at the treatment level, while substantially improving pine seedling performance. In contrast, clumped inoculum allowed the proliferation of several different EM fungi, increasing the overall EM fungal diversity. The most dominant EM fungal taxon detected in the homogeneous treatment was also a highly beneficial mutualist, implying that the trade-off between competitive ability and mutualistic capacity does not always exist.",2,"MA45","","","",""
