abstract.id,row.id,TaskforceAllocation,FulltextTopicIdentifier,FulltextReviewer.initial,title,author,journal,volume,number,pages,year,doi,Timestamp,FulltextReviewer,StudyType,InteractionType,Scale,SpeciesInteracting,TraitDescription,SpeciesTraitVariation,GeneticNotes,What.is.the.scale.of.the.shift,Is.there.a.shift.in.the.interaction,What.is.the.direction.of.shift,What.factors.are.driving.that.shift,What.is.the.ecological.impact.of.the.interaction.and.shift.of.that.interaction,Is.there.a.connection.to.the.NC3,Reviewer.notes,Reviewer.outstanding.concerns,ReviewerDecision,ReviewerDecisionReason,ReviewerDecision.checked.by,FinalDecision,FinalDecisionReason,FinalDecisionNotes
MA334,147,Modelling,n/a,MW,Social heterosis and the maintenance of genetic diversity,"Nonacs, P. and Kapheim, K.M.",Journal of Evolutionary Biology,20,6,2253-2265,2007,10.1111/j.1420-9101.2007.01418.x,11/29/2019 22:24:12,MW,Modelling/theory,Competition-cooperation,Intraspecific,,"Model is not specific, but they mention several examples, e.g. skills, trophic polymorphisms, parasite resistance",,"assume fully heritable trait, single locus with two or more alleles",Group/patch within a randomly mating population,"It is assumed that individuals in mixed groups (with 2 or more alleles) have increased fitness. Therefore, these mutualistic interactions are only present with intraspecific variation. Without it, there is just competition.","Mutualistic to antagonistic, Antagonistic to mutualistic","Group size, fitness differences","Population dynamics, interaction with other species (e.g. prey, parasites)",social heterosis as a mechanism for the maintenance of genetic and trait variation,,,Yes,,NM,Include,,Agree with reviewer decision
MA338,149,Modelling,n/a,PT,Socially mediated speciation,"Hochberg, ME and Sinervo, B and Brown, SP",EVOLUTION,57,1,154-158,2003,10.1554/0014-3820(2003)057{[}0154:SMS]2.0.CO;2,01/09/2020 05:24,PT,Modelling/theory,Competition-cooperation,Intraspecific,n/a,behavioural phenotype,n/a,No,"Individuals, Populations","Yes, though it's more about the emergence of mutualism than antogonism.",Model; simply depends on values.,Social discrimination (which in turn depends on variability in the population),"Emergence of social grouping (into 'tribes', as the authors put it).",Yes.,,I'd not particularly say it was about antagnism -- but a useful model nonetheless.,Yes,,NM,Include,,"Agree with reviewer decision, spite/selfishness in social interactions sufficient to show interactions are considered along a m-a continuum"
MA5,3,Intraspecific,competition-cooperation,UE,A Hypervariable Invertebrate Allodeterminant,"Nicotra, M.L. and Powell, A.E. and Rosengarten, R.D. and Moreno, M. and Grimwood, J. and Lakkis, F.G. and Dellaporta, S.L. and Buss, L.W.",Current Biology,19,7,583-589,2009,10.1016/j.cub.2009.02.040,02/06/2020 05:15,UE,Experimental,Competition-cooperation,Intraspecific,Hydractinia symbiolongicarpus (Cnidaria),alleles (f vs. r) at locus alr1 and alr2,Hydractinia symbiolongicarpus (Cnidaria),"yes: 2 shared: fusion none shared: rejection  1 shared at alr2: initial fuse, but separation after 1-3 days (type I) 1 shared at alr1: initial fuse 1-4 days, then cyles of rejection and (re)fusion (type II)","Individuals, although individual is not quite correct, as one ""individual"" is likely a colony of Cnidarians, if I understand correctly; also, they can fuse, so two ""individuals"" become one",yes,"Both: two neighbours: either they fuse, or they fight (or occssionaly, a circle of initial fusion and then rejection)",alleles,???,yes; individual differences,mechanism of recognition foreign cells; on the genetic level elucidated,no,Yes,,NM,Include,,Agree with reviewer decision
MA162,75,Interspecific,plant-animal,NC,Gender- and sequence-dependent predation within group colonizers of defended plants: a constraint on cheating among bark beetles?,"Aukema, BH and Raffa, KF",OECOLOGIA,138,2,253-258,2004,10.1007/s00442-003-1433-y,01/06/2020 10:11,NC,Experimental,Competition-cooperation,Intraspecific,"Ips pini, Thanasimus dubius",predation reduces the effciciency of cheating,Ips pini,No,Individuals,No,Antagonistic to mutualistic,Predation,Propensity to colonize instead of follow and use provided resources,Yes,,Measures are based on survival - no behaviour/inheritance implied,Maybe,There is no evidence of trait variation,NM,Include,,"Considered trait variation in cooperative breeding strategy (searching v cheating search strategy); Predation pressure disproportionately effects cheaters so intraspecific breeding interactions become more cooperative, less exploitative. "
MA39,20,Intraspecific,competition-cooperation,ET,"Capuchin monkeys (Sapajus {[}Cebus] apella) play Nash equilibria in dynamic games, but their decisions are likely not influenced by oxytocin","Smith, Mackenzie F. and Leverett, Kelly L. and Wilson, Bart J. and Brosnan, Sarah F.",AMERICAN JOURNAL OF PRIMATOLOGY,81,4,NA,2019,10.1002/ajp.22973,11/21/2019 22:18:28,ET,Experimental,Competition-cooperation,Intraspecific,Sapajus (Cebus) apella,Behavioural phenotype (decision making),,No,Individuals,Yes,Mutualistic to antagonistic,Social,Reproductive success / Dominance,Yes,,,Yes,,NM,Include,,Agree with reviewer decision
MA78,37,Modelling,n/a,PT,Cooperation and conflict in the evolution of multicellularity,"Michod, RE and Roze, D",HEREDITY,86,1,01-Jul,2001,10.1046/j.1365-2540.2001.00808.x,12/09/2019 10:53,PT,Modelling/theory,Competition-cooperation,Intraspecific,n/a,"mutation rate, group size (N), propagule size",There's only really one species,No,"Individuals, Populations","Yes, sort of.  It's mainly about whether to be a single cell or have multi-cellularity though, so the antagonism is not refered to as such (but in a way could appear in the form of the PD game).",Antagonistic to mutualistic,Mainly mutation rate,Going to a multicellur organism (with group benefits that outweigh the benefit of operating alone).,Not really -- unless you regard multicellularity as a type of social niche!,,n/a,Yes,,NM,Include,,Agree with reviewer decision
MA201,91,Modelling,n/a,PT,Individual variation behind the evolution of cooperation,"Barta, Zoltan",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,371,1687,NA,2016,10.1098/rstb.2015.0087,12/13/2019 5:59:19,PT,Review,Competition-cooperation,Intraspecific,n/a,"Various: variation in potential to remain in the interaction, variation in state, parental care decisions (alternate vs sequential), uncertainty over partner's state, etc.",The focal species,No.,"Individuals, Populations",Not really -- it's about the cooperations spectrum rather than antagonism per se.,"Review mainly of theory, so both ways (but just wrt cooperation)","ecological, abiotic, social, mutational",It's focused on cooperation rather than identifying other (ecological) impacts,To some degree,,Mainly just the concern that it's about cooperation; not about antagonism,Maybe,Not about the antagonism part; just about evol of cooperation.,NM,Include,,"Considering it sufficent to be referring to cooperation as evoluing in the context of competition based natural selection, to be considered on the competition-cooperation continuum"
MA2,1,Interspecific,plant-animal,CM,A common framework for identifying linkage rules across different types of interactions,"Bartomeus, Ignasi and Gravel, Dominique and Tylianakis, Jason M. and Aizen, Marcelo A. and Dickie, Ian A. and Bernard-Verdier, Maud",FUNCTIONAL ECOLOGY,30,12,1894-1903,2016,10.1111/1365-2435.12666,12/11/2019 02:37,CM,"Modelling/theory, Review",Consumer-resource,Interspecific,NA,"body size; incisive strength dry matter content; pollinator tongue length, plant nectar  ",in both (modelling of trait-matching),NA,"Individuals, Species",yes,"Mutualistic to antagonistic, Antagonistic to mutualistic",trait variation and trait matching,"ecosystem functioning, architecture of biodiversity",NA,,,Yes,,NM,Include,,Agree with reviewer decision
MA18,9,Interspecific,predator-prey,CM,Antagonistic evolution in an aposematic predator-prey signaling system,"Speed, Michael P. and Franks, Daniel W.",EVOLUTION,68,10,2996-3007,2014,10.1111/evo.12498,12/11/2019 02:58,CM,Modelling/theory,Consumer-resource,Interspecific,NA,"apperance and toxicity level of prey, which influences predator decision making",prey,locus and alleles assumed,"Individuals, Populations",Yes,Mutualistic to antagonistic,toxicity and aposematic signaling of prey,environmental heterogeneity can drive evolutionary antagonism,potentially,NA,NA,Yes,,NM,Include,,Agree with reviewer decision
MA92,44,Interspecific,plant-animal,CM,Direct and indirect effects of pollinators and seed predators to selection on plant and floral traits,"Cariveau, D and Irwin, RE and Brody, AK and Garcia-Mayeya, LS and von der Ohe, A",OIKOS,104,1,15-26,2004,10.1111/j.0030-1299.2004.12641.x,12/11/2019 04:06,CM,Experimental,Consumer-resource,Interspecific,"plant: Castilleja linariaefolia; pollinators: Selasphorus platycerus and S. rufus (hummingbirds): florivores/seed predators: Platyptila pica (plume moth), Phytomyza spp. (fly)","calyx length, flower production, plant height -> influence pollination success",plant,,Individuals,Yes,"Mutualistic to antagonistic, Antagonistic to mutualistic",flower traits are selected by pollinators and seed-predators,change in reproductive success of a plant,NA,Species interactions of more than 2 species - makes it quite complex,NA,Yes,,NM,Include,,Agree with reviewer decision
MA60,27,Interspecific,plant-animal,CM,Competing for seed dispersal: evidence for the role of avian seed hoarders in mediating apparent predation among oaks,"Pesendorfer, Mario B. and Koenig, Walter D.",FUNCTIONAL ECOLOGY,31,3,622-631,2017,10.1111/1365-2435.12770,12/11/2019 03:51,CM,Observational,Consumer-resource,Interspecific,"plants: Quercus lobata, Q. agrifolia, Q. douglasii; birds: Aphelocoma californica and Melanerpes formicivorus",seed crop size and acorn availability,plants,NA,"Individuals, Landscape-wide seed availability",Yes,Mutualistic to antagonistic,seed availability affects seed dispersal quality of Aphelocoma californica,apparent predation can arise from contrasting responses of seed predators to acorn availability,NA,"Traits of both players need to be considered, tree trait: seed availability; bird trait: seed predation dynamimcs","quite complex, as there are multiple players (3 tree and 2 bird species) which interact",Yes,,NM,Include,,Agree with reviewer decision
MA183,83,Modelling,n/a,PT,Host-parasite dynamics lead to mixed cooperative games,"Stopka, Pavel and Johnson, Dominic D. P.",FOLIA ZOOLOGICA,61,03-Apr,233-238,2012,NA,12/12/2019 21:08,PT,Modelling/theory,Competition-cooperation,Intraspecific,n/a,"Payoffs, which depend on parasite loads, efficiency of grooming and the mobility of parasites.","The host ... but it's not really that a trait varies.  It's more that all individuals use the same evolved settings, but then have different parasite loads, so may behave differently -- and this could lead to cooperation.",No,Not really; just about whether to cooperate or not,"No, just cooperation really (although they address it in terms of the Prisoner's Dilemma)",,Ecological: parasite load changes the payoffs..,Alterations in parasite load,I don't think so.,,"There's not really antagonism, it's more about whether to cooperate or not.  The difference in 'trait' comes about not through inherent differences in the individuals, but thier parasite loads.  The authors don't seem to know the literature well and pitch things a bit weirdly (e.g., having individuals cooperate with 50% probability in the first interaction, rather than that level evolving).  So, it's not great!",Maybe,See answer to Q16,NM,Include,,"Considered that variation in grooming behaviour influences the level of cooperation, where cooperation is discussed in the context of Prisoner's Dilemma (self-interested competition) (note: issues with the study may be addressed in the review)"
MA217,100,Modelling,n/a,KJB,Intra-group relatedness affects parental and helper investment rules in offspring care,"Savage, J.L. and Russell, A.F. and Johnstone, R.A.",Behavioral Ecology and Sociobiology,67,11,1855-1865,2013,10.1007/s00265-013-1595-5,2/27/2020 2:21:23,KJB,Modelling/theory,Competition-cooperation,Intraspecific,NA,Investment in offspring rearing,NA,No (but relatedness between individuals is considered as a factor affecting optimal investment),Individuals,"Somewhat, it shows different degrees of helper investment in offspring rearing.",Depends on what direction relatedness moves,social,Total number of offspring produced,"Somewhat, dominant and helpers fulfill different roles in the group. Also, individuals are expected to invest more or less depending on their relatedness (and the variation in relatedness in the group)",No,No,Maybe,There is no evidence of trait variation,NM,Include,,"Considering the degree of relatedness as the level of genetic (and phenotypic) variation within a group, in the context of cooperation-conflict in group breeding context"
MA395,180,Intraspecific,male-female,CF,Transitivity and structural balance in marmot social networks,"Wey, Tina W. and Jordan, Ferenc and Blumstein, Daniel T.",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,73,6,NA,2019,10.1007/s00265-019-2699-3,3/29/2020 1:51:33,CF,Observational,Competition-cooperation,Intraspecific,"yellow-bellied marmots, Marmota  flaviventer ",different types of affiliative or agonistic interactions,M. flaviventer,No,Individuals,"it looks at both types or interactions, but not a shift",no direction specified,"unclear, mostly social I guess",NA,"they recored individual behaviour for social network analysis, but do not particularly consider individual differences, so only spurious connection to the NC3",,"They are not such much interested in individual variation and its causes as in network structure, i.e. balance and transitivity",Maybe,There is no evidence of trait variation,NM,Include,,"Considered social affiliation as the trait, i.e. interpreting this as a social interaction between marmot X - marmot Y (cooperative-antagonistic), trait that varies is social affiliation (Y's social connection to marmot Z can be +ve or -ve), interaction shifts because transitivity (if Y has +ve connection with Z, the X-Y interaction is more cooperative, and vice versa). "
MA331,145,Intraspecific,male-female,CF,Social cohesion in yellow-bellied marmots is established through age and kin structuring,"Wey, Tina W. and Blumstein, Daniel T.",ANIMAL BEHAVIOUR,79,6,1343-1352,2010,10.1016/j.anbehav.2010.03.008,3/29/2020 1:57:57,CF,Observational,Competition-cooperation,Intraspecific,"yellow-bellied marmots, Marmota flaviventris",social interactions,M. flaviventris,No,Individuals,"affiliative and antagonistic interactions are recorded, but not the shift",No direct shifts observed,"not specified, mostly social I would guess",NA,"They look at the shift in interactions quality with age, sex and kinship, but less due to individual qualities beyond that",Variation in the behavioural traits are not really analysed here,"While individual differences are recorded they are fed into network analysis and shift in interaction quality are analysed due to age, sex and kinship and less so due to individual differences",Maybe,There is no evidence of trait variation,NM,Include,,"Considering 'tendency to initiate and receive interactions' as the trait that varies with age/sex/size, and this influences whether cooperative social interaction are formed"
MA73,33,Interspecific,host-symbiont,LKL,Context-dependent interactions of insects and defensive symbionts: insights from a novel system in siricid woodwasps,"Hajek, A.E. and Morris, E.E. and Hendry, T.A.",Current Opinion in Insect Science,33,NA,77-83,2019,10.1016/j.cois.2019.03.006,01/01/2020 03:00,LKL,Review,Host-symbiont,Interspecific,"wood- wasps (Siricidae), their fungal symbionts (Amylostereum), and parasitic Deladenus nematodes",dimorphic nematode can be mycophagous (feeding on fungal symbionts within tree where the host inhabit) or parasitic (bore into host at larval stage and the females are used as vectors),Deladenus nematodes (the parasite),"Probably, judging by the references ","Individuals, Populations",This review referred to two other studies suggesting that symbiont infection could be costly for the host when the parasitoids are absent.,"Mutualistic to antagonistic, Antagonistic to mutualistic, antagonistic (parasitism) <-> commensalism (parasite feeding on the symbiont and use the host as vector)",species or strain of their fungal symbiont; condition of dwelling tree (extra evidence: mycophagous nematodes turn into parasitic form under high CO2 and low pH in vitro),Nutrient cycles/energy flow/succession(?): Wood degradation process (habitats of other animals within the tree; fungal diversity,Yes,NA,NA,Yes,,NM,Include,,Agree with reviewer decision
MA157,72,Interspecific,host-symbiont,JW,From pattern to process: Species and functional diversity in fungal endophytes of Abies beshanzuensis,"Yuan, Z.-L. and Rao, L.-B. and Chen, Y.-C. and Zhang, C.-L. and Wu, Y.-G.",Fungal Biology,115,3,197-213,2011,10.1016/j.funbio.2010.11.002,1/28/2020 2:50:50,JW,Observational,Host-symbiont,Interspecific,Baishan fir (Abies beshanzuensis) and its endophytic fungi,Defensive traits,endophytic fungi species,Diversity in laccase genes contributes to ability to decompose needles,"Individuals, Species","Not specifically, but mentions it is possible",Mutualistic to antagonistic,"Ecological, genetic",Functional variation (and complementarity) in the fungal community may increase host fitness and optimize ecological processes and ecosystem functioning,Yes,NA,"This paper speculated that trait variation may drive a shift in the interaction between commensal to parasite, but it as not shown here",Maybe,There is no shift in the quality of the interaction,NM,Include,,"Considered that there is a lot of intraspecific variation in chemical traits, is presented in the context that this can shift between providing benefits to the host tree and being a decomposer/parasite (see Introduction re: ligninolytic enzymes)"
MA270,121,Interspecific,host-symbiont,JW,"Parasitism, personality and cognition in fish","Barber, I. and Mora, A.B. and Payne, E.M. and Weinersmith, K.L. and Sih, A.",Behavioural Processes,141,NA,205-219,2017,10.1016/j.beproc.2016.11.012,1/29/2020 3:03:30,JW,Review,Host-symbiont,Interspecific,Teleost fish and many types of parasites,Behavioral variation,Hosts,,Individuals,Yes,Infection susceptibility (antagonistic),"ecological, social",Parasitism may effect the ecology and evolution of behavior,Yes,NA,No,Yes,,NM,Include,,"Agree with reviewer decision, review covers individual variation in behavioural traits that influence intraspecific social interactions and their (cooperative-competitive balance)"
MA411,192,Interspecific,host-symbiont,NC,"Wolbachia requirement for oogenesis: occurrence within the genus Asobara (Hymenoptera, Braconidae) and evidence for intraspecific variation in A-tabida","Dedeine, F and Bouletreau, M and Vavre, F",HEREDITY,95,5,394-400,2005,10.1038/sj.hdy.6800739,01/06/2020 09:52,NC,"Observational, Experimental",Host-symbiont,Both,"Asobara wasps, Wolbachia",Species and strain genotypes,Asobara wasps,Between-population differences,"Populations, Species",Continuum of emancipation from symbionts,Obligate symbiosis to no symbiosis,phylogeny (co-evolution?),Potential development of resistance of antibiotics,Yes,,"Only yes/no, not variation within populations. The variation shown has no fitness effects. Fitness is always symbiont-dependent.",Yes,,NM,Include,,Agree with reviewer reasoning
MA156,71,Intraspecific,competition-cooperation,ET,Friend or foe: Inter-specific interactions and conflicts of interest within the family,"De Gasperin, O. and Kilner, R.M.",Ecological Entomology,40,6,787-795,2015,10.1111/een.12259,11/22/2019 1:13:09,ET,Experimental,Host-symbiont,Interspecific,"Poecilochirus carabi, Nicrophorus vespilloides",The duration of the mite’s life cycle closely matches the duration of parental care of the burying beetles.,Both,Strategies are inherited.,Species,Yes,"Mutualistic to antagonistic, Antagonistic to mutualistic",Density of parasite,High densities of parasites reduce reproductive success of beetles,No,,,Yes,,NM,Include,,Agree with reviewer decision
MA265,118,Interspecific,host-symbiont,RR,"Origins, Evolution, and Breakdown of Bacterial Symbiosis","Sachs, J.L.",Encyclopedia of Biodiversity: Second Edition,NA,NA,637-644,2013,10.1016/B978-0-12-384719-5.00382-8,03/02/2020 06:51,RR,Review,Host-symbiont,Interspecific,NA,NA,NA,NA,NA,"No, it just states a hypothesis about origins of bacterial mutualisims that mutualists would have come about from parasitic ancestors that have evolved to be less harmful over time to the point that beneficial interactions could evolve with hosts and that this could occur with the evolutionary shifts from horizontal to vertical transmissions. But it is not well tested and proved by the kind of analysis in the review because of sparse sampling size. also there is very little evidence to support the idea that cheaters evolve within bacterial mutualist populations and drive transitions from mutualism to parasitism in the context of evolutionary breakdown of mutualisms over time.",hypotheses are mentioned about transitions in both directions but not backed up with enough evidence or proofs,it is hypothesized that evolutionary shift from horizontal to vertical tranmissions can lead to evolution of mutualists fro parasitic relations (not properly proved) . Also it is hypothesized that Evolution of cheaters could lead to mutualism breakdown by transition from mutualism to parasitism but no enough evidence.,NA,NA,No,No,Maybe,"There is no evidence of trait variation, only hypotheses are given without enough evidences",NM,Include,,"Considering the discussion of cheater v cooperative types to represent trait variation, and the mechanisms controling quality of the interaction check with MW to be relevant to m-a shifts (under the section 'The Evolutionary Maintenance of Bacterial Mutualism')"
MA310,138,Interspecific,host-symbiont,RR,Rethinking Mutualism Stability: Cheaters and the Evolution of Sanctions,"Frederickson, Megan E.",QUARTERLY REVIEW OF BIOLOGY,88,4,269-295,2013,10.1086/673757,3/14/2020 3:28:06,RR,Review,Host-symbiont,Interspecific,"Yucca-yucca moth, fig-figwasps and legume-rhizobium mutualism",NA,"NA, It broadly discuss that host plants impose selection for cooperative traits but doesnot discuss about variation in these particular traits",NA,NA,"no shift in mutualism- antagonism but says about cheaters in these mutualisms and if cheaters and sanctions coevolve in these mutualisms , but very little evidence for this",NA,NA,NA,NA,no,no,Maybe,"There is no evidence of trait variation, There is no shift in the quality of the interaction, paper tries to see if cheaters and sanctions coevolve in mutualisms",NM,Include,,"Considering their dicussion of the role of cheaters and cooperators in fig-wasps, and the review of mechanisms that control the precense of cheating phenotypes to be relevant to shifts along the m-a continuum"
MA377,171,Modelling,n/a,MW,The fundamental role of competition in the ecology and evolution of mutualisms,"Jones, Emily I. and Bronstein, Judith L. and Ferriere, Regis",NA,1256,NA,66-88,2012,10.1111/j.1749-6632.2011.06552.x,12/04/2019 00:31,MW,Review,Host-symbiont,Interspecific,NA,investment in mutualism,NA,not really discussed,Species,"They discuss two potentially relevant scenarios: 1) In some cases, mutualists are at the same time engaged in interspecific competition (e.g. for butterflies engaged in Müllerian mimicry or for species performing interspecific group foraging). They argue that it depends on many factors whether the net effect of the interaction is positive or negative, but do not explicitly discuss the role of intraspecific trait variation here. 2) Variation in mutualist quality, in particular the presence of exploiters, may promote the long-term stability of the mutualism. The amount of intraspecific variation and the strength of competition may determine the direction of evolution on the mutualist-antagonist continnum.",both directions potentially possible,They argue that resource competition could be an important factor.,NA,Not so clear.,NA,"This is a review, so we would need to look up some of the original papers. I will include the ones that appear most relevant in the additional papers spreadsheet.",Yes,,NM,Include,,Agree with reviewer decision
MA160,74,Interspecific,plant-animal,NC,Functional consequences of plant-animal interactions along the mutualism-antagonism gradient,"Rodrguez-Rodrguez, M.C. and Jordano, P. and Valido, A.",Ecology,98,5,1266-1276,2017,10.1002/ecy.1756,01/07/2020 05:46,NC,Observational,Host-symbiont,Interspecific,"Isoplexis canariensis, mutualists and antagonists",centrality in the mating network allows more mutualist,Isoplexis canariensis,no,Individuals,yes,Mutualistic to antagonistic,distance to conspecifics,higher reproductive success via higher levels of mutualism for more central plants,yes,spatial rather than phenotypic/genetic determination of the shift,,Yes,,NM,Include,,"Agree with reviewer decision, defining the trait is tricky, but within-species variation assocaited with mutualistic-antagonistic variation is clear."
MA200,90,Intraspecific,male-female,CF,Individual variation and the resolution of conflict over parental care in penduline tits,"van Dijk, R.E. and Szkely, T. and Komdeur, J. and Pogny, A. and Fawcett, T.W. and Weissing, F.J.",Proceedings of the Royal Society B: Biological Sciences,279,1735,1927-1936,2012,10.1098/rspb.2011.2297,3/26/2020 22:03:46,CF,"Observational, combined with mathematical modelling of the data",Male-female,Intraspecific,"Penduline tit, Remiz pendulinus","behaviour, condition, attractiveness",R. pendulinus,No,Individuals,kind of,can take on both directions,"mostly social, but also ecological",none as far as I can tell,Yes it seems,this is about parental care and the individuals decision to desert or care for a clutch of eggs,NA,Yes,,NM,Include,,Agree with reviewer decision
MA236,110,Intraspecific,male-female,JW,Male reproductive skew is higher in bonobos than chimpanzees,"Surbeck, M. and Langergraber, K.E. and Fruth, B. and Vigilant, L. and Hohmann, G.",Current Biology,27,13,R640-R641,2017,10.1016/j.cub.2017.05.039,1/28/2020 23:02:25,JW,Observational,Male-female,Intraspecific,Non-interacting species: bonobos (Pan paniscus) and chimpanzees (Pan troglodytes),reproductive skew,Non-interacting species: bonobos (Pan paniscus) and chimpanzees (Pan troglodytes),"No, but the authors make the argument that reproductive skew is species-specific",Populations,Yes,"Mutualistic to antagonistic, Depending on the order of the species considered, bonobos to chimps",social,evolution of social and mating systems,Yes,NA,No,Yes,,NM,Include,,Agree with reviewer decision
MA271,122,Intraspecific,parent-offspring,CF,Parental care: Adjustments to conflict and cooperation,"Trillmich, F.",Animal Behaviour: Evolution and Mechanisms,NA,NA,267-298,2010,10.1007/978-3-642-02624-9_10,3/28/2020 21:40:53,CF,Review,Male-female,Intraspecific,Review of parental care in mostly mammals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This was actually a chapter, so I only had access to the first two pages. It seems the chapter was concered with the shift in cooperation and conflict though in parental care. I guess we could ask Fritz Trillmich for a copy of the chapter, but hard to say how much individuality there is in that chapter as it sounded like a species-level comparison to me. ",Maybe,Full-text not accessible/not in English or German,NM,Include,,"Fulltext located, chapter addresses within-species variation in trait-state that shift male-female and parent offspring interactions"
MA319,141,Intraspecific,male-female,JW,Sexual conflict predicts morphology and behavior in two species of penduline tits,"Van Dijk, R.E. and Pogny, . and Komdeur, J. and Lloyd, P. and Szkely, T.",BMC Evolutionary Biology,10,1,NA,2010,10.1186/1471-2148-10-107,1/29/2020 18:14:43,JW,Observational,Male-female,Intraspecific,"Eurasian penduline tit (Remiz pendulinus), Cape penduline tit (Anthoscopus minutus)",parental care (sexual conflict over care),"Eurasian penduline tit (Remiz pendulinus), Cape penduline tit (Anthoscopus minutus)","The paper compares the trait across and within species, implying there is a genetic basis to the trait.","Individuals, Species",Yes,"Mutualistic to antagonistic, This question is confusing and context-dependent","Ecological, social","speciation, breeding systems, and the evolution of behavior and morphology",Yes,NA,No,Yes,,NM,Include,,Agree with reviewer decision
MA320,142,Intraspecific,male-female,BC,"Sexual conflict, ecology, and breeding systems in shorebirds","Szkely, T. and Thomas, G.H. and Cuthill, I.C.",BioScience,56,10,801-808,2006,10.1641/0006-3568(2006)56[801:SCEABS]2.0.CO;2,12/17/2019 15:34:06,BC,"Experimental, Review",Male-female,Intraspecific,,brooding / care of young,Kentish plover,no,Individuals,not within an individual,,adult sex ratio,possibility to remate,"yes niche choice, conformance ",it is a review summarizing multiple papers of the authors,it is not clear whether the trait varies among individuals only or within an individual,Maybe,"There is no shift in the quality of the interaction, as mentioned above not clear whether there is a trait shift within an individual",NM,Include,,"Considering the 'ability to find a mate' as the trait that varies (conspicuously between males and females here), that shifts the level of cooperation-conflict on the individuals within a pair"
MA321,143,Intraspecific,male-female,CF,Sexual cooperation relies on food controlled by females in agromyzid flies,"Ge, J. and Wei, J. and Tao, Y. and Kang, L.",Animal Behaviour,149,NA,55-63,2019,10.1016/j.anbehav.2019.01.001,3/24/2020 20:33:57,CF,Experimental,Male-female,Intraspecific,"pea leafminer, Liriomyza huidobrensis",food availability,pea leafminer,no,Individuals,"potentially, the antagonism is not cleary defined here","Antagonistic to mutualistic, can actually potentially go in both direction, depending on starvation status of males","abiotic, food availability, but this is dependent on female behaviour, so partly also social","not mentioned but these leafminers feed by puncturing bean plants, so potential ecological impact","not clear, I would say barely",,"I think the individual level is not strictly carved out. They created starved and non-starved male groups, if that is enought, then maybe the individuality criterium is covered",Yes,,NM,Include,,Agree with reviewer decision
MA215,99,Intraspecific,male-female,CF,Intra- and Intersexual Conflicts and Cooperation in the Evolution of Mating Strategies: Lessons Learnt From Ungulates,"Bro-Jrgensen, J.",Evolutionary Biology,38,1,28-41,2011,10.1007/s11692-010-9105-4,03/03/2020 20:36,MW,Review,Male-female,Intraspecific,Focus on various ungulate species,"Discusses various traits, but most relevant is male competitive ability and attractiveness ",ungulates,"Not much discussed, but mentions good-genes benefits of female mate choice.","Individuals, Populations","Yes, discusses cases where male-female, male-male, or female-female interactions are competitive or cooperative.",Depends,"e.g. resource dispersion, predation risk",NA,"Relation to variation in mating strategies within species, social niches.","Important insights: ""Variation in male competitive ability promotes female choosiness, which can enhance sexual conflicts with non-preferred males but promote cooperation with preferred males."" Formation of leks represents cooperation within and between sexes. The shift between conflict and cooperation is mostly between individuals, but one can also argue that the evolution of lekking represents a shift of the whole population.",NA,Yes,,NM,Include,,Agree with reviewer decision
MA246,113,Intraspecific,competition-cooperation,UE,Models of density-dependent genic selection and a new rock-paper-scissors social system,"Sinervo, Barry and Heulin, Benoit and Surget-Groba, Yann and Clobert, Jean and Miles, Donald B. and Corl, Ammon and Chaine, Alexis and Davis, Alison",AMERICAN NATURALIST,170,5,663-680,2007,10.1086/522092,02/07/2020 07:53,UE,"Observational, Experimental, Modelling/theory, Review",Male-female,Intraspecific,"Lacerta vivipara, and genus Uta","3 alleles (o,y, b)","Lacerta vivipara, and genus Uta","yes, three alleles, single locus, but also three recognition genes which are physically not linked (""coupled by correlational selection into a social supergene"")",Individuals,"yes, the different alleles are coupled to different behaviours, one is cooperative, the others are not","cyclic (rock, paper, scissors)",negative frequency depenent selection,ever changing frequencies of a particular morph (but stable cycles),"yes, different genes and different behavioural (social) niches",,it is cyclic- very cool,Yes,,NM,Include,,Agree with reviewer decision
MA375,169,Intraspecific,competition-cooperation,BC,The extended personality: indirect effects of behavioural syndromes on the behaviour of others in a group-living cichlid,"Hamilton, Ian M. and Ligocki, Isaac Y.",ANIMAL BEHAVIOUR,84,3,659-664,2012,10.1016/j.anbehav.2012.06.022,12/23/2019 19:08:52,BC,Experimental,Male-female,Intraspecific,NA,Agressive /submissive behaviour,Neolamprologus pulcher,no,,"no, is not investigated. ",,NA,NA,niche conformance,NA,NA,Maybe,There is no shift in the quality of the interaction,NM,Include,,"Considered the intraspecific trait variation to be the level of aggression between indivduals, and this alters the level of competition-cooperation within the social groups"
