"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"236","X.ISI.000177589000014","Contrasting effects of Wolbachia on cytoplasmic incompatibility and fecundity in the haplodiploid mite Tetranychus urticae","Perrot-Minnot, MJ and Cheval, B and Migeon, A and Navajas, M","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X",15,"5","808-817",2002,"10.1046/j.1420-9101.2002.00446.x","Recent studies on Wolbachia-induced incompatibility in haplodiploid insects and mites have revealed a diversity of cytoplasmic incompatibility (CI) patterns among host species. Here, we report intraspecific diversity in CI expression among four strains of the arrhenotokous mite Tetranychus urticae and in T. turkestani. Variability of CI expression within T. urticae ranged from no CI to complete CI, and included either female embryonic mortality or male conversion types of CI. A fecundity cost attributed to the infection with the high-CI Wolbachia strain was the highest ever recorded for Wolbachia (-80 to -100\% decrease). Sequence polymorphism at a 550-bp-portion of Wolbachia wsp gene revealed two clusters distant by 21\%, one of which included three Wolbachia strains infecting mite populations sampled from the same host-plant species, but showing distinct CI patterns. These data are discussed in the light of theoretical predictions on the evolutionary pathways followed in this symbiotic interaction.",2,"MA236","","","",""
"248","X.ISI.000074332100007","Competition in a group of equal foragers","Rita, H and Ranta, E","AMERICAN NATURALIST","0003-0147",152,"1","71-81",1998,"10.1086/286150","Using techniques from renewal process theory, we build a stochastic model for gain accumulation in a group of equal competitors foraging in a patchy environment. The model for gain of the individuals is based on the waiting times between subsequent prey encounters by the group. These waiting times depend on the number of foragers in the group. A single parameter of this dependency encompasses a variety of foraging scenarios, from cooperation to scramble. With constant patch size, correlations between gains of any pair of foragers are negative. This dependency is most intense in small groups. Increased variation in patch size makes correlations in gains between group members positive irrespective of the group size. For a solitary forager, variance in gain approaches zero with increasing time in the patch. For an individual member in a group, variance grows monotonically. Thus, depending on the patch departure rule controlling the time to be spent in the patch, solitary foragers may have a smaller variance in gain than members in a group. As solitary foragers also potentially harvest all prey in the patch, it is hard to believe that grouping behavior would evolve solely on the basis of foraging.",2,"MA248","","","",""
"257","X.ISI.A1996WA30300010","Policing and group cohesion when resources vary","Frank, SA","ANIMAL BEHAVIOUR","0003-3472",52,"6","1163-1169",1996,"10.1006/anbe.1996.0263","The transition from competing individuals to cooperative groups has occurred several times in evolutionary history. The puzzle is why selfish individuals did not subvert cohesive group behaviour by taking resources without contributing to the group's overall success. Kin selection and reciprocal altruism are the two standard explanations for group cohesion. But many groups have evolved into cooperative units when relatedness was low and opportunities were limited for the strategic alliances required for reciprocity. A new theory was recently proposed in which individuals invest some of their resources into repressing competition between group members. Such policing increases the fair distribution of resources in the group and enhances group cohesion. The surprising aspect of this theory is that low relatedness is more conducive to the spread of policing traits than is high relatedness. Here a new explanation is developed of the biological processes that favour policing. The model is then extended in two ways. First, more realism is added to the theory by accounting for the full range of costs and benefits associated with competitive and cooperative traits within groups. Second, another surprising result is introduced about cooperative evolution. Small variations in individual vigour or resources can lead to large variations in individual contributions to policing the group. Stronger individuals often invest all of their excess resources into policing, but weaker individuals do not contribute to group cohesion. (C) 1996 The Association for the Study of Animal Behaviour",2,"MA257","","","",""
"265","X.ISI.A1991FZ81200016","MALE SIZE AND FEMALE MATE CHOICE IN THE EASTERN MOSQUITOFISH (GAMBUSIA-HOLBROOKI, POECILIIDAE)","BISAZZA, A and MARIN, G","COPEIA","0045-8511",NA,"3","730-735",1991,"10.2307/1446400","In the western mosquitofish (Gambusia affinis), earlier studies demonstrated that females direct more cooperative behavior toward large males.  Female eastern mosquitofish (G. holbrooki), including virgin and male-deprived specimens, which were given the opportunity to visually discriminate between two potential mates, showed no sign of sexual receptivity, nor preference for male size.  Furthermore, when test females were allowed to choose between conspecifics, males and females spent three times as much time near females than near males.  These results indicate little propensity of females to mate, irrespective of their previous treatment.  When several males were placed with a female, the largest was usually able to monopolize access to her.  Females encouraged this process by following the dominant male more closely and were, thus, found to favor the larger, dominant individuals.  The diversity in mating strategy suggested by this study is further evidence in favor of the separation of the western and eastern mosquitofish at the species level.",2,"MA265","","","",""
"99","X.ISI.000346580100009","Manipulation of population density and food availability affects home range sizes of African striped mouse females","Schoepf, Ivana and Schmohl, Gabriela and Koenig, Barbara and Pillay, Neville and Schradin, Carsten","ANIMAL BEHAVIOUR","0003-3472",99,NA,"53-60",2015,"10.1016/j.anbehav.2014.10.002","An individual's home range determines its access to resources, significantly influencing its fitness. Food availability and population density are considered to be among the primary factors influencing home range sizes; however, no study has experimentally tested whether these two factors affect home range sizes independently. This is important as these two factors correlate significantly with each other, making it difficult to differentiate the effect of one from the other. First, we supplemented food to 23 female African striped mice, Rhabdomys pumilio, belonging to 15 different groups. To avoid an increase in population density by immigration, we also provided food to neighbouring groups. Although population density did not increase, female home range sizes decreased by 43.1\%. In a second experiment, we manipulated population density by removing entire social groups of striped mice. We carried out experiments within 7 weeks, a period short enough to control for a change in natural food availability. Experimental decrease of population density caused an increase of female home range sizes of 44.3\%. The degree of home range overlap between female striped mice was unaffected by supplemental feeding or by reduction of population density. However, female home range sizes were negatively affected by the total number of female neighbours, especially of heavier individuals. In addition, after removal, females significantly decreased their overlap with neighbouring breeding females indicating that competition with same-sex individuals shapes females' home ranges. This is the first comprehensive experimental field study demonstrating that an increase in food availability and a decrease in population density independently affect home range sizes of individuals. (C) 2014 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA99","","","",""
"190","X.ISI.000261034400009","The oldest fossil evidence of animal parasitism by fungi supports a Cretaceous diversification of fungal-arthropod symbioses","Sung, Gi-Ho and Poinar, Jr., George O. and Spatafora, Joseph W.","MOLECULAR PHYLOGENETICS AND EVOLUTION","1055-7903",49,"2","495-502",2008,"10.1016/j.ympev.2008.08.028","Paleoophiocordyceps coccophagus, a fungal parasite of a scale insect from the Early Cretaceous (Upper Albian), is reported and described here. This fossil not only provides the oldest fossil evidence of animal parasitism by fungi but also contains morphological features similar to asexual states of Hirsutella and Hymenostilbe of the extant genus Ophiocordyceps (Ophiocordycipitaceae, Hypocreales, Sordariomycetes, Pezizomycotina, Ascomycota). Because species of Hypocreales collectively exhibit a broad range of nutritional modes and symbioses involving plants, animals and other fungi, we conducted ancestral host reconstruction coupled with phylogenetic dating analyses calibrated with P. coccophagus. These results support a plant-based ancestral nutritional mode for Hypocreales, which then diversified ecologically through a dynamic process of intra- and interkingdom host shifts involving fungal, higher plant and animal hosts. This is especially evident in the families Cordycipitaceae, Clavicipitaceae and Ophiocordycipitaceae, which are characterized by a high occurrence of insect pathogens. The ancestral ecologies of Clavicipitaceae and Ophiocordycipitaceae are inferred to be animal pathogens, a trait inherited from a common ancestor, whereas the ancestral host affiliation of Cordycipitaceae was not resolved. Phylogenetic dating supports both a Jurassic origin of fungal-animal symbioses within Hypocreales and parallel diversification of all three insect pathogenic families during the Cretaceous, concurrent with the diversification of insects and angiosperms. Published by Elsevier Inc.",2,"MA190","","","",""
"220","X.ISI.000223916200013","Complex social behaviour can select for variability in visual features: a case study in Polistes wasps","Tibbetts, EA","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",271,"1551","1955-1960",2004,"10.1098/rspb.2004.2784","The ability to recognize individuals is common in animals; however, we know little about why the phenotypic variability necessary for individual recognition has evolved in some animals but not others. One possibility is that natural selection favours variability in some social contexts but not in others. Polistes fuscatus wasps have variable facial and abdominal markings used for individual recognition within their complex societies. Here, I explore whether social behaviour can select for variability by examining the relationship between social behaviour and variability in visual features (marking variability) across social wasp taxa. Analysis using a concentrated changes test demonstrates that marking variability is significantly associated with nesting strategy. Species with flexible nest-founding strategies have highly variable markings, whereas species without flexible nest-founding strategies have low marking variability. These results suggest that: (i) individual recognition may be widespread in the social wasps, and (ii) natural selection may play a role in the origin and maintenance of the variable distinctive markings. Theoretical and empirical evidence suggests that species with flexible nesting strategies have reproductive transactions, a type of complex social behaviour predicted to require individual recognition. Therefore, the reproductive transactions of flexible species may select for highly variable individuals who are easy to identify as individuals. Further, selection for distinctiveness may provide an alternative explanation for the evolution of phenotypic diversity.",2,"MA220","","","",""
"188","X.ISI.000260706600014","Playing styles and possible causative factors in dogs' behaviour when playing with humans","Toth, Lilla and Gacsi, Marta and Topal, Jozsef and Miklosi, Adam","APPLIED ANIMAL BEHAVIOUR SCIENCE","0168-1591",114,"3-4","473-484",2008,"10.1016/j.applanim.2008.02.011","Individual differences and causative factors could modify the behaviour of dogs in object related games played with a human partner. In a two-by-two within-subject design we observed 68 family dogs' behaviour when playing two different types of games (ball game and tugging) with two different play partners (owner or unfamiliar experimenter) ill order to categorize each dog's playing style. In all four conditions we have measured the following behavioural variables: tendency for possession, willingness to retrieve, behaviours related to fear/avoidance and aggression, and occurrence of play bows. We also calculated the relative duration of time when the dogs oriented ``outwards{''} from the play situation to the other non-interacting person (owner or ex peri me titer) during a session. Than we examined the effect of six factors on dog-human play behaviour: the familiarity of the play partner, the type of the game, the dogs' gender, age and breed, and the duration of daily active interaction between dog and owner. We used factor analysis to unfold the relationship among the recorded variables and revealed three factors that accounted for 63\% of the total variance. On Factor I variables measured in tugging with both the experimenter and owner had high loadings (labelled ``Motivation for tugging{''}). Factor 2 contained all variables measuring fear and avoidance (Fear/Avoidance), and Factor 3 consisted of variables measured ill ball game (Motivation for ball game). The cluster analysis of the dogs' individual factor scores classified them into 5 significantly different groups on the basis of their tendency to be involved in playing with a ball, a rag and to show fear/avoidance during the tests. Moreover, the gender (but not the age or breed) of the dogs and the duration of the daily active interaction with the owner had significant effects oil the distribution of dogs between the cluster groups. These results suggest that in play situations the behaviour of well socialized family dogs is influenced more by their motivation to play and to a certain extent by the level of fear than by the familiarity of the play partner or their possible general tendencies for cooperative or competitive behaviours. (C) 2008 Elsevier B.V. All rights reserved.",2,"MA188","","","",""
"168","X.ISI.000281711200005","Variance-Sensitive Green Woodhoopoes: A New Explanation for Sex Differences in Foraging?","Wright, Jonathan and Radford, Andrew N.","ETHOLOGY","0179-1613",116,"10","941-950",2010,"10.1111/j.1439-0310.2010.01811.x","Studies of cooperatively breeding birds rarely benefit from the extensive research on adaptive foraging behaviour, despite the potential for concepts such as state-dependent foraging to explain many aspects of behaviour in social groups. For example, sex differences in preferred foraging techniques used by green woodhoopoes, Phoeniculus purpureus, have previously been explained by sexual dimorphism in bill length and the benefits afforded by foraging specialization and niche differentiation within cooperative groups. Contrary to this argument, there were no sex differences in mean foraging success and/or prey size captured when males and females used the same foraging techniques. Subordinates of both sexes did experience lower and more varied foraging success compared with dominants, but probably only as a consequence of competition or inexperience. However, dominant males experienced greater variance in individual foraging success compared with dominant females, and dominant males also experienced greater variances in prey size when using their preferred foraging techniques. Dominant males therefore appeared to specialize in foraging techniques that provided more variable rewards, whilst dominant females consistently chose to minimize variation in reward. Dominant females also experienced less variance in foraging returns when using the same techniques as males, suggesting a possible link with sexual dimorphism in bill length. Partitioning of foraging niches in dominant green woodhoopoes therefore appears to be better explained by sex differences in variance (risk) sensitivity to foraging rewards. We suggest that this kind of detailed analysis of state-dependent foraging has the potential to explain many of the crucial age and sex differences in behaviour within cooperative groups.",2,"MA168","","","",""
"192","X.ISI.000256307700020","Isolation of naturally associated bacteria of necromenic Pristionchus nematodes and fitness consequences","Rae, Robbie and Riebesell, Metta and Dinkelacker, Iris and Wang, Qiong and Herrmann, Matthias and Weller, Andreas M. and Dieterich, Christoph and Sommer, Ralf J.","JOURNAL OF EXPERIMENTAL BIOLOGY","0022-0949",211,"12","1927-1936",2008,"10.1242/jeb.014944","Nematodes and bacteria are major components of the soil ecosystem. Many nematodes use bacteria for food, whereas others evolved specialized bacterial interactions ranging from mutualism to parasitism. Little is known about the biological mechanisms by which nematode - bacterial interactions are achieved, largely because in the laboratory nematodes are often cultured under artificial conditions. We investigated the bacterial interactions of nematodes from the genus Pristionchus that have a strong association with scarab beetles. Pristionchus has a different feeding strategy than Caenorhabditis and meta-genomic 16S sequence analysis of Pristionchus individuals showed a diversity of living bacteria within the nematode gut and on the nematode cuticle. Twenty-three different bacterial strains were isolated from three Pristionchus - beetle associations and were used to study nematode - bacterial interactions under controlled laboratory conditions. We show a continuum of bacterial interactions from dissemination, to reduction in brood size and nematode mortality caused by bacteria derived from insect hosts. Olfactory discrimination experiments show distinct chemoattraction and fitness profiles of Pristionchus nematodes when exposed to different bacteria. For example, Pristionchus pacificus avoids Serratia marcescens possibly because of pathogenicity. Also, P. pacificus avoids Bacillus thuringiensis and insect pathogenic bacteria but is resistant to the human pathogens Staphylococcus aureus and Pseudomonas aeruginosa, unlike Caenorhabditis elegans. Pristionchus specifically recognize and respond to bacteria that cause ill health. Bringing the nematode - bacterial interaction into the laboratory allows detailed functional studies, including the genetic manipulation of the interaction in both nematodes and bacteria.",2,"MA192","","","",""
"68","X.ISI.000374563600015","Intergroup encounters in Verreaux's sifakas (Propithecus verreauxi): who fights and why?","Koch, Flavia and Signer, Johannes and Kappeler, Peter M. and Fichtel, Claudia","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",70,"5","797-808",2016,"10.1007/s00265-016-2105-3","Individuals living in groups have to achieve collective action for successful territorial defense. Because conflicts between neighboring groups always involve risks and costs, individuals must base their decision to participate in a given conflict on an evaluation of the trade-off between potential costs and benefits. Since group members may differ in motivation to engage in group encounters, they exhibit different levels of participation in conflicts. In this study, we investigated factors influencing participation in intergroup encounters in Verreaux's sifakas (Propithecus verreauxi), a group-living primate from Madagascar. Over a period of 12 months, we studied eight adjacent sifaka groups in Kirindy Forest. We observed 71 encounters between known neighboring groups in which adult females and males participated equally as often. No individual participated in every encounter, and non-participation occurred more often in larger groups. Females participated less often in encounters when they had dependent infants, presumably to reduce the risk of infanticide. Male participation was influenced by social status: dominant males participated in most encounters, whereas males with fewer opportunities to reproduce participated less often, hence male participation is influenced by the incentive of maintaining access to females. The number of actively participating individuals in the opponent group positively influenced the participation in both sexes. Thus, sifakas seem to decide joining a given encounter opportunistically, most likely based on a combination of individual incentives and the actual circumstance of each encounter, suggesting that the complexity in intergroup relationships appears to be the product of decisions made by each individual group member. Cooperation among group-living animals is often challenged by collective action problems resulting from individual differences in interests in contributing to collective behaviors. Intergroup encounters involve distinguished costs and benefits for each individual despite being in the same social group. Therefore, encounters between groups offer a good opportunity to investigate individual participation in collective action. In this study, we investigate the influence of different incentives on individual participation in intergroup encounters in wild Malagasy primate, Verreaux's sifakas. We propose a novel approach that takes into account the variable circumstances of each conflict, such as the number of individuals fighting in both groups as a predictor for participation. We believe that our study not only provides novel data on wild sifakas, but it also offers new perspectives for the interpretation of intergroup relationships in other taxa.",2,"MA68","","","",""
"167","X.ISI.000283103900007","Cheats as first propagules: A new hypothesis for the evolution of individuality during the transition from single cells to multicellularity","Rainey, Paul B. and Kerr, Benjamin","BIOESSAYS","0265-9247",32,"10","872-880",2010,"10.1002/bies.201000039","The emergence of individuality during the evolutionary transition from single cells to multicellularity poses a range of problems. A key issue is how variation in lower-level individuals generates a corporate (collective) entity with Darwinian characteristics. Of central importance to this process is the evolution of a means of collective reproduction, however, the evolution of a means of collective reproduction is not a trivial issue, requiring careful consideration of mechanistic details. Calling upon observations from experiments, we draw attention to proto-life cycles that emerge via unconventional routes and that transition, in single steps, individuality to higher levels. One such life cycle arises from conflicts among levels of selection and invokes cheats as a primitive germ line: it lays the foundation for collective reproduction, the basis of a self-policing system, the selective environment for the emergence of development, and hints at a plausible origin for a soma/germ line distinction.",2,"MA167","","","",""
"126","X.ISI.000313509400010","Experimental evolution of multicellularity using microbial pseudo-organisms","Queller, David C. and Strassmann, Joan E.","BIOLOGY LETTERS","1744-9561",9,"1",NA,2013,"10.1098/rsbl.2012.0636","In a major evolutionary transition to a new level of organization, internal conflicts must be controlled before the transition can truly be successful. One such transition is that from single cells to multicellularity. Conflicts among cells in multicellular organisms can be greatly reduced if they consist of genetically identical clones. However, mutations to cheaters that experience one round of within-individual selection could still be a problem, particularly for certain life cycles. We propose an experimental evolution method to investigate this issue, using micro-organisms to construct multicellular pseudo-organisms, which can be evolved under different artificial life cycles. These experiments can be used to test the importance of various life cycle features in maintaining cooperation. They include structured reproduction, in which small propagule size reduces within-individual genetic variation. They also include structured growth, which increases local relatedness within individual bodies. Our method provides a novel way to test how different life cycles favour cooperation, even for life cycles that do not exist.",2,"MA126","","","",""
"166","X.ISI.000287599900001","Do seed-dispersing birds exert selection on optimal plant trait combinations? Correlated phenotypic selection on the fruit and seed size of hawthorn (Crataegus monogyna)","Sobral, Mar and Larrinaga, Asier R. and Guitian, Jose","EVOLUTIONARY ECOLOGY","0269-7653",24,"6, SI","1277-1290",2010,"10.1007/s10682-010-9380-7","Seed-dispersing birds can be expected to optimize their energy intake through fruit selection and hence exert a positive selection on fruit pulp content, that is to say, favoring big fruits with small seeds. On the other hand they may select both, average fruit size and its variation. We addressed this issue by analyzing the phenotypic selection exerted by the dispersers of Crataegus monogyna on the fruit and seed size of this species. Fruit and seed size were analyzed at two ontogenic plant stages: the initial size of seeds (and their fruits) as future individuals and the mean size of fruits and seeds produced by adult plants. Fruit diameter and its within-individual variation are the actual targets of selection for maternal fruit traits, negatively affecting relative fitness, although total selection acts only on mean fruit size. For individual seeds, size selection is positive and directed at fruit diameter and seed length, while the remaining traits are subject to indirect selection. Birds exerted a correlational selection favoring big fruits with small seeds. Nevertheless the evolutionary consequences of this selection are expected to be limited by several factors. For example, the positive correlation between fruit and seed sizes, the existence of counteracting selective pressures exerted by other mutualistic or antagonist interactions and temporal or spatial changes in the environmental conditions that may alter the selective forces and even the optimum phenotype in each situation.",2,"MA166","","","",""
"235","X.ISI.000178613600001","The ubiquitous and varied role of infection in the lives of animals and plants","Moran, NA","AMERICAN NATURALIST","0003-0147",160,"S","S1-S8",2002,"10.1086/342113","Parasitic and symbiotic infections are major forces governing the life histories of plant and animal hosts-a fact that is ever more evident because of recent findings emanating from diverse subdisciplines of biology. Yet, infectious organisms have been relatively little investigated by biologists who study natural populations. Now that new molecular and computational tools allow us to differentiate and track microscopic infectious agents in nature, we are beginning to establish a better appreciation of their effects on larger, more familiar organisms. This special issue on the ecological and evolutionary consequences of infection for plants and animals is based on the annual Vice Presidential Symposium at the meeting of the American Society of Naturalists held in Knoxville, Tennessee, in the summer of 2001.",2,"MA235","","","",""
"119","X.ISI.000320618900015","Individual variation in resource use by opossums leading to nested fruit consumption","Cantor, Mauricio and Pires, Mathias Mistretta and Longo, Guilherme Ortigara and Guimaraes, Jr., Paulo Roberto and Freire Setz, Eleonore Zulnara","OIKOS","0030-1299",122,"7","1085-1093",2013,"10.1111/j.1600-0706.2012.00070.x","Despite recent findings on the ecological relevance of within population diet variation far less attention has been devoted to the role diet variation for ecological services. Seed dispersal is a key ecological service, affecting plant fitness and regeneration based on foraging by fruit-eating vertebrates. Here we used a network approach, widely used to understand how seed-dispersal is organized at the species level, to gain insights into the patterns that emerge at the individual-level. We studied the individual fruit consumption behavior of a South American didelphid Didelphis albiventris, during the cool-dry and warm-wet seasons. In species-species networks the heterogeneity in specialization levels generates patterns such as nestedness and asymmetry. Because generalist populations may be comprised of specialized individuals, we hypo thesized that network structural properties, such as nestedness, should also emerge at the individual level. We detected variation in fruit consumption that was not related to resource availability, ontogenetic or sexual factors or sampling biases. Such variation resulted in the structural patterns often found in species-species seed-dispersal networks: low connectance, a high degree of nestedness and the absence of modules. Moreover structure varied between the warm-wet and cool-dry seasons, presumably as a consequence of seasonal fluctuation in fruit availability. Our findings suggest individuals may differ in selectivity causing asymmetries in seed dispersal efficiency within the population. In this sense the realized dispersal would differ from the expected dispersal estimated from their average dispersal potential. Additionally the results suggest possible frequency-dependent effects on seed dispersal that might affect individual plant performance and plant community composition.",2,"MA119","","","",""
"111","X.ISI.000330149600011","Cooperation promotes the evolution of separate sexes from hermaphrodites with unitary growth","Xu, Ying and Yang, Jiang-Nan","JOURNAL OF THEORETICAL BIOLOGY","0022-5193",341,NA,"102-110",2014,"10.1016/j.jtbi.2013.09.033","Most animals have specialized into separate sexes but most plants remain hermaphroditic. The underlining cause for this is still unclear. Here we address this question by evolutionary stable strategy analysis and exact calculation of frequency-dependent selection and genetic drift in geographically structured populations. Reproductive investments of hermaphrodites are divided into male and female functions, and each sex requires linear investments that increase linearly with successful gamete number and reusable investments (RIs) that increase less than linearly. Individuals specializing into one sex require RIs of only this sex and thus can produce more gametes. However, these gametes suffer strong kin competition as they are of the same sex and gamete number of the other sex decreases. The success of individuals specializing into one sex requires individuals specializing into the other sex to cooperate with them, providing them with more opposite-sex gametes and relaxing them of the same-sex competition. The evolution of this cooperation does not require two rare mutations to happen simultaneously at the same place, because single-sex mutants can sparsely spread in a hermaphroditic population with RIs despite genetic drift and wait for mutants of the other sex to arise. RI resembles fixed cost in previous theories. However, previous theories considered all costs except for costs for gametes as fixed costs and this does not capture an important plant-animal difference; modular growth of sexual organs in most plants and some animals promotes reproductive investments to increase linearly with offspring number, so their investments in sexual organs are linear investments rather than fixed costs. This study shows the evolution of separate sexes from hermaphrodites as an example of the evolution of cooperation and mutualism as in harmony games, and highlights modular growth as an important factor that prevents most plants and some animals from evolving into separate sexes. (C) 2013 Elsevier Ltd. All rights reserved.",2,"MA111","","","",""
"169","X.ISI.000280525400004","Variation and the response to variation as a basis for successful cooperation","McNamara, John M. and Leimar, Olof","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8436",365,"1553","2627-2633",2010,"10.1098/rstb.2010.0159","In applying game theory to problems in biology, differences between individuals are often ignored. In particular, when analysing the evolution of cooperation it is often implicitly assumed that ignoring variation will produce predictions that approximate the solution when differences are included. This need not be true. As we demonstrate, differences are not innocuous noise, but can fundamentally change the nature of a game. Even small amounts of variability can stabilize cooperation by, for example, maintaining the need to deal with cheaters. Differences promote the need to learn about others in an interaction, leading to contingent behaviour that can reduce conflict, and to negotiated outcomes that may or may not be more cooperative than unconditional actions. Once there are mechanisms such as mutation and environmental influences that maintain variation within populations, whether cooperation evolves may depend on the variation in the cooperativeness trait. Variation means that it may be worth taking a chance that a partner is cooperative by being cooperative. When there are markets, so that individuals can break off interactions to seek a better partner, variation promotes choosiness and hence penalizes those uncooperative individuals, who are rejected. Variation promotes the need to monitor the previous behaviour of others, and once this social sensitivity exists, the need to maintain a good reputation can promote cooperation.",2,"MA169","","","",""
"49","X.ISI.000398545200001","Synthesizing perspectives on the evolution of cooperation within and between species","Barker, Jessica L. and Bronstein, Judith L. and Friesen, Maren L. and Jones, Emily I. and Reeve, H. Kern and Zink, Andrew G. and Frederickson, Megan E.","EVOLUTION","0014-3820",71,"4","814-825",2017,"10.1111/evo.13174","Cooperation is widespread both within and between species, but are intraspecific and interspecific cooperation fundamentally similar or qualitatively different phenomena? This review evaluates this question, necessary for a general understanding of the evolution of cooperation. First, we outline three advantages of cooperation relative to noncooperation (acquisition of otherwise inaccessible goods and services, more efficient acquisition of resources, and buffering against variability), and predict when individuals should cooperate with a conspecific versus a heterospecific partner to obtain these advantages. Second, we highlight five axes along which heterospecific and conspecific partners may differ: relatedness and fitness feedbacks, competition and resource use, resource-generation abilities, relative evolutionary rates, and asymmetric strategy sets and outside options. Along all of these axes, certain asymmetries between partners are more common in, but not exclusive to, cooperation between species, especially complementary resource use and production. We conclude that cooperation within and between species share many fundamental qualities, and that differences between the two systems are explained by the various asymmetries between partners. Consideration of the parallels between intra- and interspecific cooperation facilitates application of well-studied topics in one system to the other, such as direct benefits within species and kin-selected cooperation between species, generating promising directions for future research.",2,"MA49","","","",""
"240","X.ISI.000168325500007","State-dependent sentinels: an experimental study in the Arabian babbler","Wright, J and Maklakov, AA and Khazin, V","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",268,"1469","821-826",2001,"10.1098/rspb.2000.1574","Natural patterns of cooperative sentinel behaviour in Arabian babblers. Turdoides squamiceps have proven consistent with state-dependent models of individually selfish anti-predator strategies. Here we demonstrate experimentally that sentinel effort within groups is determined simply hy individual state. The two highest-ranking males in eight groups were separately fed a supplement of mealworms each for one day at a time. Control days before and after each treatment confirmed that Ilo carry-over effects occurred, and that most normal sentinel activity was carried our by alpha males, then beta males and then by. the rest of the group. When supplemented. both alpha and beta males exhibited similar marked increases in sentinel activity relative to control days. Unsupplemented males and the rest of the group incompletely compensated for these increases with reductions in sentinel effort. Differences in individual bod! mass within groups reflected natural and experimental variation in sentinel effort. Alpha and beta males weighed more than other group members, and gained mass only when supplementally fed. There was no evidence either for competitive sentinel behaviour, nor for an); increased interference between malts during the supplementation treatments. These results therefore provide strong evidence in support of the state-dependent approach to cooperative sentinel behaviour.",2,"MA240","","","",""
"125","X.ISI.000315467700008","Does prey mobility affect niche width and individual specialization in hunting wasps? A network-based analysis","Polidori, Carlo and Santoro, Davide and Bluethgen, Nico","OIKOS","0030-1299",122,"3","385-394",2013,"10.1111/j.1600-0706.2012.20387.x","Niche width and inter-individual diet variation in predator populations are known to be affected by intrinsic factors such as body size, age, cognitive constraints, and by intra- and interspecific competition. By contrast, how variation in prey biological traits may affect niche width and partitioning is still a poorly explored topic. One of these candidate traits is prey mobility, which can affect the predators' niche because acting on the rate of encounter and, assuming mobility as a proxy for escape capability, on the success of predator attacks. Here we analysed 20 wasp populations and their prey as individual-based food-webs to test if prey mobility may explain niche width (here defined by the Shannon entropy-based index ) and patterns of inter-individual diet variation (here defined by the interaction-exclusiveness index H2 and the interaction evenness index E2). Niche width was very variable among populations and overall network specialization (H2) was always higher than the expected by null models. In case of high-speed flying prey (e.g. flies, bees), wasps showed wider niches () and lower specialization (H2) than in case of non-flying or slow-flying prey (e.g. spiders, beetles). Evenness (E2), on the other side, did not vary with prey mobility. Altogether, these results suggest that highly elusive prey may lead to wider predators' niche but somehow limit their individual niche specialization.",2,"MA125","","","",""
"181","X.ISI.000269956400010","Flexible cuckoo chick-rejection rules in the superb fairy-wren","Langmore, Naomi E. and Cockburn, Andrew and Russell, Andrew F. and Kilner, Rebecca M.","BEHAVIORAL ECOLOGY","1045-2249",20,"5","978-984",2009,"10.1093/beheco/arp086","Recognition of brood parasitic cuckoo nestlings poses a challenge to hosts because cues expressed by cuckoos and host young may be very similar. In theory, hosts should use flexible recognition rules that maximize the likelihood of rejecting cuckoo nestlings while minimizing the risk of rejecting their own young. Our previous work revealed that female superb fairy-wrens Malurus cyaneus often abandoned nestling cuckoos and that the presence of a single chick in the nest was 1 trigger for abandonment because fairy-wrens also sometimes abandoned a single fairy-wren chick. Here we use a combination of 20 years of observational data, a cross-fostering experiment, and a brood size reduction experiment to determine the basis for individual variability in the chick-rejection rules of superb fairy-wrens in response to parasitism by Horsfield's bronze-cuckoos Chalcites basalis. We show that the decision to abandon a single chick is based on integration of learned recognition cues and external cues. Experienced females were relatively more likely to abandon a single cuckoo chick and accept a single fairy-wren chick than naive females. Breeding experience therefore facilitates the ability to make an accurate rejection decision, perhaps through learned refinement of the recognition template. In addition, fairy-wrens modified their rejection threshold in relation to the presence of adult cuckoos in the population, becoming more likely to abandon single nestlings with increasing risk of parasitism. By using these flexible rejection rules, female superb fairy-wrens are more likely to defend themselves successfully against exploitation by the cuckoo and are less prone to mistakenly reject their own offspring.",2,"MA181","","","",""
