"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"88","X.ISI.000357719500019","Allometry of animal-microbe interactions and global census of animal-associated microbes","Kieft, Thomas L. and Simmons, Karen A.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",282,"1810",NA,2015,"10.1098/rspb.2015.0702","Animals live in close association with microorganisms, mostly prokaryotes, living in or on them as commensals, mutualists or parasites, and profoundly affecting host fitness. Most animal-microbe studies focus on microbial community structure; for this project, allometry (scaling of animal attributes with animal size) was applied to animal-microbe relationships across a range of species spanning 12 orders of magnitude in animal mass, from nematodes to whales. Microbial abundances per individual animal were gleaned from published literature and also microscopically counted in three species. Abundance of prokaryotes/individual versus animal mass scales as a nearly linear power function (exponent =1.07, R-2 = 0.94). Combining this power function with allometry of animal abundance indicates that macrofauna have an outsized share of animal-associated microorganisms. The total number of animal-associated prokaryotes in Earth's land animals was calculated to be 1.3-1.4 x 10(25) cells and the total of marine animal-associated microbes was calculated to be 8.6-9.0 x 10(24) cells. Animal-associated microbes thus total 2.1-2.3 x 10(25) of the approximately 10(30) prokaryotes on the Earth. Microbes associated with humans comprise 3.3-3.5\% of Earth's animal-associated microbes, and domestic animals harbour 14-20\% of all animal-associated microbes, adding a new dimension to the scale of human impact on the biosphere. This novel allometric power function may reflect underlying mechanisms involving the transfer of energy and materials between microorganisms and their animal hosts. Microbial diversity indices of animal gut communities and gut microbial species richness for 60 mammals did not indicate significant scaling relationships with animal body mass; however, further research in this area is warranted.",2,"MA88","","","",""
"47","X.ISI.000400598500007","Functional consequences of plant-animal interactions along the mutualism-antagonism gradient","Rodriguez-Rodriguez, Maria C. and Jordano, Pedro and Valido, Alfredo","ECOLOGY","0012-9658",98,"5","1266-1276",2017,"10.1002/ecy.1756/suppinfo","Plant-animal interactions are pivotal for ecosystem functioning, and usually form complex networks involving multiple species of mutualists as well as antagonists. The costs and benefits of these interactions show a strong context-dependency directly related to individual variation in partner identity and differential strength. Yet understanding the context-dependency and functional consequences of mutualistic and antagonistic interactions on individuals remains a lasting challenge. We use a network approach to characterize the individual, plant-based pollination interaction networks of the Canarian Isoplexis canariensis (Plantaginaceae) with a mixed assemblage of vertebrate mutualists (birds and lizards) and invertebrate antagonists (florivores, nectar larcenists, and predispersal seed predators). We identify and quantify interaction typologies based on the sign (mutualistic vs. antagonistic) and strength (weak vs. strong) of animal-mediated pollination and test the relationship with individual female reproductive success (FRS). In addition, we document pollinator movement patterns among individual plants to infer events of pollen transfer/receipt that define the plant mating networks and test the relationship with FRS. We identify six interaction typologies along a mutualism-antagonism gradient, with two typologies being over-represented involving both mutualists and antagonists and influencing FRS. Plants showing strong mutualistic interactions, but also (weak or strong) interactions with antagonists are relatively better connected in the mating network (i.e., with higher potential to transfer or receive pollen). Thus, mixed flower visitor assmblages with mutualists and antagonists give plants increased their importance in the mating networeks, promote outcrossing and increasing both female and male fitness. Our approach helps characterize plant-animal interaction typologies, the context-specificity of diversified mutualisms, and a better forecasting of their functional consequences.",2,"MA47","","","",""
"251","X.ISI.000077801500011","Limits on the bathymetric distribution of keratose sponges: a field test in deep water","Maldonado, M and Young, CM","MARINE ECOLOGY PROGRESS SERIES","0171-8630",174,NA,"123-139",1998,"10.3354/meps174123","The keratose sponges (i.e. those in which the mineral skeleton is replaced by a collage nous skeleton) are generally restricted to shallow-water habitats, but the causes of this distinct bathymetric pattern remain unclear. Sharp pycnoclines at the depth of the upper slope may hinder colonization of deep waters because of thermal stress or reduced light and particulate food below the pycnodines. It is also possible that oligotrophy and loss of symbiotic cyanobacteria below the pycnocline may lead to a nutritional stress. Using manned submersibles in Exuma Sound, Bahamas, we determined that the pycnocline Lies between 70 and 100 m. We transplanted individuals of 2 keratose sponges (Aplysina fistularis and Ircinia felix) from their natural habitat on a shallow reef (4 m deep) to 3 depths (100, 200, 300 m) within or below the pycnocline to investigate mortality and changes in body size, shape and histology as a function of depth. We also recorded changes in populations of photosynthetic and heterotrophic symbiotic bacteria, as well as the parasitic polychaete Haplosyllis spongicola. By transplanting individuals of A. fistularis bearing buds for asexual propagation (fistules) and individuals of I. felix brooding embryos, we also tested the viability of reproductive propagules in deep-water environments. We found that, although these 2 sponges do not naturally occur at depths below 40 m, 62.5\% of A. fistularis and 42.8\% of I. felix survived at 100 m for 12 mo. No A. fistularis survived at 200 m, whereas 28.5\% of I. felix did. All sponges transplanted to 300 m died within 2 mo. Water tem temperature was the most Likely cause of sudden mortality at this depth. There were no significant differences in growth between individuals at the slope and controls on the shallow reef. Cyanobacteria were lost in individuals of I. felix that survived at 100 and 200 m, and these sponges repositioned oscules and formed chimney-like processes, probably to enhance water flow through the sponge and compensate for nutritional stress. By contrast, cyanobacteria were still abundant in individuals of A. fistularis surviving at a depth of 100 m, and these sponges did not change shape significantly apart from the loss of fistules. It appears, therefore, that the loss of cyanobacteria and the increasing oligotrophy with depth do not set the lower bathymetric limits of species. Removal of sponge tissues by the parasitic polychaete H. spongicola also appears not to aggravate significantly the nutritional stress experienced by sponges transplanted to deep water, at least to the extent that it may restrict the bathymetric distribution of the host. Despite the facts that only the species I. felix was heavily parasitized and that parasites survived within hosts at all depths, there was no significant difference in survival with depths between sponge species. A TEM (transmission electron microscope) examination of the mesohyl did not reveal significant cytological differences among sponges transplanted to various depths. At all depths, surviving individuals of both species showed archeocytes engaged in phagocytosis and digestion of cyanobacteria and/or heterotrophic bacteria. Similarly, collencytes and spongocytes were apparently secreting collagen, indicating that temperatures at 100 and 200 m do not inhibit the formation of the skeleton. Sponge recruitment derived from either asexual or sexual propagules was never observed at slope depths. Since adult sponges survived when they were artificially transported to deep waters, the inhibition of larval dispersal or settlement success (perhaps caused by the sharp decrease in temperature with increasing depth) emerges as the most plausible explanation for the shallow-water confinement of these keratose sponges.",2,"MA251","","","",""
"159","X.ISI.000208810500001","Natural and human economies compared","Vermeij, Geerat J. and Leigh, Jr., Egbert G.","ECOSPHERE","2150-8925",2,"4",NA,2011,"10.1890/ES11-00004.1","Human economies and natural ecosystems (natural economies) share fundamental properties. Both are adaptive, cooperative systems where agents-individuals and groups-compete for locally limiting resources needed to live and reproduce. Successful competitors differentially propagate better knowledge and technology for making a living. Competition has favored innovations, diversification (of species or human occupations), higher productivity, greater interdependence among economic agents, and the emergence of more powerful, interactive individuals and groups, so productivity, diversity, and scales of activity have tended to increase over time. Because economic innovations accumulate, these trends have accelerated over time in both natural and human economies. The shift from mainly genetic origin and transmission of adaptation in natural economies to mainly cultural adaptation among human beings has accelerated these trends dramatically, and made the modern human economy extraordinarily dependent on nonrenewable resources and much more vulnerable to monopolies and tragedies of the commons, internally generated threats less common or less destructive in natural economies. In nature, these internal disruptions are overcome by the advent of new agents, often not involved in causing these disruptions, that compete in new ways. We argue that a comparable shift in societal norms, which govern individual and group status in human society, is needed to keep monopolies and tragedies of the commons from harming both the human economy and the ecosystems on which we depend.",2,"MA159","","","",""
"156","X.ISI.000293977400007","Benefiting friends or dominants: prosocial choices mainly depend on rank position in long-tailed macaques (Macaca fascicularis)","Massen, Jorg J. M. and Luyten, Inge J. A. F. and Spruijt, Berry M. and Sterck, Elisabeth H. M.","PRIMATES","0032-8332",52,"3","237-247",2011,"10.1007/s10329-011-0244-8","Long-term observational studies in a number of animal species suggest that exchange patterns of social acts depend on long-term emotional bonds. Therefore, it is expected that the frequency of prosocial behavior will depend on the strength of such a bond. In this study we tested whether variation in relationship quality among unrelated individuals, i.e., ``friends{''} and ``nonfriends,{''} is predictive of the prosocial behavior of long-tailed macaques in two experiments. First, we related relationship quality to prosociality in a dyadic prosociality test, and second, we gave subjects the choice to give to either a friend or a nonfriend in a triadic choice test. We show that prosocial behavior of long-tailed macaques in the dyadic test is not related to relationship quality. When given the choice to give to either a friend or a nonfriend in the triadic test, there is a minor indication that long-tailed macaques show a preference to give to their friends, yet this indication is neither significant nor consistent. In contrast, subordinate long-tailed macaques make a more ``competitive{''} choice and avoid giving to the individual closest in rank. Therefore, in the short-term situation of experimental tests, prosocial behavior of long-tailed macaques seems unaffected by the relationship quality of the dyad/triad tested, and the relative dominance position of these dyads/triads seems to have a much stronger effect on their prosocial behavior.",2,"MA156","","","",""
"263","X.ISI.A1992HR79300010","INTRACELLULAR SYMBIONTS AND THE EVOLUTION OF UNIPARENTAL CYTOPLASMIC INHERITANCE","LAW, R and HUTSON, V","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",248,"1321","69-77",1992,"10.1098/rspb.1992.0044","Uniparental inheritance of cytoplasmic elements is widespread among eukaryotic organisms and is achieved by a diverse range of mechanisms. This paper shows that the cytoplasmic genetic system would be expected to evolve towards uniparental inheritance, given the existence of deleterious symbionts capable of invading the host cytoplasm together with nuclear genes that lead to the elimination of cytoplasmic elements from one of the gamete types. The reason for this is that, under biparental inheritance, foreign symbionts with strong deleterious effects are able to spread through host populations. A nuclear modifier gene which leads to the loss of cytoplasmic elements from one gamete type gains a net advantage as a symbiont spreads, because the modifier sometimes gives rise to a symbiont-free zygote. In so far as small gametes reduce the rate of symbiont transmission to the zygote, modifier genes causing small gamete size would tend to accumulate, so that cytoplasmic inheritance would become associated with maternal rather than paternal gametes. Once uniparental inheritance predominates in the host population, the population is protected from invasions by a large class of harmful symbionts, but at the same time those symbionts that benefit their hosts are still able to increase in frequency.",2,"MA263","","","",""
"193","X.ISI.000256899500007","Alternative reproductive tactics in male Cape ground squirrels Xerus inauris","Scantlebury, M. and Waterman, J. M. and Bennett, N. C.","PHYSIOLOGY \& BEHAVIOR","0031-9384",94,"3","359-367",2008,"10.1016/j.physbeh.2008.02.003","In some animal societies, males vary in the strategies and tactics that they use for reproduction. Explanations for the evolution of alternative tactics have usually focussed on extrinsic factors such as social status, the environment or population density and have rarely examined proximate differences between individuals. Anecdotal evidence suggests that two alternative reproductive tactics occur in cooperatively breeding male Cape ground squirrels. Here we show that there is strong empirical support for physiological and behavioural differences to uphold this claim. `Dispersed' males have higher resting metabolic rates and a heightened pituitary activity, compared with philopatric `natal' males that have higher circulating cortisol levels. Dispersed males also spend more time moving and less time feeding than natal males. Additionally, lone males spend a greater proportion of their time vigilant and less of their time foraging than those that were in groups. The choice of whether to stay natal or become a disperser may depend on a number of factors such as age, natal group kin structure and reproductive suppression, and the likelihood of successful reproduction whilst remaining natal. Measuring proximate factors, such as behavioural and endocrine function, may provide valuable insights into mechanisms that underlie the evolution of alternative reproductive tactics. (C) 2008 Elsevier Inc. All rights reserved.",2,"MA193","","","",""
"194","X.ISI.000255056600011","Strategic adjustment of begging effort by banded mongoose pups","Bell, Matthew B. V.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",275,"1640","1313-1319",2008,"10.1098/rspb.2008.0173","Variation in the intensity of conspicuous displays raises three basic questions: (i) the relationship between internal state and display intensity, (ii) the relationship between display intensity and receiver response, and (iii) the effect of variation in receiver responsiveness on signaller behaviour. Here, I investigate the interaction between pups and helpers in the communally breeding banded mongoose (Mungos mungo), where each pup forms an exclusive relationship with a single adult helper (termed its `escort'). By experimentally manipulating pup need, I demonstrate that changes in begging rate correspond to changes in short-term need. The data then suggest that escorts in good condition may be more responsive to increased begging and that pups associating with them increase their begging more than do pups paired with escorts in poor condition. Escorts also appear more responsive to increased begging by female pups, and female pups increase their begging more than do male pups. These results suggest that banded mongoose pups may strategically adjust their investment in begging in relation to variation in the expected pay-off. I argue that such adjustment is likely to be a general phenomenon: wherever there is variation in responsiveness to signals, signallers will be selected to identify different categories of receiver and adjust their signals in order to maximize the pay-offs. Therefore, differences in signal intensity may be as much a product of context as an indication of variation in individual phenotypic or genotypic state.",2,"MA194","","","",""
"209","X.ISI.000244959000001","Evolution and invasion dynamics of multiple infections with Wolbachia investigated using matrix based models","Vautrin, E. and Charles, S. and Genieys, S. and Vavre, F.","JOURNAL OF THEORETICAL BIOLOGY","0022-5193",245,"2","197-209",2007,"10.1016/j.jtbi.2006.09.035","Endosymbiotic bacteria are often transmitted vertically from one host generation to the next via oocytes cytoplasm. The generally small number of colonizing bacteria in the oocytes leads to a bottleneck at each generation, resulting in genetic homogenization of the symbiotic population. Nevertheless, in many of the species infected by Wolbachia (maternally transmitted bacteria), individuals do sometimes simultaneously harbor several bacterial strains, owing to the fact that Wolbachia induces cytoplasmic incompatibility (CI) that maintains multiple infections. CI occurs in crosses in which the male is infected by at least one Wolbachia strain that the female lacks, and consequently it favors individuals with the greatest symbiotic diversity. CI results in death of offspring in diploid species. In haplodiploid individuals, unfertilized eggs hatch normally into mates and fertilized ones, which would lead to females, either die (female mortality type: FM) or develop into males (male development type: MD). Until now, only one theoretical study, restricted to diploid species, has investigated the associations where multiple CI-inducing Wolbachia co-exist, and explored the conditions under which multiple infections can spread. The consequences of double infections on Wolbachia maintenance in host populations, and the selective pressures to which it is subjected have not yet been analysed. Here, we have re-written a model previously developed for single infection in matrix form, which allows easy extension to multiple infections and introduction of mutant strains. We show that (i) the CI type has a strong influence on invasiveness and maintenance of multiple infections; (ii) double infection lowers the invasion threshold of less competitive strains that hitch-hike with their companion strain; (iii) when multiple infections occur, as in single infections, the strains selected are those which maximize the production of infected offspring; and (iv) for the MD CI type, invasion of mutant strains can carry the whole infection to extinction. (c) 2006 Elsevier Ltd. All rights reserved.",2,"MA209","","","",""
"109","X.ISI.000331599200007","Conflicting Selection in the Course of Adaptive Diversification: The Interplay between Mutualism and Intraspecific Competition","Raimundo, Rafael L. G. and Gibert, Jean P. and Hembry, David H. and Guimaraes, Jr., Paulo R.","AMERICAN NATURALIST","0003-0147",183,"3","363-375",2014,"10.1086/674965","Adaptive speciation can occur when a population undergoes assortative mating and disruptive selection caused by frequency-dependent intraspecific competition. However, other interactions, such as mutualisms based on trait matching, may generate conflicting selective pressures that constrain species diversification. We used individual-based simulations to explore how different types of mutualism affect adaptive diversification. A magic trait was assumed to simultaneously mediate mate choice, intraspecific competition, and mutualisms. In scenarios of intimate, specialized mutualisms, individuals interact with one or few individual mutualistic partners, and diversification is constrained only if the mutualism is obligate. In other scenarios, increasing numbers of different partners per individual limit diversification by generating stabilizing selection. Stabilizing selection emerges from the greater likelihood of trait mismatches for rare, extreme phenotypes than for common intermediate phenotypes. Constraints on diversification imposed by increased numbers of partners decrease if the trait matching degree has smaller positive effects on fitness. These results hold after the relaxation of various assumptions. When trait matching matters, mutualism-generated stabilizing selection would thus often constrain diversification in obligate mutualisms, such as ant-myrmecophyte associations, and in low-intimacy mutualisms, including plant-seed disperser systems. Hence, different processes, such as trait convergence favoring the incorporation of nonrelated species, are needed to explain the higher richness of low-intimacy assemblagesshown here to be up to 1 order of magnitude richer than high-intimacy systems.",2,"MA109","","","",""
"92","X.ISI.000356973100021","Molecular evolution patterns reveal life history features of mycoplasma-related endobacteria associated with arbuscular mycorrhizal fungi","Toomer, Kevin H. and Chen, Xiuhua and Naito, Mizue and Mondo, Stephen J. and den Bakker, Henk C. and VanKuren, Nicholas W. and Lekberg, Ylva and Morton, Joseph B. and Pawlowska, Teresa E.","MOLECULAR ECOLOGY","0962-1083",24,"13","3485-3500",2015,"10.1111/mec.13250","The mycoplasma-related endobacteria (MRE), representing a recently discovered lineage of Mollicutes, are widely distributed across arbuscular mycorrhizal fungi (AMF, Glomeromycota). AMF colonize roots of most terrestrial plants and improve plant mineral nutrient uptake in return for plant-assimilated carbon. The role of MRE in the biology of their fungal hosts is unknown. To start characterizing this association, we assessed partitioning of MRE genetic diversity within AMF individuals and across the AMF phylogeographic range. We further used molecular evolution patterns to make inferences about MRE codivergence with AMF, their lifestyle and antiquity of the Glomeromycota-MRE association. While we did not detect differentiation between MRE derived from different continents, high levels of diversity were apparent in MRE populations within AMF host individuals. MRE exhibited significant codiversification with AMF over ecological time and the absence of codivergence over evolutionary time. Moreover, genetic recombination was evident in MRE. These patterns indicate that, while MRE transmission is predominantly vertical, their complex intrahost populations are likely generated by horizontal transmission and recombination. Based on predictions of evolutionary theory, we interpreted these observations as a suggestion that MRE may be antagonists of AMF. Finally, we detected a marginally significant signature of codivergence of MRE with Glomeromycota and the Endogone lineage of Mucoromycotina, implying that the symbiosis between MRE and fungi may predate the divergence between these two groups of fungi.",2,"MA92","","","",""
"147","X.ISI.000296387700006","Independent effects of arbuscular mycorrhiza and earthworms on plant diversity and newcomer plant establishment","Wurst, Susanne and Gebhardt, Kristin and Rillig, Matthias C.","JOURNAL OF VEGETATION SCIENCE","1100-9233",22,"6","1021-1030",2011,"10.1111/j.1654-1103.2011.01321.x","Questions: How do arbuscular mycorrhiza and earthworms affect the structure and diversity of a ruderal plant community? Is the establishment success of newcomer plants enhanced by these soil organisms and their interactions? Methods: We grew a native ruderal plant community composed of different functional groups (grasses, legumes and forbs) in the presence and absence of arbuscular mycorrhizal fungi (AMF) and endogeic earthworms in mesocosms. We introduced seeds of five, mainly exotic, plant species from the same functional groups after a disturbance simulating mowing. The effects of the soil organisms on the native ruderal plant community and seedling establishment of the newcomer plants were assessed. Results: After disturbance, the total above-ground regrowth of the native plant community was not affected by the soil organisms. However, AMF increased plant diversity and shoot biomass of forbs, but decreased shoot biomass of grasses of the native plant community. Earthworms led to a reduction in total root biomass. Establishment of the introduced newcomer plants increased in the presence of AMF and earthworms. Especially, seedling establishment of the introduced non-native legume Lupinus polyphyllus and the native forb Plantago lanceolata was promoted in the presence of AMF and earthworms, respectively. The endogeic earthworms gained more weight in the presence of AMF and led to increased extraradical AMF hyphal length in soil. However, earthworms did not seem to modify the effect of AMF on the plant community. Conclusion: The present study shows the importance of mutualistic soil organisms in mediating the establishment success of newcomer plants in a native plant community. Mutualistic soil organisms lead to changes in the structure and diversity of the native plant community and might promote newcomer plants, including exotic species.",2,"MA147","","","",""
"134","X.ISI.000310127900022","Culture-Free Survey Reveals Diverse and Distinctive Fungal Communities Associated with Developing Figs (Ficus spp.) in Panama","Martinson, Ellen O. and Herre, Edward Allen and Machado, Carlos A. and Arnold, A. Elizabeth","MICROBIAL ECOLOGY","0095-3628",64,"4","1073-1084",2012,"10.1007/s00248-012-0079-x","The ancient association of figs (Ficus spp.) and their pollinating wasps (fig wasps; Chalcidoidea, Hymenoptera) is one of the most interdependent plant-insect mutualisms known. In addition to pollinating wasps, a diverse community of organisms develops within the microcosm of the fig inflorescence and fruit. To better understand the multipartite context of the fig-fig wasp association, we used a culture-free approach to examine fungal communities associated with syconia of six species of Ficus and their pollinating wasps in lowland Panama. Diverse fungi were recovered from surface-sterilized flowers of all Ficus species, including gall- and seed flowers at four developmental stages. Fungal communities in syconia and on pollinating wasps were similar, dominated by diverse and previously unknown Saccharomycotina, and distinct from leaf- and stem endophyte communities in the same region. Before pollination, fungal communities were similar between gall- and seed flowers and among Ficus species. However, fungal communities differed significantly in flowers after pollination vs. before pollination, and between anciently diverged lineages of Ficus with active vs. passive pollination syndromes. Within groups of relatively closely related figs, there was little evidence for strict-sense host specificity between figs and particular fungal species. Instead, mixing of fungal communities among related figs, coupled with evidence for possible transfer by pollinating wasps, is consistent with recent suggestions of pollinator mixing within syconia. In turn, changes in fungal communities during fig development and ripening suggest an unexplored role of yeasts in the context of the fig-pollinator wasp mutualism.",2,"MA134","","","",""
"148","X.ISI.000298218400010","The nature and taxonomic composition of coral symbiomes as drivers of performance limits in scleractinian corals","Gates, Ruth D. and Ainsworth, Tracy D.","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","0022-0981",408,"1-2, SI","94-101",2011,"10.1016/j.jembe.2011.07.029","All plants and animals host complex communities of taxonomically diverse microbial assemblages (viruses, Archaea, Bacteria, micro-eukaryotes) that contribute to the functional attributes of the host organism. Scleractinian corals represent particularly provocative subjects for study in this context because they are morphologically complex and associate with a broad diversity of macro invertebrates and vertebrates as well as microorganisms. Representatives of all these taxonomic groupings have been shown to contribute to the function of corals through direct or indirect provisioning and cycling of nutrients, waste removal, defense, and stress tolerance, traits that influence the fitness and environmental thresholds of individual coral colonies. How the taxonomic composition, functional limits and interactive nature of members of these communities vary among and within host species, and scale up to influence community level processes that drive ecosystem structure and function through time and space is unknown; these communities are, however, taxonomically variable among individual corals. Here we draw on the published literature to discuss the ecological and functional significance of the broad and variable taxonomic symbioses found closely associated with corals. Using a comparative approach, we hypothesize that the intra-specific and inter-specific variations in response of corals to environmental disturbance is linked to differences in the specificity, nature and composition of these symbiotic assemblages and reflect variation in the architectural complexity (micro and macro) and capacity of corals to provision habitat. We describe individual coral colonies as symbiomes, unique micro-ecosystems bounded by the physical limits of the coral colony whose performance limits reflect the taxonomic range of the associates (micro and macro) found within the colony. We explicitly recognize the fact that corals represent complex ecological communities composed of organisms that have the potential to compete, as well as interact with one another and the host as commensals, mutualists and parasites, states that likely to be dynamic with nature, context and environment. (C) 2011 Elsevier B.V. All rights reserved.",2,"MA148","","","",""
"40","X.ISI.000450612900008","Climate Change and Phenological Mismatch in Trophic Interactions Among Plants, Insects, and Vertebrates","Renner, Susanne S. and Zohner, Constantin M.",NA,"1543-592X",49,NA,"165-182",2018,"10.1146/annurev-ecolsys-110617-062535","Phenological mismatch results when interacting species change the timing of regularly repeated phases in their life cycles at different rates. We review whether this continuously ongoing phenomenon, also known as trophic asynchrony, is becoming morecommonunder ongoing rapid climate change. In antagonistic trophic interactions, any mismatch will have negative impacts for only one of the species, whereas in mutualistic interactions, both partners are expected to suffer. Trophic mismatch is therefore expected to last for evolutionarily short periods, perhaps only a few seasons, adding to the difficulty of attributing it to climate change, which requires long-term data. So far, the prediction that diverging phenologies linked to climate change will cause mismatch is most clearly met in antagonistic interactions at high latitudes in the Artic. There is limited evidence of phenological mismatch in mutualistic interactions, possibly because of strong selection on mutualists to have co-adapted phenological strategies. The study of individual plasticity, population variation, and the genetic bases for phenological strategies is in its infancy. Recent work on woody plants revealed the large imprint of historic climate change on temperature, chilling, and day-length thresholds used by different species to synchronize their phenophases, which in the Northern Hemisphere has led to biogeographic phenological regions inwhich long-lived plants have adapted to particular interannual and intermillennial amplitudes of climate change.",2,"MA40","","","",""
"11","X.ISI.000456690800006","Social influences on survival and reproduction: Insights from a long-term study of wild baboons","Alberts, Susan C.","JOURNAL OF ANIMAL ECOLOGY","0021-8790",88,"1","47-66",2019,"10.1111/1365-2656.12887","For social species, the environment has two components: physical and social. The social environment modifies the individual's interaction with the physical environment, and the physical environment may in turn impact individuals' social relationships. This interplay can generate considerable variation among individuals in survival and reproduction. Here, I synthesize more than four decades of research on the baboons of the Amboseli basin in southern Kenya to illustrate how social and physical environments interact to affect reproduction and survival. For immature baboons, social behaviour can both mitigate and exacerbate the challenge of survival. Only c. 50\% of live-born females and c. 44\% of live-born males reach the median age of first reproduction. Variation in pre-adult survival, growth and development is associated with multiple aspects of the social environment. For instance, conspecifics provide direct care and are a major source of social knowledge about food and the environment, but conspecifics can also represent a direct threat to survival through infanticide. In adulthood, both competition (within and between social groups) and cooperative affiliation (i.e. collective action and/or the exchange of social resources such as grooming) are prominent features of baboon social life and have important consequences for reproduction and survival. For instance, adult females with higher social dominance ranks have accelerated reproduction, and adult females that engage in more frequent affiliative social interactions have higher survival throughout adulthood. The early life environment also has important consequences for adult reproduction and survival, as in a number of other bird and mammal species. In seasonal breeders, early life effects often apply to entire cohorts; in contrast, in nonseasonal and highly social species such as baboons, early life effects are more individual-specific, stemming from considerable variation not only in the early physical environment (even if they are born in the same year) but also in the particulars of their social environment.",2,"MA11","","","",""
"6","X.ISI.000464407800001","How individual and relative size affect participation in territorial defense and cortisol levels in a social fish","Ligocki, Isaac Y. and Earley, Ryan L. and Hamilton, Ian M.","JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY","2471-5638",331,"4","217-226",2019,"10.1002/jez.2255","For many species, behaviors such as territory defense and parental care are energetically costly, but are nonetheless can provide substantial fitness gains. In systems in which both parents provide parental care, each of the parents benefits from exhibiting (or having their partner exhibit) these behaviors. However, in many cases, costs and benefits differ between parents due to factors such as size or sex. Different intruder types may also impose different costs on parents. Predatory intruders might consume offspring, whereas conspecifics might threaten the social status of a parent, or provide benefits as a potential group joiner or mate. Responses to these intrusions may also be associated with variation in individual stress responses. We investigated associations among male and female sizes, and the interaction between these, with defense against conspecific and heterospecific territorial intruders by members of successfully breeding pairs in the cichlid fish Neolamprologus pulcher. We also investigated whether cortisol levels were associated with size or participation in territory defense because each may be a cause or consequence of individual variation in the stress response. We found that females paired with large males performed fewer defensive behaviors than females paired with smaller males. Males paired with relatively large females had higher baseline cortisol levels than those paired with smaller females. Collectively, individual characteristics such as size have consequences for each individual's behavior, and also influence the behavior, and endocrine state of social partners.",2,"MA6","","","",""
"85","X.ISI.000359058600001","Policing and punishment across the domains of social evolution","Singh, Manvir and Boomsma, Jacobus J.","OIKOS","0030-1299",124,"8","971-982",2015,"10.1111/oik.02064","Several decades of research in humans, other vertebrates, and social insects have offered fascinating insights into the dynamics of punishment (and its subset, policing), but authors have only rarely addressed whether there are fundamental joint principles underlying the maintenance of these behaviors. Here we present a punisher/bystander approach rooted in inclusive fitness logic to predict which individuals should take on punishing roles in animal societies. We apply our scheme to societies of eusocial Hymenoptera and nonhuman vertebrate social breeders, and we outline potential extensions for understanding conflict regulation among cells in metazoan bodies and unrelated individuals in human societies. We highlight that: 1) no social unit is expected to express punishment behavior unless it collects positive inclusive fitness benefits that surpass alternative benefits of bystanding; 2) punishment with public good benefits can be maintained through either direct fitness benefits (coercion) or indirect fitness benefits (correction) or both; 3) differences across social systems in the distributions of power, relatedness, and reproductive options drive variation in the extent to which individuals actively punish; and 4) inclusive fitness logic captures many punishment-relevant evolutionary and ecological variables in a single framework that appears to apply across very different types of social arrangements.",2,"MA85","","","",""
"81","X.ISI.000360216400014","Complementarity in both plant and mycorrhizal fungal communities are not necessarily increased by diversity in the other","Wagg, Cameron and Barendregt, Christoph and Jansa, Jan and van der Heijden, Marcel G. A.","JOURNAL OF ECOLOGY","0022-0477",103,"5","1233-1244",2015,"10.1111/1365-2745.12452","Higher species diversity can improve community performance within a species guild when different species complement each other in their use of the available niche, such as through resource partitioning. However, species in one guild of organisms may act as resources for another such that the diversity in one guild alters the realized niche for species in another. Yet, it remains largely untested as to whether diversity in one guild of organisms influences species complementarity in another. The productivity and diversity in plant and arbuscular mycorrhizal (AM) fungal communities can be positively associated with each other through their typically mutualistic exchange of resources. Here, we utilized these two interacting species guilds to determine whether greater diversity in one influences species complementarity in the other. This was performed by creating monocultures and a mixture of a grass, forb and legume in a full factorial design with monocultures and a mixture of four AM fungi. The presence of AM fungi reduced differences in the performance among plant species and greater diversity of fungi generally improved plant productivity over the average of the fungal monocultures. However, plant species complementarity was not greatest with a higher diversity of fungi and was only positive with a particular fungal monoculture. AM fungal abundance was not affected by plant diversity, but was greatly reduced in the grass monoculture compared to the other plant communities. Variation in fungal complementarity among plant communities was low overall and was little influenced by plant diversity.Synthesis. Using a model plant-mycorrhizal system, our results suggest that the composition rather than the diversity of species within one guild may be more influential in determining how species function within an associated species guild. However, our model system does not represent a broad gradient of diversity in either plant or fungal communities and only assesses the initial growth phase. Nonetheless, our results highlight that changes in species compositions in one species guild can affect the functioning of species diversity in another.",2,"MA81","","","",""
