"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"246","X.ISI.000084542600013","Social bonds and genetic ties: Kinship association and affiliation in a community of bonobos (Pan paniscus)","Hohmann, G and Gerloff, U and Tautz, D and Fruth, B","BEHAVIOUR","0005-7959",136,"9","1219-1235",1999,"10.1163/156853999501739","Studies of captive populations of bonobos suggest that females are more gregarious than males. This seems to contradict assumed sex-differences in kinship deriving from a species-typical dispersal pattern of female exogamy and male philopatry. Here we present data on spatial associations and affiliative relations among members of one wild community (Eyengo) for which genetic relationships were identified by analysing mitochondrial and nuclear DNA. Our data from Lomako confirm the existence of spatial associations among resident females. In addition, they reveal strong social bonds between males and females. While most female-female associations did not last longer than one field season, long-term associations occurred predominantly between mixed-sex dyads and involved both close kin and unrelated individuals. Differences in social grooming appeared to be related to patterns of spatial association rather than to kinship. It is suggested that under natural conditions social organisation of bonobos is characterised by strong inter-sexual bonds. Males may benefit from bonding with females by increased reproductive success via rank acquisition. For females benefits may derive from inclusive fitness and reduced food competition. Preliminary evidence suggests that females also may benefit from protection by resident males against male intruders.",2,"MA246","","","",""
"185","X.ISI.000265761100001","Genetic clusters and sex-biased gene flow in a unicolonial Formica ant","Holzer, Barbara and Keller, Laurent and Chapuisat, Michel","BMC EVOLUTIONARY BIOLOGY","1471-2148",9,NA,NA,2009,"10.1186/1471-2148-9-69","Background: Animal societies are diverse, ranging from small family-based groups to extraordinarily large social networks in which many unrelated individuals interact. At the extreme of this continuum, some ant species form unicolonial populations in which workers and queens can move among multiple interconnected nests without eliciting aggression. Although unicoloniality has been mostly studied in invasive ants, it also occurs in some native non-invasive species. Unicoloniality is commonly associated with very high queen number, which may result in levels of relatedness among nestmates being so low as to raise the question of the maintenance of altruism by kin selection in such systems. However, the actual relatedness among cooperating individuals critically depends on effective dispersal and the ensuing pattern of genetic structuring. In order to better understand the evolution of unicoloniality in native non-invasive ants, we investigated the fine-scale population genetic structure and gene flow in three unicolonial populations of the wood ant F. paralugubris. Results: The analysis of geo-referenced microsatellite genotypes and mitochondrial haplotypes revealed the presence of cryptic clusters of genetically-differentiated nests in the three populations of F. paralugubris. Because of this spatial genetic heterogeneity, members of the same clusters were moderately but significantly related. The comparison of nuclear (microsatellite) and mitochondrial differentiation indicated that effective gene flow was male-biased in all populations. Conclusion: The three unicolonial populations exhibited male-biased and mostly local gene flow. The high number of queens per nest, exchanges among neighbouring nests and restricted long-distance gene flow resulted in large clusters of genetically similar nests. The positive relatedness among clustermates suggests that kin selection may still contribute to the maintenance of altruism in unicolonial populations if competition occurs among clusters.",2,"MA185","","","",""
"229","X.ISI.000186738000019","Slow algae, fast fungi: exceptionally high nucleotide substitution rate differences between lichenized fungi Omphalina and their symbiotic green algae Coccomyxa","Zoller, S and Lutzoni, F","MOLECULAR PHYLOGENETICS AND EVOLUTION","1055-7903",29,"3","629-640",2003,"10.1016/S1055-7903(03)00215-X","Omphalina basidiolichens are obligate mutualistic associations of a fungus of the genus Omphalina (the exhabitant) and a unicellular green alga of the genus Coccomyxa (the inhabitant). It has been suggested that symbiotic inhabitants have a lower rate of genetic change compared to exhabitants because the latter are more exposed to abiotic environmental variation and competition from other organisms. In order to test this hypothesis we compared substitution rates in the nuclear ribosomal internal transcribed spacer region (ITS1, 5.8S, ITS2) among fungal species with rates among their respective algal symbionts. To ensure valid comparisons, only taxon pairs (12) with a common evolutionary history were used. On average, substitution rates in the ITS1 portion of Omphalina pairs were 27.5 times higher than rates in the corresponding pairs of Coccomyxa since divergence from their respective ancestor at the base of the Omphalina/Coccomyxa lineage. Substitution rates in the 5.8S and the ITS2 portions were 2.4 and 18.0 times higher, respectively. The highest rate difference (43.0) was found in the ITS1 region. These are, to our knowledge, the highest differences of substitution rates reported for symbiotic organisms. We conclude that the Omphalina model system conforms to the proposed hypothesis of lower substitution rates in the inhabitant, but that the mode of transmission of the inhabitant (vertical versus horizontal) could be a prevailing factor in the regulation of unequal rates of nucleotide substitution between co-evolving symbionts. Our phylogenetic study of Coccomyxa revealed three main lineages within this genus, corresponding to free-living :Coccomyxa, individuals isolated from basidiolichens Omphalina and Coccomyxa isolated from ascolichens belonging to the Peltigerales. (C) 2003 Elsevier Science (USA). All rights reserved.",2,"MA229","","","",""
"32","X.ISI.000431173000009","Inspection behaviour and inter-individual cooperation in juvenile qingbo: the effects of prior predator exposure and food deprivation","Tang, Zhong-Hua and Wu, Qingyi and Fu, Shi-Jian","JOURNAL OF ETHOLOGY","0289-0771",36,"2","181-190",2018,"10.1007/s10164-018-0550-3","The predation pressure and food availability to which individuals are exposed during their life histories shape inspection behaviour in animals. In this study, we aimed to test whether such behaviours varied with prior experience (predation, starvation or both treatments) or measurement condition (with or without the presence of a predator; here, the snakehead fish, Channa argus) in the fish species Spinibarbus sinensis, known as qingbo. Unexpectedly, prior predator experience showed no significant effect on inspection behaviour as demonstrated by either the frequency or the duration of each activity outside shelter or on cooperation as demonstrated by the inter-individual distance or synchronization of speed. This may have been due to the different adjustments in behaviour among individuals (more shelter use vs. more inspection), the predator treatment used in the present study (exposure to caged predator rather than direct predation) and/or a species-specific strategy in the qingbo. The starved fish displayed shorter inspection latency, increased inspection behaviour and greater cooperation when measured without the predator; however, when measured in the presence of the predator, the starved fish showed increased inspection frequency but shorter inspection duration, possibly due to the compromise between energy needs and predation risk. Similar to those of the predation group, the fish from the double-treated group showed no difference in inspection behaviour compared to the control group under the predator-absent condition, while the high-frequency, short-duration inspection behaviours remained the same as in the starved group. These findings suggested that the adjustment of inspection behaviour and related cooperation are rather complicated according to either predator experience or food deprivation, partially due to the inter-individual differences in behavioural adjustment and/or different environmental conditions.",2,"MA32","","","",""
"207","X.ISI.000249502900012","Kinetics of aggregate formation in social insects","Nicolis, S. C.","BULLETIN OF MATHEMATICAL BIOLOGY","0092-8240",69,"7","2387-2403",2007,"10.1007/s11538-007-9224-y","A model for the kinetics of aggregation in social insects which accounts for stochastic effects arising from individual variability and covers both the early and the mature stages of the process is developed. Different aggregation scenarios are studied, depending on the degree of cooperativity and the mean population density. It is shown that under certain conditions, the system evolves slowly to a single cluster incorporating all individuals, or to two coexisting clusters of similar sizes.",2,"MA207","","","",""
"21","X.ISI.000441953300025","Handling times and saturating transmission functions in a snail-worm symbiosis","Hopkins, Skylar R. and McGregor, Cari M. and Belden, Lisa K. and Wojdak, Jeremy M.","OECOLOGIA","0029-8549",188,"1","277-287",2018,"10.1007/s00442-018-4206-3","All dynamic species interaction models contain an assumption that describes how contact rates scale with population density. Choosing an appropriate contact-density function is important, because different functions have different implications for population dynamics and stability. However, this choice can be challenging, because there are many possible functions, and most are phenomenological and thus difficult to relate to underlying ecological processes. Using one such phenomenological function, we described a nonlinear relationship between field transmission rates and host density in a common snail-oligochaete symbiosis. We then used a well-known contact function from predator-prey models, the Holling Type II functional response, to describe and predict host snail contact rates in the laboratory. The Holling Type II functional response accurately described both the nonlinear contact-density relationship and the average contact duration that we observed. Therefore, we suggest that contact rates saturate with host density in this system because each snail contact requires a non-instantaneous handling time, and additional possible contacts do not occur during that handling time. Handling times and nonlinear contact rates might also explain the nonlinear relationship between symbiont transmission and snail density that we observed in the field, which could be confirmed by future work that controls for other potential sources of seasonal variation in transmission rates. Because most animal contacts are not instantaneous, the Holling Type II functional response might be broadly relevant to diverse host-symbiont systems.",2,"MA21","","","",""
"52","X.ISI.000395347300008","Competing for seed dispersal: evidence for the role of avian seed hoarders in mediating apparent predation among oaks","Pesendorfer, Mario B. and Koenig, Walter D.","FUNCTIONAL ECOLOGY","0269-8463",31,"3","622-631",2017,"10.1111/1365-2435.12770","In communities of large-seeded tree species, generalist seed hoarders often link the temporally variable dynamics of various species in ways that can result in indirect ecological interactions. A special case of such interactions is apparent predation' - when variation in seed production of one tree species changes the outcome of the interaction between seed hoarders and another tree species from seed dispersal mutualism to predation. We investigated how two species of avian hoarders responded to differences in acorn availability among individual valley oaks (Quercus lobata) and across a landscape dominated by blue oaks (Q.douglasii) to determine whether seed dispersal and predation dynamics result in apparent predation between these oak species. California scrub-jays (Aphelocoma californica), high-quality seed dispersers with large spatial scales of resource perception, showed strong numerical and functional responses to individually large Q.lobata acorn crops when landscape-level acorn crops were low, but the numerical response was not observed when Q.douglasii produced a good acorn crop the subsequent year. In contrast, acorn woodpeckers (Melanerpes formicivorus), which are significant acorn predators, exhibited a consistent functional response to individual Q.lobata acorn crops independent of landscape-wide availability. Consequently, Q.lobata experienced increased predation and a near absence of high-quality seed dispersal when Q.douglasii acorns were abundant. Our results suggest that apparent predation among oak species can arise from contrasting responses of generalist seed predators and dispersers to acorn availability on different spatial scales. Thus, the spatial scale of resource perception, which can differ greatly among generalist seed hoarders, may provide a proximate mechanism underlying indirect, temporally variable ecological affects such as apparent predation among sympatric species of large-seeded trees.",2,"MA52","","","",""
"10","X.ISI.000457622300003","Fitness costs of phoretic nematodes in the burying beetle, Nicrophorus vespilloides","Wang, Yin and Rozen, Daniel E.","ECOLOGY AND EVOLUTION","2045-7758",9,"1","26-35",2019,"10.1002/ece3.4570","Nicrophorusvespilloides is a social beetle that rears its offspring on decomposing carrion. Wild beetles are frequently associated with two types of macrobial symbionts, mites, and nematodes. Although these organisms are believed to be phoretic commensals that harmlessly use beetles as a means of transfer between carcasses, the role of these symbionts on N. vespilloides fitness is poorly understood. Here, we show that nematodes have significant negative effects on beetle fitness across a range of worm densities and also quantify the density-dependent transmission of worms between mating individuals and from parents to offspring. Using field-caught beetles, we provide the first report of a new nematode symbiont in N. vespilloides, most closely related to Rhabditoides regina, and show that worm densities are highly variable across individuals isolated from nature but do not differ between males and females. Next, by inoculating mating females with increasing densities of nematodes, we show that worm infections significantly reduce brood size, larval survival, and larval mass, and also eliminate the trade-off between brood size and larval mass. Finally, we show that nematodes are efficiently transmitted between mating individuals and from mothers to larvae, directly and indirectly via the carcass, and that worms persist through pupation. These results show that the phoretic nematode R. regina can be highly parasitic to burying beetles but can nevertheless persist because of efficient mechanisms of intersexual and intergenerational transmission. Phoretic species are exceptionally common and may cause significant harm to their hosts, even though they rely on these larger species for transmission to new resources. However, this harm may be inevitable and unavoidable if transmission of phoretic symbionts requires nematode proliferation. It will be important to determine the generality of our results for other phoretic associates of animals. It will equally be important to assess the fitness effects of phoretic species under changing resource conditions and in the field where diverse interspecific interactions may exacerbate or reduce the negative effects of phoresy.",2,"MA10","","","",""
"37","X.ISI.000425508600012","Cooperate or not cooperate EEG, autonomic, and behavioral correlates of ineffective joint strategies","Balconi, Michela and Gatti, Laura and Vanutelli, Maria Elide","BRAIN AND BEHAVIOR","2162-3279",8,"2",NA,2018,"10.1002/brb3.902","Introduction: The neural activity in response to ineffective joint actions was explored in the present study. Subjects involved in a cooperative but frustrating task (poor performance as manipulated by an external feedback) were required to cooperate (T1) during an attentional task in a way to synchronize their responses and obtain better outcomes. Methods: We manipulated their strategies by providing false feedbacks (T2) signaling the incapacity to create a synergy, which was reinforced by a general negative evaluation halfway through the game. A control condition was provided (no cooperation required, T0) as well as a check for possible learning effect (time series analysis). The effects of the feedback in modulating subjects' behavioral performance and electrocortical activity were explored by means of brain oscillations (delta, theta, alpha, beta) and autonomic activity (heart rate, HR; skin conductance activity, SCR). Results: Results showed a specific pattern of behavioral, neural, and peripheral responses after the social feedback. In fact, within this condition, worse behavioral outcomes emerged, with longer response times with respect to the prefeedback one. In parallel, a specific right-lateralized effect was observed over the dorsolateral prefrontal cortex (DLPFC), with increased delta and theta power compared to the previous condition. Moreover, increased SCR was observed with respect to the first part. Conclusions: Two interpretations are put forward to explain the present findings: 1) the contribution of negative emotions in response to failing interactions or 2) a motivational disengagement toward goal-oriented cooperation elicited by frustrating evaluations.",2,"MA37","","","",""
"113","X.ISI.000340046100009","A control process model of code-switching","Green, David W. and Wei, Li","LANGUAGE COGNITION AND NEUROSCIENCE","2327-3798",29,"4","499-511",2014,"10.1080/23273798.2014.882515","Code-switching (CS) is central to many bilingual communities and, though linguistic and sociolinguistic research has characterised different types of code-switches (alternations, insertions, dense CS), the cognitive control processes (CPs) that mediate them are not well understood. A key issue is how during CS speakers produce the right words in the right order. In speech, serial order emerges from a speech plan in which items are represented in parallel. We propose that entry into the mechanism for speech planning (a competitive queuing mechanism) is governed by CPs best suited to the particular types of code-switches. Language task schemas external to the language network govern access. In CS, they are coordinated cooperatively and operate in a coupled or in an open control mode. The former permits alternations and insertions whereas the latter is required for dense CS. We explore predictions of this CP model and its implications for CS research.",2,"MA113","","","",""
"240","X.ISI.000168325500007","State-dependent sentinels: an experimental study in the Arabian babbler","Wright, J and Maklakov, AA and Khazin, V","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",268,"1469","821-826",2001,"10.1098/rspb.2000.1574","Natural patterns of cooperative sentinel behaviour in Arabian babblers. Turdoides squamiceps have proven consistent with state-dependent models of individually selfish anti-predator strategies. Here we demonstrate experimentally that sentinel effort within groups is determined simply hy individual state. The two highest-ranking males in eight groups were separately fed a supplement of mealworms each for one day at a time. Control days before and after each treatment confirmed that Ilo carry-over effects occurred, and that most normal sentinel activity was carried our by alpha males, then beta males and then by. the rest of the group. When supplemented. both alpha and beta males exhibited similar marked increases in sentinel activity relative to control days. Unsupplemented males and the rest of the group incompletely compensated for these increases with reductions in sentinel effort. Differences in individual bod! mass within groups reflected natural and experimental variation in sentinel effort. Alpha and beta males weighed more than other group members, and gained mass only when supplementally fed. There was no evidence either for competitive sentinel behaviour, nor for an); increased interference between malts during the supplementation treatments. These results therefore provide strong evidence in support of the state-dependent approach to cooperative sentinel behaviour.",2,"MA240","","","",""
"102","X.ISI.000345213600002","Insect-flower interactions: network structure in organic versus conventional vineyards","Kehinde, T. and Samways, M. J.","ANIMAL CONSERVATION","1367-9430",17,"5","401-409",2014,"10.1111/acv.12118","Ecosystems are made up of various mutualistic and antagonistic plant and animal interactions. These interactions are subject to various global change phenomena such as land use change and habitat modification. While the effect of environmentally friendly farming practices on the taxonomic diversity of plants and animal species has been reported, it is uncertain whether these schemes provide benefit for species interaction networks. We compared insect-flower interaction networks by analyzing important web structure indices from organic and conventional vineyards and natural vegetation sites in five different localities in the Cape Floristic Region biodiversity hotspot. Average number of insect-flower interactions was higher in organic vineyards compared with conventional vineyards and natural sites. Abundance of flowering plants contributed significantly to explain the observed difference in number of interactions in the model. Other network indices were similar between the different land use types. Our results support the importance of less intensive farming for promoting biodiversity. Approaches such as organic farming are especially beneficial for important interaction networks that drive the process of maintaining biodiversity. The potential of well-managed vineyard ecosystems for promoting conservation of ecologically important insect-flower interactions is demonstrated.",2,"MA102","","","",""
"66","X.ISI.000377219900014","Ontogenetic shifts in a freshwater cleaning symbiosis: consequences for hosts and their symbionts","Thomas, Michael J. and Creed, Robert P. and Skelton, James and Brown, Bryan L.","ECOLOGY","0012-9658",97,"6","1507-1517",2016,"10.1890/15-1443.1","Animal fitness is influenced by diverse assemblages of internal and external symbionts. These assemblages often change throughout host ontogeny, but the mechanisms that underlie these changes and their consequences for host fitness are seldom revealed. Here we examine a cleaning symbiosis between crayfish and an assemblage of ectosymbiotic branchiobdellidan worms to uncover what mechanisms drive changes in symbiont composition during host ontogeny and the consequences of these changes for both the host and symbionts. In surveys of a North Carolina river, the dominant worm species shifted from Cambarincola philadelphicus to Cambarincola ingens as crayfish (Cambarus bartonii) increased in size. We demonstrate that this shift is a function of host regulation by small crayfish and exclusion by a dominant symbiont on large crayfish. In a controlled lab experiment, small crayfish often removed their symbionts but C. ingens was removed at a higher rate than C. philadelphicus. In contrast, C. ingens had higher survivorship and reproduction than C. philadelphicus on large crayfish. We also measured the effect of each worm species on crayfish growth through ontogeny; neither worm species had an effect on small crayfish but both species had similar positive effects on the growth of large crayfish relative to controls. Evidence from another experiment suggested that intraguild predation by C. ingens caused a decline in C. philadelphicus on large crayfish. We have shown that shifts in partner fitness are a function of host size and that these shifts can involve the succession of symbionts. Further, our results suggest that changes in the outcome of symbioses can remain robust throughout host ontogeny despite interactive mechanisms that lead to shifts in symbiont community structure.",2,"MA66","","","",""
"259","X.ISI.A1996UP21900015","Experimental demonstration of no effect by the cleaner wrasse Labroides dimidiatus (Cuvier and Valenciennes) on the host fish Pomacentrus moluccensis (Bleeker)","Grutter, AS","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","0022-0981",196,"1-2","285-298",1996,"10.1016/0022-0981(95)00135-2","To date, the benefits of cleaner fish to host fish have not been clearly identified. This study investigates the effect of the cleaner wrasse Labroides dimidiatus (Cuvier and Valenciennes) on the host damselfish Pomacentrus moluccensis (Bleeker) by excluding all cleaner fish from 8 reefs for 6 months at Lizard Island, Great Barrier Reef. The subsequent effect of cleaner removal on parasites (total number, number per category of parasite, and size of parasite) and host abundance was estimated and compared to control reefs where L. dimidiatus were not removed. Parasite loads of P. moluccensis were low (usually 0-3 per fish) on all reefs after the experiment, and were dominated by small copepod larvae (260-1370 mu m). The removal of L. dimidiatus had no detectable effect on the mean number of parasites per host, either across all parasite taxa combined or by each parasite taxon individually. Nor did I detect a difference in the mean size of the most abundant copepod species. There was, however, a significant difference in the mean number of parasites (combining all species) per fish among reefs irrespective of the presence of L. dimidiatus. This difference was not correlated with P. moluccensis abundance. The abundance of P. moluccensis declined during the experiment (7-33\%) but the decline did not differ among reefs with and without L. dimidiatus. This result suggests that P. moluccensis did not leave reefs and seek cleaning elsewhere, nor did this host suffer increased mortality in the absence of L. dimidiatus. The absence of any detectable effect of L. dimidiatus on the parasites of P. moluccensis is compatible with the selective feeding habits of L. dimidiatus. It is likely that factors other than ectoparasite removal motivate P. moluccensis to seek cleaning.",2,"MA259","","","",""
"107","X.ISI.000332640400027","Social complementation and growth advantages promote socially defective bacterial isolates","Kraemer, Susanne A. and Velicer, Gregory J.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",281,"1781",NA,2014,"10.1098/rspb.2014.0036","Social interactions among diverse individuals that encounter one another in nature have often been studied among animals but rarely among microbes. For example, the evolutionary forces that determine natural frequencies of bacteria that express cooperative behaviours at low levels remain poorly understood. Natural isolates of the soil bacterium Myxococcus xanthus sampled from the same fruiting body often vary in social phenotypes, such as group swarming and multicellular development. Here, we tested whether genotypes highly proficient at swarming or development might promote the persistence of less socially proficient genotypes from the same fruiting body. Fast-swarming strains complemented slower isolates, allowing the latter to keep pace with faster strains in mixed groups. During development, one low-sporulating strain was antagonized by high sporulators, whereas others with severe developmental defects had those defects partially complemented by high-sporulating strains. Despite declining in frequency overall during competition experiments spanning multiple cycles of development, developmentally defective strains exhibited advantages during the growth phases of competitions. These results suggest that microbes with low-sociality phenotypes often benefit from interacting with more socially proficient strains. Such complementation may combine with advantages at other traits to increase equilibrium frequencies of low-sociality genotypes in natural populations.",2,"MA107","","","",""
"84","X.ISI.000362305500020","Population-specific responses to an invasive species","Reichard, Martin and Douda, Karel and Przybylski, Miroslaw and Popa, Oana P. and Karbanova, Eva and Matasova, Klara and Rylkova, Katerina and Polacik, Matej and Blazek, Radim and Smith, Carl","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",282,"1812","167-174",2015,"10.1098/rspb.2015.1063","Predicting the impacts of non-native species remains a challenge. As populations of a species are genetically and phenotypically variable, the impact of non-native species on local taxa could crucially depend on population-specific traits and adaptations of both native and non-native species. Bitterling fishes are brood parasites of unionid mussels and unionid mussels produce larvae that parasitize fishes. We used common garden experiments to measure three key elements in the bitterling-mussel association among two populations of an invasive mussel (Anodonta woodiana) and four populations of European bitterling (Rhodeus amarus). The impact of the invasive mussel varied between geographically distinct R. amarus lineages and between local populations within lineages. The capacity of parasitic larvae of the invasive mussel to exploit R. amarus was higher in a Danubian than in a Baltic R. amarus lineage and in allopatric than in sympatric R. amarus populations. Maladaptive oviposition by R. amarus into A. woodiana varied among populations, with significant population-specific consequences for R. amarus recruitment. We suggest that variation in coevolutionary states may predispose different populations to divergent responses. Given that coevolutionary relationships are ubiquitous, population-specific attributes of invasive and native populations may play a critical role in the outcome of invasion. We argue for a shift from a species-centred to population-centred perspective of the impacts of invasions.",2,"MA84","","","",""
"24","X.ISI.000438464300009","Deciphering the Interdependence between Ecological and Evolutionary Networks","Melian, Carlos J. and Matthews, Blake and de Andreazzi, Cecilia S. and Rodriguez, Jorge P. and Harmon, Luke J. and Fortuna, Miguel A.","TRENDS IN ECOLOGY \& EVOLUTION","0169-5347",33,"7","504-512",2018,"10.1016/j.tree.2018.04.009","Biological systems consist of elements that interact within and across hierarchical levels. For example, interactions among genes determine traits of individuals, competitive and cooperative interactions among individuals influence population dynamics, and interactions among species affect the dynamics of communities and ecosystem processes. Such systems can be represented as hierarchical networks, but can have complex dynamics when interdependencies among levels of the hierarchy occur. We propose integrating ecological and evolutionary processes in hierarchical networks to explore interdependencies in biological systems. We connect gene networks underlying predator-prey trait distributions to food webs. Our approach addresses longstanding questions about how complex traits and intraspecific trait variation affect the interdependencies among biological levels and the stability of meta-ecosystems.",2,"MA24","","","",""
"182","X.ISI.000267881500010","Comparative evolution of flower and fruit morphology","Whitney, Kenneth D.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",276,"1669","2941-2947",2009,"10.1098/rspb.2009.0483","Angiosperm diversification has resulted in a vast array of plant morphologies. Only recently has it been appreciated that diversification might have proceeded quite differently for the two key diagnostic structures of this clade, flowers and fruits. These structures are hypothesized to have experienced different selective pressures via their interactions with animals in dispersal mutualisms, resulting in a greater amount of morphological diversification in animal-pollinated flowers than in animal-dispersed fruits. I tested this idea using size and colour traits for the flowers and fruits of 472 species occurring in three floras (St John, Hawaii and the Great Plains). Phylogenetically controlled analyses of nearest-neighbour distances in multidimensional trait space matched the predicted pattern: in each of the three floras, flowers were more divergent from one another than were fruits. In addition, the spacing of species clusters differed for flowers versus fruits in the flora of St John, with clusters in flower space more divergent than those in fruit space. The results are consistent with the idea that a major driver of angiosperm diversification has been stronger selection for divergent floral morphology than for divergent fruit morphology, although genetic, physiological and ecological constraints may also play a role.",2,"MA182","","","",""
"98","X.ISI.000348916200022","Evolution of equal division among unequal partners","Debove, Stephane and Baumard, Nicolas and Andre, Jean-Baptiste","EVOLUTION","0014-3820",69,"2","561-569",2015,"10.1111/evo.12583","One of the hallmarks of human fairness is its insensitivity to power: although strong individuals are often in a position to coerce weak individuals, fairness requires them to share the benefits of cooperation equally. The existence of such egalitarianism is poorly explained by current evolutionary models. We present a model based on cooperation and partner choice that can account for the emergence of a psychological disposition toward fairness, whatever the balance of power between the cooperative partners. We model the evolution of the division of a benefit in an interaction similar to an ultimatum game, in a population made up of individuals of variable strength. The model shows that strong individuals will not receive any advantage from their strength, instead having to share the benefits of cooperation equally with weak individuals at the evolutionary equilibrium, a result that is robust to variations in population size and the proportion of weak individuals. We discuss how this model suggests an explanation for why egalitarian behaviors toward everyone, including the weak, should be more likely to evolve in humans than in any other species.",2,"MA98","","","",""
"79","X.ISI.000365076600004","Fluorescent proteins function as a prey attractant: experimental evidence from the hydromedusa Olindias formosus and other marine organisms","Haddock, Steven H. D. and Dunn, Casey W.","BIOLOGY OPEN","2046-6390",4,"9","1094-1104",2015,"10.1242/bio.012138","Although proteins in the green fluorescent protein family (GFPs) have been discovered in a wide array of taxa, their ecological functions in these organisms remain unclear. Many hypothesized roles are related to modifying bioluminescence spectra or modulating the light regime for algal symbionts, but these do not explain the presence of GFPs in animals that are non-luminous and non-symbiotic. Other hypothesized functions are unrelated to the visual signals themselves, including stress responses and antioxidant roles, but these cannot explain the localization of fluorescence in particular structures on the animals. Here we tested the hypothesis that fluorescence might serve to attract prey. In laboratory experiments, the predator was the hydromedusa Olindias formosus (previously known as O. formosa), which has fluorescent and pigmented patches on the tips of its tentacles. The prey, juvenile rockfishes in the genus Sebastes, were significantly more attracted (P<1x10(-5)) to the medusa's tentacles under lighting conditions where fluorescence was excited and tentacle tips were visible above the background. The fish did not respond significantly when treatments did not include fluorescent structures or took place under yellow or white lights, which did not generate fluorescence visible above the ambient light. Furthermore, underwater observations of the behavior of fishes when presented with a brightly illuminated point showed a strong attraction to this visual stimulus. In situ observations also provided evidence for fluorescent lures as supernormal stimuli in several other marine animals, including the siphonophore Rhizophysa eysenhardti. Our results support the idea that fluorescent structures can serve as prey attractants, thus providing a potential function for GFPs and other fluorescent proteins in a diverse range of organisms.",2,"MA79","","","",""
"204","X.ISI.000249981500002","Models of density-dependent genic selection and a new rock-paper-scissors social system","Sinervo, Barry and Heulin, Benoit and Surget-Groba, Yann and Clobert, Jean and Miles, Donald B. and Corl, Ammon and Chaine, Alexis and Davis, Alison","AMERICAN NATURALIST","0003-0147",170,"5","663-680",2007,"10.1086/522092","We describe new ESS models of density regulation driven by genic selection to explain the cyclical dynamics of a social system that exhibits a rock-paper-scissors (RPS) set of three alternative strategies. We tracked changes in morph frequency and fitness of Lacerta vivipara and found conspicuous RPS cycles. Morphs of Uta and Lacerta exhibited parallel survival-performance trade-offs. Frequency cycles in both species of lizards are driven by genic selection. In Lacerta, frequency of each allele in adult cohorts had significant impacts on juvenile recruitment, similar to mutualistic, altruistic, and antagonistic relations of RPS alleles in Uta. We constructed evolutionarily stable strategy (ESS) models in which adults impact juvenile recruitment as a function of self versus nonself color recognition. ESS models suggest that the rapid 4-year RPS cycles exhibited by Lacerta are not possible unless three factors are present: behaviors evolve that discriminate self versus nonself morphs at higher rates than random, self- versus non-self-recognition contributes to density regulation, and context-dependent mate choice evolves in females, which choose sire genotypes to enhance progeny survival. We suggest genic selection coupled to density regulation is widespread and thus fundamental to theories of social system evolution as well as theories of population regulation in diverse animal taxa.",2,"MA204","","","",""
"4","X.ISI.000467692300001","Signal categorization by foraging animals depends on ecological diversity","Kikuchi, David William and Dornhaus, Anna and Gopeechund, Vandana and Sherratt, Thomas N.","ELIFE","2050-084X",8,NA,NA,2019,"10.7554/eLife.43965","Warning signals displayed by defended prey are mimicked by both mutualistic (Mullerian) and parasitic (Batesian) species. Yet mimicry is often imperfect: why does selection not improve mimicry? Predators create selection on warning signals, so predator psychology is crucial to understanding mimicry. We conducted experiments where humans acted as predators in a virtual ecosystem to ask how prey diversity affects the way that predators categorize prey phenotypes as profitable or unprofitable. The phenotypic diversity of prey communities strongly affected predator categorization. Higher diversity increased the likelihood that predators would use a `key' trait to form broad categories, even if it meant committing errors. Broad categorization favors the evolution of mimicry. Both species richness and evenness contributed significantly to this effect. This lets us view the behavioral and evolutionary processes leading to mimicry in light of classical community ecology. Broad categorization by receivers is also likely to affect other forms of signaling.",2,"MA4","","","",""
