"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"247","X.ISI.000076410600014","Inducible defence and the social evolution of herd immunity","Frank, SA","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",265,"1408","1911-1913",1998,"10.1098/rspb.1998.0519","Many organisms vary their level of investment in defensive characters. Protective traits may be induced upon exposure to predators or parasites. In a similar way, humans vaccinate in response to threatening epidemics. When most group members defend themselves, epidemics die out quickly because parasites cannot spread. A high level of group (herd) immunity is therefore beneficial to the group. There is, however, a well-known divergence between the optimum degree of induction for selfish individuals and the level of induction that maximizes group benefit. I develop two optimality models for the frequency of induction. The first model shows that higher relatedness favours more induction and a smaller difference between selfish and cooperative optima. The second model assumes variation in the vigour of individuals and therefore differences in the relative cost for induction. The model predicts that strong individuals induce more easily than weak individuals. Small differences in vigour cause a large divergence in the optimal levels of induction for strong and weak individuals. The concept of genetic relatedness in an evolutionary model is analogous to correlated interests and correlated strategies in an economic model of human behaviour. The evolutionary models presented here therefore provide a basis for further study of human vaccination.",2,"MA247","","","",""
"63","X.ISI.000388353400027","Prey size and scramble vs. contest competition in a social spider: implications for population dynamics","Sharpe, Ruth V. and Aviles, Leticia","JOURNAL OF ANIMAL ECOLOGY","0021-8790",85,"5","1401-1410",2016,"10.1111/1365-2656.12559","1. There are many benefits of group living, but also substantial costs, one of which is competition for resources. How scarce food resources are distributed among different members of a population or social group -whether via scramble or contest competition - can influence not only the variance in individual fitness, but also the stability and therefore survival of the group or population. 2. Attributes of the food resources themselves, such as their size, may influence the type of intraspecific competition that occurs and therefore the intrinsic stability of a group or population. 3. By experimentally manipulating the size of prey fed to artificial colonies of the social spider Anelosimus eximius, we investigated whether prey size could alter the degree of scramble vs. contest competition that takes place and, thus, potentially influence colony population dynamics. 4. We found that large prey were shared more evenly than small prey and that individuals in poor condition were more likely to feed when prey were large than when prey were small. Additionally, we show that individuals participating in prey capture are also more likely to feed on the captured prey. 5. We developed a simple mathematical model to explore the prey sizes that would be energetically worth defending, i.e. prey that are `economically defendable'. The model shows that neither very small prey, nor prey above a certain size is worth monopolizing, with only intermediate size prey being `economically defendable'. We therefore suggest the small and large prey in our experiment corresponds to our model's intermediate and large prey categories, respectively. 6. As the size of prey captured by social spider colonies increases with colony size, our findings suggest that scramble competition may predominate in large colonies. Scramble competition, combined with the fact that prey biomass per capita declines as colonies grow beyond a certain size, would then explain why extremely large colonies of this social spider may suddenly go extinct. Our project thus illustrates the potential triple link between characteristics of the resources, individual behaviour and population dynamics, a link rarely considered in an empirical setting.",2,"MA63","","","",""
"93","X.ISI.000357703200022","Investigating the causes and consequences of symbiont shuffling in a multi-partner reef coral symbiosis under environmental change","Cunning, R. and Silverstein, R. N. and Baker, A. C.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",282,"1809",NA,2015,"10.1098/rspb.2014.1725","Dynamic symbioses may critically mediate impacts of climate change on diverse organisms, with repercussions for ecosystem persistence in some cases. On coral reefs, increases in heat-tolerant symbionts after thermal bleaching can reduce coral susceptibility to future stress. However, the relevance of this adaptive response is equivocal owing to conflicting reports of symbiont stability and change. We help reconcile this conflict by showing that change in symbiont community composition (symbiont shuffling) in Orbicella faveolata depends on the disturbance severity and recovery environment. The proportion of heat-tolerant symbionts dramatically increased following severe experimental bleaching, especially in a warmer recovery environment, but tended to decrease if bleaching was less severe. These patterns can be explained by variation in symbiont performance in the changing microenvironments created by differentially bleached host tissues. Furthermore, higher proportions of heat-tolerant symbionts linearly increased bleaching resistance but reduced photochemical efficiency, suggesting that any change in community structure oppositely impacts performance and stress tolerance. Therefore, even minor symbiont shuffling can adaptively benefit corals, although fitness effects of resulting trade-offs are difficult to predict. This work helps elucidate causes and consequences of dynamism in symbiosis, which is critical to predicting responses of multi-partner symbioses such as O. faveolata to environmental change.",2,"MA93","","","",""
"142","X.ISI.000305240900012","Root Herbivore Effects on Aboveground Multitrophic Interactions: Patterns, Processes and Mechanisms","Soler, Roxina and Van der Putten, Wim H. and Harvey, Jeffrey A. and Vet, Louise E. M. and Dicke, Marcel and Bezemer, T. Martijn","JOURNAL OF CHEMICAL ECOLOGY","0098-0331",38,"6, SI","755-767",2012,"10.1007/s10886-012-0104-z","In terrestrial food webs, the study of multitrophic interactions traditionally has focused on organisms that share a common domain, mainly above ground. In the last two decades, it has become clear that to further understand multitrophic interactions, the barrier between the belowground and aboveground domains has to be crossed. Belowground organisms that are intimately associated with the roots of terrestrial plants can influence the levels of primary and secondary chemistry and biomass of aboveground plant parts. These changes, in turn, influence the growth, development, and survival of aboveground insect herbivores. The discovery that soil organisms, which are usually out of sight and out of mind, can affect plant-herbivore interactions aboveground raised the question if and how higher trophic level organisms, such as carnivores, could be influenced. At present, the study of above-belowground interactions is evolving from interactions between organisms directly associated with the plant roots and shoots (e.g., root feeders - plant - foliar herbivores) to interactions involving members of higher trophic levels (e.g., parasitoids), as well as non-herbivorous organisms (e.g., decomposers, symbiotic plant mutualists, and pollinators). This multitrophic approach linking above- and belowground food webs aims at addressing interactions between plants, herbivores, and carnivores in a more realistic community setting. The ultimate goal is to understand the ecology and evolution of species in communities and, ultimately how community interactions contribute to the functioning of terrestrial ecosystems. Here, we summarize studies on the effects of root feeders on aboveground insect herbivores and parasitoids and discuss if there are common trends. We discuss the mechanisms that have been reported to mediate these effects, from changes in concentrations of plant nutritional quality and secondary chemistry to defense signaling. Finally, we discuss how the traditional framework of fixed paired combinations of root- and shoot-related organisms feeding on a common plant can be transformed into a more dynamic and realistic framework that incorporates community variation in species, densities, space and time, in order to gain further insight in this exciting and rapidly developing field.",2,"MA142","","","",""
"164","X.ISI.000286224900019","Intraspecific variation in allelochemistry determines an invasive species' impact on soil microbial communities","Lankau, Richard A.","OECOLOGIA","0029-8549",165,"2","453-463",2011,"10.1007/s00442-010-1736-8","Invasive species can benefit from altered species interactions in their new range, and by interfering with species interactions among native competitors. Since exotic invasions are generally studied at the species level, relatively little is known about intraspecific variation in the traits that determine an invader's effect on native species. Alliaria petiolata is a widespread and aggressive invader of forest understories that succeeds in part by interfering with mutualistic interactions between native plants and soil fungi. Here, I show that the impact of A. petiolata on soil microbial communities varied among individuals due to variation in their allelochemical concentrations. The differential impacts translated into varied effects on native tree growth, partly because A. petiolata's allelochemicals preferentially affected the most mutualistic fungal taxa. These results highlight the importance of considering the spatial and temporal variation in an invasive species' impacts for understanding and managing the invasion process.",2,"MA164","","","",""
"31","X.ISI.000432065500012","Dominant and subordinate outside options alter help and eviction in a pay-to-stay negotiation model","Hellmann, Jennifer K. and Hamilton, Ian M.","BEHAVIORAL ECOLOGY","1045-2249",29,"3","553-562",2018,"10.1093/beheco/ary006","In several cooperatively breeding species, subordinates that do not help sufficiently are punished or evicted from the group by dominant individuals. The credibility of dominant eviction threats may vary with the social context beyond the group level: when subordinates can easily breed in a neighboring territory, dominants may be less able to demand help from subordinates. Further, dominant ability to enforce subordinate cooperation may be reduced when it is difficult to replace evicted subordinates or in small groups where each subordinate makes a large contribution to group productivity. Here, we develop a 2-player game theoretic model to examine how the social context influences subordinate help and the threshold of help at which dominants evict subordinates. In contrast to predictions, we found that dominants demand more help when dominants are less able to replace evicted subordinates, suggesting that dominants punish a dereliction of helping behavior more strongly when they are unable to compensate for the loss of an evicted subordinate. In single sealed-bid games, subordinates help less than the fitness costs they impose on dominants and help does not vary with subordinate breeding opportunities outside the group. However, when subordinates can plastically increase help in response to demanding dominants (akin to pay-to-stay dynamics), subordinates provide more help overall, but decrease their help as breeding opportunities outside of the group increase. Our results demonstrate the importance of incorporating negotiation into theoretical models of helping strategies and demonstrate that plasticity is a key mechanism underlying pay-to-stay mechanisms of cooperation.",2,"MA31","","","",""
"180","X.ISI.000272204500017","Birth order affects behaviour in the investment game: firstborns are less trustful and reciprocate less","Courtiol, Alexandre and Raymond, Michel and Faurie, Charlotte","ANIMAL BEHAVIOUR","0003-3472",78,"6","1405-1411",2009,"10.1016/j.anbehav.2009.09.016","Explaining the behavioural variations observed between individuals is an important step for understanding the evolution of human cooperation and personality traits. Birth order is a potentially important variable that implies physical and cognitive differences between siblings and differential access to parental resources during childhood. These differences have been shown to influence several personality characteristics in adulthood. We tested the hypothesis that birth order can shape adult cooperative behaviours towards nonkin. An anonymous investment game was played by 510 unrelated students. The results of the game show that firstborns were less trustful and reciprocated less than others. No significant differences in trust or reciprocity were found among laterborn and only children based on birth order. Firstborn status was a better predictor of cooperativeness than age, sex, income or religion. These results constitute some of the first experimental evidence that birth order differences established within the family can persist in adult behaviour among nonkin. We discuss the implications of this finding for the evolution of human cooperation. (C) 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA180","","","",""
"170","X.ISI.000280901100011","Lateralization in response to social stimuli in a cooperatively breeding cichlid fish","Reddon, Adam R. and Balshine, Sigal","BEHAVIOURAL PROCESSES","0376-6357",85,"1","68-71",2010,"10.1016/j.beproc.2010.06.008","Cerebral lateralization, an evolutionarily ancient and widespread phenomenon among vertebrates, is thought to bestow cognitive advantages. The advantages of lateralization at the individual-level do not necessarily require that the entire population share the same pattern of lateralization. In fact, directional bias in lateralization may lead to behavioural predictability and enhanced predator success or prey evasion. Recent theory has suggested that population-level lateralization may be favored if individuals are better able to perform coordinated behaviours, providing a distinct advantage in cooperative contexts. Here we test whether the highly social, cooperatively breeding cichlid fish Neolamprologus pulcher shows lateralized responses to a social stimulus. We found population-level biases in males; on average male N. pulcher use their right eye/left hemisphere to view their mirror image. Individual females had a preferred hemisphere, but these preferences appeared not to be directionally aligned among females. We discuss these results in the context of coordinated social behaviour and suggest future research directions. (C) 2010 Elsevier B.V. All rights reserved.",2,"MA170","","","",""
"154","X.ISI.000292960400021","Favouritism or intrabrood competition? Access to food and the benefits of philopatry for red-cockaded woodpeckers","Ragheb, Erin L. Hewett and Walters, Jeffrey R.","ANIMAL BEHAVIOUR","0003-3472",82,"2","329-338",2011,"10.1016/j.anbehav.2011.05.007","In species showing delayed natal dispersal, broodmates vary in natal dispersal timing and strategy, where some choose to disperse early while others delay. In the cooperatively breeding red-cockaded woodpecker, Picoides borealis, typically only one juvenile male per brood delays dispersal despite the lifetime fitness benefits associated with delayed dispersal. We sought to determine whether adult favouritism or intrabrood competition over the distribution of natal food resources provides a mechanism for the persistence of individual variation in natal dispersal strategies. We show that fledgling red-cockaded woodpeckers form male-biased, linear dominance hierarchies as a result of frequent aggressive conflicts. For males, high nestling condition relative to male broodmates was a strong predictor of future dominance, and this condition-rank relationship persisted after individuals reached nutritional independence. Adults were never observed interfering with broodmate conflicts, and were only rarely aggressive towards fledglings. Adults showed no overt favouritism towards offspring when targeting individual fledglings during provisioning early in the postfledging period. However, conflict rates increased with decreasing targeted-feeding rates, suggesting that access to resources is an important function of dominance hierarchies. After fledglings were developmentally able to compete for positions near foraging adults, first-and second-ranking males were fed more often than subordinate females. Of the juvenile males surviving to spring, subordinates were more likely to disperse during their first year than were their dominant broodmates. Together, our findings suggest that for young red-cockaded woodpeckers, intrabrood social rank provides a mechanism for prioritized access to natal resources and variation in natal dispersal strategy. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA154","","","",""
"97","X.ISI.000349764600001","Between-group competition, intra-group cooperation and relative performance","Cardenas, Juan C. and Mantilla, Cesar","FRONTIERS IN BEHAVIORAL NEUROSCIENCE","1662-5153",9,NA,NA,2015,"10.3389/fnbeh.2015.00033","We report the results of a new public goods experiment with an intra-group cooperation dilemma and inter-group competition. In our design subjects receive information about their relative individual and group performance after each round with non-incentivized and then incentivized group competition. We found that, on average, individuals with low relative performance reduce their contributions to the public good, but groups with low performance increase theirs. With incentivized competition, where the relative ranking of the group increases individual payoffs, the reaction to relative performance is larger with individuals contributing more to the group; further, we observe that the variance of strategies decreases as individual and group rankings increase. These results offer new insights on how social comparison shapes similar reactions in games with different incentives for group performance and how competition and cooperation can influence each other.",2,"MA97","","","",""
"89","X.ISI.000356044700011","Arginine vasotocin modulates associative learning in a mutualistic cleaner fish","Cardoso, Sonia C. and Bshary, Redouan and Mazzei, Renata and Paitio, Jose R. and Oliveira, Rui F. and Soares, Marta C.","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",69,"7","1173-1181",2015,"10.1007/s00265-015-1931-z","Social environmental complexity induces structural and biochemical changes in animals' brains, which are linked to the improvement of animals' learning abilities. The nonapeptides from the arginine vasopressin (AVP) family (arginine vasotocin, AVT, in non-mammals) play a significant role in the regulation of social behavior, particularly in the formation of social memories and individual recognition. Moreover, the role of AVT in the regulation of interspecific interactions has only recently started to be addressed in the context of cleaner fish mutualisms and learning. Variance in the distribution of AVP receptor expression, which is linked to distinct neural systems (related to the dorsolateral and the dorsomedial telencephalon), is known to be implicated in differences in individual learning processes. Here we asked if the associative learning performance of the Indo-Pacific bluestreak cleaner wrasse (Labroides dimidiatus) is regulated by AVT. We tested the influence of AVT upon the cleaners' ability to solve two different problems (cue and place discrimination tasks) that in principle differ in ecological relevance and are associated with two different memory systems. We found that AVT affected the learning competence of cleaners differently between tasks, as individual performance showed distinct response selectivity to AVT dosage levels. However, only in the ecologically relevant task was their learning response improved by blocking AVT via treatment with the antagonist Manning compound. Our findings demonstrate that AVT pathways, which are implicated in the regulation of interspecific behavior (i.e., a cleaner's willingness to seek interactions with clients), are also linked to individual learning ability in the context of mutualistic behavior, and in tune with socio-ecological demands.",2,"MA89","","","",""
"43","X.ISI.000408908700004","Foraging strategy predicts foraging economy in a facultative secondary nectar robber","Richman, Sarah K. and Irwin, Rebecca E. and Bronstein, Judith L.","OIKOS","0030-1299",126,"9","1250-1257",2017,"10.1111/oik.04229","In mutualistic interactions, the decision whether to cooperate or cheat depends on the relative costs and benefits of each strategy. In pollination mutualisms, secondary nectar robbing is a facultative behavior employed by a diverse array of nectar-feeding organisms, and is thought to be a form of cheating. Primary robbers create holes in floral tissue through which they feed on nectar, whereas secondary robbers, which often lack chewing mouthparts, feed on nectar through existing holes. Because primary robbers make nectar more readily available to secondary robbers, primary robbers facilitate the behaviors of secondary robbers. However, the net effect of facilitation on secondary robber fitness has not been empirically tested: it is unknown whether the benefit secondary robbers receive is strong enough to overcome the cost of competing with primary robbers for a shared resource. We conducted foraging experiments using the bumble bee Bombus bifarius, which can alternatively forage legitimately' (from the floral opening) or secondary-rob. We measured the relative foraging efficiencies (handling time per flower, flowers visited per minute, proportion of foraging bout spent consuming nectar) of these alternative behaviors, and tested whether the frequency of primary robbing and nectar standing crop in primary-robbed flowers of Linaria vulgaris (Plantaginaceae) affected foraging efficiency. Surprisingly, there was no effect of primary robbing frequency on the foraging efficiency of secondary-robbing B. bifarius. Instead, foraging strategy was a major predictor of foraging efficiency, with legitimate foraging being significantly more efficient than secondary robbing. Legitimate foraging was the more common strategy used by B. bifarius in our study; however, it is rarely used by B. bifarius foraging on L. vulgaris in nature, despite indications that it is more efficient. Our results suggest the need for deeper investigations into why bees adopt secondary robbing as a foraging strategy, specifically, the environmental contexts that promote the behavior.",2,"MA43","","","",""
"145","X.ISI.000301431100001","Codivergence and multiple host species use by fig wasp populations of the Ficus pollination mutualism","McLeish, Michael J. and van Noort, Simon","BMC EVOLUTIONARY BIOLOGY","1471-2148",12,NA,NA,2012,"10.1186/1471-2148-12-1","Background: The interaction between insects and plants takes myriad forms in the generation of spectacular diversity. In this association a species host range is fundamental and often measured using an estimate of phylogenetic concordance between species. Pollinating fig wasps display extreme host species specificity, but the intraspecific variation in empirical accounts of host affiliation has previously been underestimated. In this investigation, lineage delimitation and codiversification tests are used to generate and discuss hypotheses elucidating on pollinating fig wasp associations with Ficus. Results: Statistical parsimony and AMOVA revealed deep divergences at the COI locus within several pollinating fig wasp species that persist on the same host Ficus species. Changes in branching patterns estimated using the generalized mixed Yule coalescent test indicated lineage duplication on the same Ficus species. Conversely, Elisabethiella and Alfonsiella fig wasp species are able to reproduce on multiple, but closely related host fig species. Tree reconciliation tests indicate significant codiversification as well as significant incongruence between fig wasp and Ficus phylogenies. Conclusions: The findings demonstrate more relaxed pollinating fig wasp host specificity than previously appreciated. Evolutionarily conservative host associations have been tempered by horizontal transfer and lineage duplication among closely related Ficus species. Independent and asynchronistic diversification of pollinating fig wasps is best explained by a combination of both sympatric and allopatric models of speciation. Pollinator host preference constraints permit reproduction on closely related Ficus species, but uncertainty of the frequency and duration of these associations requires better resolution.",2,"MA145","","","",""
"175","X.ISI.000275801500024","Pattern of individual participation and cheating in conflicts between groups of free-ranging dogs","Bonanni, Roberto and Valsecchi, Paola and Natoli, Eugenia","ANIMAL BEHAVIOUR","0003-3472",79,"4","957-968",2010,"10.1016/j.anbehav.2010.01.016","Cooperative intergroup aggression provides an example of a costly cooperative behaviour whose benefits spill over to noncooperative animals as well. Consequently, investigating factors that promote individual participation in intergroup contests should prove useful for understanding how cooperation may persist in animal societies despite cheating. Here, we examined variables affecting individual participation in naturally occurring conflicts between groups of free-ranging dogs, Canis lupus familiaris. The overall proportion of cooperating group members decreased significantly with an increasing number of group members present. In one pack, the individual probability of active participation decreased significantly when this pack had a numerical advantage over opponents. Dogs belonging to the smallest pack tended to be more cooperative than those belonging to larger groups. Social prestige ( measured as the number of submissions received during greeting) did not appear to be a consequence of cooperative behaviour. Individual participation increased with an increasing number of affiliative partners. Young and high-ranking dogs tended to cooperate more when their group was outnumbered by opponents but did not stay at the front of the pack during conflicts. These results emphasize the greater opportunity for cheating in larger groups and the complexity of dogs' behaviour. Cooperation appears to be conditional on both the `adversity of the environment' (as measured by relative group size) and the identity/behaviour of companions. (C) 2010 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA175","","","",""
"187","X.ISI.000269041600002","Male reproductive success in plateau pikas (Ochotona curzoniae): A microsatellite analysis","Yin, Baofa and Yang, Shengmei and Wei, Wanhong and Zhang, Yanming","MAMMALIAN BIOLOGY","1616-5047",74,"5","344-350",2009,"10.1016/j.mambio.2008.10.001","In many social species, competition and cooperation between group members may lead to a large variance in reproductive success among individuals, especially for adult male. From April to August 2002, we studied the adult male reproductive success of plateau pikas in Haibei Alpine Meadow Ecosystem Research Station, Chinese Academy of Science, using microsatellite analysis of paternity, mark-recapture and behavioral observations. Our result indicated that the reproductive success of adult males had a large variance. Its average was 6 individuals and range was from 0 to 13 individuals. One-third of males sired 63.22\% offspring. There was a hierarchy system in polygynandrous families. Although the reproductive success of dominant males was higher than that of subordinate males, subordinate males still play an important role in the reproductive Success of the population. (C) 2009 Published by Elsevier GmbH on behalf of Deutsche Gesellschaft fur Saugetierkunde.",2,"MA187","","","",""
"141","X.ISI.000305630800001","The varying relationship between helping and individual quality","Barclay, Pat and Reeve, H. Kern","BEHAVIORAL ECOLOGY","1045-2249",23,"4","693-698",2012,"10.1093/beheco/ars039","Individuals of different quality often differ in their helping behavior, but sometimes it is the high-quality individuals who help most (e.g., human meat sharing, vigilance) and other times it is the low-quality individuals (e.g., reproductive queues, primate grooming). We argue that these differences depend on individual differences in the performance costs of actually helping, the opportunity costs from forsaking alternative activities, and the fitness benefits for engaging the help. If helping is more difficult for some individuals to do (quality-dependent help), it will usually be done by high-quality individuals, whereas help that all individuals could do equally well (quality-independent help) will be done by whoever pays lower opportunity costs. Our model makes novel predictions about many kinds of helping, allows us to categorize different types of helping by their relationship with individual quality, and is general enough to apply to many situations. Furthermore, it can be generalized to any other type of (nonhelping) behavior where there are individual differences in benefits, performance costs, or opportunity costs.",2,"MA141","","","",""
"157","X.ISI.000291309500019","The nested assembly of individual-resource networks","Pires, M. M. and Guimaraes, Jr., P. R. and Araujo, M. S. and Giaretta, A. A. and Costa, J. C. L. and dos Reis, S. F.","JOURNAL OF ANIMAL ECOLOGY","0021-8790",80,"4","896-903",2011,"10.1111/j.1365-2656.2011.01818.x","P>1. Much of the current understanding of ecological systems is based on theory that does not explicitly take into account individual variation within natural populations. However, individuals may show substantial variation in resource use. This variation in turn may be translated into topological properties of networks that depict interactions among individuals and the food resources they consume (individual-resource networks). 2. Different models derived from optimal diet theory (ODT) predict highly distinct patterns of trophic interactions at the individual level that should translate into distinct network topologies. As a consequence, individual-resource networks can be useful tools in revealing the incidence of different patterns of resource use by individuals and suggesting their mechanistic basis. 3. In the present study, using data from several dietary studies, we assembled individual-resource networks of 10 vertebrate species, previously reported to show interindividual diet variation, and used a network-based approach to investigate their structure. 4. We found significant nestedness, but no modularity, in all empirical networks, indicating that (i) these populations are composed of both opportunistic and selective individuals and (ii) the diets of the latter are ordered as predictable subsets of the diets of the more opportunistic individuals. 5. Nested patterns are a common feature of species networks, and our results extend its generality to trophic interactions at the individual level. This pattern is consistent with a recently proposed ODT model, in which individuals show similar rank preferences but differ in their acceptance rate for alternative resources. Our findings therefore suggest a common mechanism underlying interindividual variation in resource use in disparate taxa.",2,"MA157","","","",""
"198","X.ISI.000251729400004","Do newborn domestic rabbits Oryctolagus cuniculus compete for thermally advantageous positions in the litter huddle?","Bautista, Amando and Garcia-Torres, Esmeralda and Martinez-Gomez, Margarita and Hudson, Robyn","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",62,"3","331-339",2008,"10.1007/s00265-007-0420-4","Competition among mammalian siblings for scarce resources can be severe. Whereas research to date has focused on competition for the mother's milk, the young of many ( particularly altricial) species might also be expected to compete for thermally favorable positions within the nest, den, or litter huddle. We investigated this in newborn pups of the European rabbit Oryctolagus cuniculus, a species in which the altricial young are not brooded by the mother, and in which competition for milk is severe. In eight unculled litters (N=86 pups) of a domestic chinchilla strain, we calculated huddling indexes for individual pups on postnatal days 2-5 as a measure of the degree of insulation they received from littermates. Pups maintained almost constant physical contact with the litter huddle. They performed brief but frequent rooting and climbing behaviors, which usually improved their huddling index, interspersed with longer periods of quiescence during which their huddling index declined. As expected, we found a significant positive relation between pups' mean huddling index and body temperature. Unexpectedly, however, we did not find a relation between huddling index and pups' birth weight, survival, milk intake, or efficiency of converting milk to body mass. We conclude that rather than competing for thermally advantageous positions within the huddle newborn rabbits share out thermally advantageous positions as they move in a continual dynamic flow through it. Thus, in newborn rabbits, competition for the mother's milk exists alongside mutual ``cooperative{''} benefits of littermate presence.",2,"MA198","","","",""
"201","X.ISI.000252007200006","Reproductive skew and the evolution of group dissolution tactics: a synthesis of concession and restraint models","Buston, P. M. and Reeve, H. K. and Cant, M. A. and Vehrencamp, S. L. and Emlen, S. T.","ANIMAL BEHAVIOUR","0003-3472",74,"6","1643-1654",2007,"10.1016/j.anbehav.2007.03.003","Reproductive skew theory provides a compelling explanation for the partitioning of reproduction among individuals within animal societies. One constructive criticism of the theory is that there are too many models, all of which have different assumptions and predictions, which makes it difficult to know what to test. Here we begin the process of tackling this problem, by re-examining the assumptions and predictions of basic concession and restraint models, two transactional models that are often tested as alternatives. Concession models assume that the dominant has complete control over the allocation of reproduction but may yield some of the group's reproduction to prevent the subordinate from voluntarily departing. Restraint models assume that the subordinate has complete control over the allocation of reproduction but may not claim all of the group's reproduction to prevent the dominant from forcibly evicting it. We show that the group dissolution tactics that individuals use ( forcible eviction or voluntary departure) need not be an assumption of the model, but rather they can be predicted using Hamilton's rule and the standard variables of skew models. We reveal that the assumption that one individual ( dominant or subordinate) has complete control over the allocation of reproduction is an idea common to both models, and we resolve this semantic difference by calling this individual `the allocator'. We show that, regardless of the group dissolution tactics that individuals adopt, the allocator's share of the reproduction always increases as relatedness increases, as group productivity increases, and as constraints on leaving to breed elsewhere intensify. We conclude that concession and restraint type models make qualitatively similar predictions, and should not be tested as alternatives. In summary, this study makes the transactional framework of reproductive skew more general, by eliminating restrictive assumptions, and more amenable to testing in the field, by clarifying assumptions and predictions. (c) 2007 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA201","","","",""
"122","X.ISI.000316575800019","Diversity and evolutionary patterns of bacterial gut associates of corbiculate bees","Koch, Hauke and Abrol, Dharam P. and Li, Jilian and Schmid-Hempel, Paul","MOLECULAR ECOLOGY","0962-1083",22,"7","2028-2044",2013,"10.1111/mec.12209","The animal gut is a habitat for diverse communities of microorganisms (microbiota). Honeybees and bumblebees have recently been shown to harbour a distinct and species poor microbiota, which may confer protection against parasites. Here, we investigate diversity, host specificity and transmission mode of two of the most common, yet poorly known, gut bacteria of honeybees and bumblebees: Snodgrassella alvi (Betaproteobacteria) and Gilliamella apicola (Gammaproteobacteria). We analysed 16S rRNA gene sequences of these bacteria from diverse bee host species across most of the honeybee and bumblebee phylogenetic diversity from North America, Europe and Asia. These focal bacteria were present in 92\% of bumblebee species and all honeybee species but were found to be absent in the two related corbiculate bee tribes, the stingless bees (Meliponini) and orchid bees (Euglossini). Both Snodgrassella alvi and Gilliamella apicola phylogenies show significant topological congruence with the phylogeny of their bee hosts, albeit with a considerable degree of putative host switches. Furthermore, we found that phylogenetic distances between Gilliamella apicola samples correlated with the geographical distance between sampling locations. This tentatively suggests that the environmental transmission rate, as set by geographical distance, affects the distribution of G.apicola infections. We show experimentally that both bacterial taxa can be vertically transmitted from the mother colony to daughter queens, and social contact with nest mates after emergence from the pupa greatly facilitates this transmission. Therefore, sociality may play an important role in vertical transmission and opens up the potential for co-evolution or at least a close association of gut bacteria with their hosts.",2,"MA122","","","",""
"28","X.ISI.000433506100016","Heritable variation in prey defence provides refuge for subdominant predators","Lenhart, Paul A. and Jackson, Kelly A. and White, Jennifer A.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",285,"1879",NA,2018,"10.1098/rspb.2018.0523","Generalist predators with broadly overlapping niches commonly coexist on seemingly identical sets of prey. Here, we provide empirical demonstration that predators can differentially exploit fine-grained niches generated by variable, heritable and selective defences within a single prey species. Some, but not all, clones of the aphid Aphis craccivora are toxic towards the dominant invasive predatory ladybeetle, Harmonia axyridis. However, other less competitive ladybeetle species are not affected by the aphid's toxic trait. In laboratory and open field experiments, we show: (i) that subdominant ladybeetle species were able to exploit the toxic aphids, benefitting from the suppression of the dominant predator; and (ii) that this narrow-spectrum toxicity can function as an anti-predator defence for the aphid, but depends on enemy community context. Our results demonstrate that niche differentiation among generalist predators may hinge upon previously underappreciated heritable variation in prey defence, which, in turn, may promote diversity and stability of enemy communities invaded by a dominant predator.",2,"MA28","","","",""
